V,theta,strategy,model,anchor,flag,p_min,dvec_norm,dvec_cos
3,0,rand8_bonf,gated,0.4725423728813559,False,0.3122,,
3,0,rand8_bonf,gated,0.4745762711864407,False,0.6792,,
3,0,rand8_bonf,gated,0.4766101694915254,False,0.1476,,
3,0,rand8_bonf,gated,0.4786440677966102,False,0.3502,,
3,0,rand8_bonf,gated,0.4806779661016949,False,0.406,,
3,0,rand8_bonf,gated,0.4827118644067797,False,0.4382,,
3,0,rand8_bonf,gated,0.4847457627118644,False,0.2512,,
3,0,rand8_bonf,gated,0.4867796610169492,False,0.2292,,
3,0,rand8_bonf,gated,0.4888135593220339,False,0.1694,,
3,0,rand8_bonf,gated,0.4908474576271187,False,0.5372,,
3,0,rand8_bonf,gated,0.4928813559322034,False,0.6284,,
3,0,rand8_bonf,gated,0.4949152542372881,False,0.526,,
3,0,rand8_bonf,gated,0.4969491525423729,False,0.5664,,
3,0,rand8_bonf,gated,0.4989830508474576,False,0.6828,,
3,0,rand8_bonf,gated,0.5010169491525424,False,0.4174,,
3,0,rand8_bonf,gated,0.5030508474576272,False,0.1486,,
3,0,rand8_bonf,gated,0.5050847457627119,False,0.3816,,
3,0,rand8_bonf,gated,0.5071186440677966,False,0.1916,,
3,0,rand8_bonf,gated,0.5091525423728814,False,0.3012,,
3,0,rand8_bonf,gated,0.5111864406779661,False,0.464,,
3,0,rand8_bonf,gated,0.5132203389830509,False,0.5452,,
3,0,rand8_bonf,gated,0.5152542372881357,False,0.2898,,
3,0,rand8_bonf,gated,0.5172881355932204,False,0.1516,,
3,0,rand8_bonf,gated,0.5193220338983051,False,0.3708,,
3,0,rand8_bonf,gated,0.5213559322033898,False,0.0476,,
3,0,rand8_bonf,gated,0.5233898305084747,False,0.5078,,
3,0,rand8_bonf,gated,0.5254237288135594,False,0.7224,,
3,0,rand8_bonf,gated,0.5274576271186441,False,0.6114,,
3,0,rand8_bonf,gated,0.5294915254237289,False,0.4208,,
3,0,rand8_bonf,gated,0.5315254237288136,False,0.1938,,
3,0,rand8_bonf,gated,0.5335593220338983,False,0.6996,,
3,0,rand8_bonf,gated,0.535593220338983,False,0.6262,,
3,0,rand8_bonf,gated,0.5376271186440679,False,0.4582,,
3,0,rand8_bonf,gated,0.5396610169491526,False,0.278,,
3,0,rand8_bonf,gated,0.5416949152542373,False,0.9038,,
3,0,rand8_bonf,gated,0.5437288135593221,False,0.2892,,
3,0,rand8_bonf,gated,0.5457627118644068,False,0.5068,,
3,0,rand8_bonf,gated,0.5477966101694915,False,0.4462,,
3,0,rand8_bonf,gated,0.5498305084745763,False,0.4882,,
3,0,rand8_bonf,gated,0.5518644067796611,False,0.5758,,
3,0,rand8_bonf,gated,0.5538983050847458,False,0.7808,,
3,0,rand8_bonf,gated,0.5559322033898305,False,0.7436,,
3,0,rand8_bonf,gated,0.5579661016949153,False,0.7816,,
3,0,rand8_bonf,gated,0.56,False,0.6186,,
3,0,rand8_bonf,honest,0.44,False,0.8934,,
3,0,rand8_bonf,honest,0.4420338983050847,False,0.5548,,
3,0,rand8_bonf,honest,0.4440677966101695,False,0.4078,,
3,0,rand8_bonf,honest,0.4461016949152542,False,0.5948,,
3,0,rand8_bonf,honest,0.4481355932203389,False,0.5754,,
3,0,rand8_bonf,honest,0.4501694915254237,False,0.6886,,
3,0,rand8_bonf,honest,0.4522033898305085,False,0.5538,,
3,0,rand8_bonf,honest,0.4542372881355932,False,0.4146,,
3,0,rand8_bonf,honest,0.456271186440678,False,0.6034,,
3,0,rand8_bonf,honest,0.4583050847457627,False,0.493,,
