anchor,d_hat,r,s5_audit_frac_real,s5_lime_frac_real,s3_rho,straddles,s1b_forced_gap,n_response_values,s1_delta,s1_sd,s1_ratio,target,s4_detector_leakage,detector_acc,continuous_response
5653,4,1.550671399277943,1.0,0.0,0.9875,False,0.0,1,,,,compas,0.0,,False
887,2,0.22740462022386176,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
3955,2,0.17580172381524206,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
3717,2,0.5255310140938145,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
5037,2,0.10708989805875846,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
5350,5,3.6131397415825783,0.0,0.0,0.9925,False,0.0,2,,,,compas,0.0,,False
4057,2,0.2108198985525454,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
1611,2,0.34958575960690375,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
1788,2,0.3365614262203187,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
2905,3,1.134412294281345,1.0,0.0,0.985,False,1.0,1,,,,compas,0.0,,False
2950,2,0.17050315743062655,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
1310,3,1.4651869450574524,0.9925,0.0,0.9975,False,0.0,2,,,,compas,0.0,,False
5408,2,0.5549070996776131,1.0,0.0,0.9975,False,1.0,1,,,,compas,0.0,,False
4497,2,0.21190507185141885,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
772,2,1.1350787892935938,1.0,0.0,0.925,False,0.0,1,,,,compas,0.0,,False
5667,3,1.0146310328952968,1.0,0.0,1.0,False,1.0,2,,,,compas,0.0,,False
1939,2,0.4511691519611032,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
2509,2,0.30539213607425303,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
1631,3,0.8722671369234691,1.0,0.0,0.9975,False,0.0,1,,,,compas,0.0,,False
4236,2,0.3314445876564962,1.0,0.0,0.985,False,1.0,1,,,,compas,0.0,,False
2467,4,1.9081799924481406,0.995,0.0,1.0,False,0.0,2,,,,compas,0.0,,False
4722,2,0.17117313675586338,1.0,0.0,0.9775,False,0.0,1,,,,compas,0.0,,False
4173,2,0.4274118980745887,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
3649,3,0.21136248520198214,1.0,0.0,0.9975,False,0.0,1,,,,compas,0.0,,False
2685,5,1.3919924668907386,1.0,0.0,0.9975,False,0.0,1,,,,compas,0.0,,False
5485,3,0.874784700519482,1.0,0.0,0.9875,False,0.0,1,,,,compas,0.0,,False
2232,2,0.1718431160811001,1.0,0.0,0.9975,False,0.0,1,,,,compas,0.0,,False
2243,3,0.9640567580498984,1.0,0.0,0.9325,False,1.0,1,,,,compas,0.0,,False
3725,2,0.8901785097060262,1.0,0.0,0.9875,False,0.0,1,,,,compas,0.0,,False
3489,2,0.12920200966912382,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
4899,2,0.6305858346340284,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
3682,2,0.17580172381524217,1.0,0.0,1.0,False,1.0,1,,,,compas,0.0,,False
995,2,0.47888329254470385,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
477,2,0.3413422898226971,1.0,0.0,1.0,False,0.0,1,,,,compas,0.0,,False
988,6,4.899543641904552,0.9825,0.0,0.985,False,0.0,2,,,,german,0.0,,False
123,6,5.450096216597585,0.95,0.0,0.98,True,0.0,2,,,,german,0.0,,False
33,6,4.652202990378932,1.0,0.0,0.9825,False,0.0,1,,,,german,0.0,,False
697,6,5.378537794924299,0.9875,0.0,0.9875,False,1.0,2,,,,german,0.0,,False
172,6,5.722184002011187,0.9875,0.0,0.9825,False,1.0,2,,,,german,0.0,,False
580,6,5.467421629690662,0.9975,0.0,0.975,False,0.0,2,,,,german,0.0,,False
520,6,3.534339905834422,1.0,0.0,0.99,False,0.0,1,,,,german,0.0,,False
67,6,4.647208659080754,1.0,0.0,0.985,False,0.0,2,,,,german,0.0,,False
328,6,4.635004690419187,0.9675,0.0,0.985,True,0.0,1,,,,german,0.0,,False
449,6,5.530750744645438,1.0,0.0,0.9625,False,0.0,1,,,,german,0.0,,False
17,6,5.482758534437808,1.0,0.0,0.975,False,1.0,2,,,,german,0.0,,False
758,6,4.7955877933881705,0.985,0.0,0.9925,False,0.0,2,,,,german,0.0,,False
962,6,2.4561127024768528,1.0,0.0,0.9975,False,0.0,1,,,,german,0.0,,False
880,6,3.0459891761498055,1.0,0.0,0.9975,False,0.0,1,,,,german,0.0,,False
834,6,5.1732309586269904,0.4575,0.0,0.99,True,0.0,2,0.28576464959331166,0.24502409230168712,1.1662716384699938,german,0.0,,False
570,6,4.336374952837236,1.0,0.0,0.985,False,0.0,2,,,,german,0.0,,False
793,6,5.06289874185607,0.9725,0.0,0.9925,True,1.0,2,,,,german,0.0,,False
982,6,5.726489211668046,0.9325,0.0,0.9975,True,1.0,2,0.2157680468672426,0.23127347427817888,0.9329563087192345,german,0.0,,False
947,6,4.505067344999382,0.9975,0.0,1.0,False,0.0,2,,,,german,0.0,,False
21,6,5.297015472654126,1.0,0.0,0.9975,False,0.0,2,,,,german,0.0,,False
556,6,4.390545124797265,1.0,0.0,0.99,False,1.0,2,,,,german,0.0,,False
572,6,5.352983998496278,0.3725,0.0,0.9875,True,1.0,2,0.573009973528704,0.2648418834022311,2.1635927300004876,german,0.0,,False
895,6,4.720832028681092,1.0,0.0,0.99,False,0.0,1,,,,german,0.0,,False
804,6,5.8567583171068165,0.9775,0.0,0.98,True,1.0,2,,,,german,0.0,,False
721,6,7.507188537789798,0.695,0.0,0.965,True,0.0,2,0.06740181625191655,0.31166508894039713,0.2162636068129096,german,0.0,,False
377,6,4.697766791658317,1.0,0.0,0.985,False,1.0,1,,,,german,0.0,,False
821,6,4.572181115613318,0.99,0.0,0.9925,False,0.0,2,,,,german,0.0,,False
469,6,4.630241381223861,1.0,0.0,0.9925,False,1.0,1,,,,german,0.0,,False
759,6,2.944134004856876,1.0,0.0,0.995,False,0.0,1,,,,german,0.0,,False
954,6,5.156328425983726,0.9875,0.0,0.995,False,0.0,2,,,,german,0.0,,False
780,6,5.285737181112021,0.99,0.0,0.9925,False,0.0,1,,,,german,0.0,,False
824,6,3.8653425663453187,1.0,0.0,0.9825,False,0.0,2,,,,german,0.0,,False
322,6,3.7310561334797203,1.0,0.0,0.99,False,0.0,1,,,,german,0.0,,False
795,6,4.160615201828147,1.0,0.0,0.9875,False,0.0,2,,,,german,0.0,,False
354,6,4.3331496825407685,1.0,0.0,0.9975,False,1.0,2,,,,german,0.0,,False
230,6,4.591755254394558,0.99,0.0,0.9925,False,0.0,2,,,,german,0.0,,False
656,6,4.820576257174669,0.5075,0.0,0.9725,True,1.0,2,0.36548223350253806,0.11457475276423976,3.189902004454595,german,0.0,,False
495,6,3.466266526190486,1.0,0.0,0.995,False,0.0,2,,,,german,0.0,,False
528,6,3.894660565949854,1.0,0.0,1.0,False,1.0,2,,,,german,0.0,,False
92,6,5.176067833209838,1.0,0.0,0.9875,False,0.0,2,,,,german,0.0,,False
456,6,4.7084635641559425,1.0,0.0,0.995,False,0.0,1,,,,german,0.0,,False
977,6,4.4319741799709025,1.0,0.0,0.9875,False,0.0,1,,,,german,0.0,,False
550,6,3.7846421330112205,1.0,0.0,1.0,False,1.0,2,,,,german,0.0,,False
998,6,3.9557808391439897,0.9975,0.0,0.995,False,0.0,1,,,,german,0.0,,False
181,6,4.595084514783185,0.815,0.0,0.9975,True,0.0,2,0.17385176587630577,0.0,,german,0.0,,False
819,6,3.9740718988142394,1.0,0.0,0.9875,False,0.0,2,,,,german,0.0,,False
807,6,4.775227766050552,1.0,0.0,0.9775,False,0.0,1,,,,german,0.0,,False
561,6,6.960844567554005,0.14,0.0,0.975,True,0.0,2,0.014119601328903657,0.0,,german,0.0,,False
488,6,6.30644268524475,0.155,0.0,0.995,True,0.0,2,0.038461538461538464,0.0,,german,0.0,,False
672,6,4.5295430818546425,1.0,0.0,0.9825,False,0.0,2,,,,german,0.0,,False
454,6,5.395571515140736,0.4925,0.0,0.99,True,1.0,2,0.31527093596059114,0.05532389113777313,5.698639945181579,german,0.0,,False
594,6,4.9832059056749,0.9925,0.0,0.98,False,0.0,1,,,,german,0.0,,False
875,6,4.765569795522945,0.44,0.0,0.995,True,0.0,2,0.0803571428571429,0.2608037569273957,0.3081134405571974,german,0.0,,False
868,6,3.3576594307031176,1.0,0.0,0.9975,False,0.0,1,,,,german,0.0,,False
193,6,3.930202028788746,1.0,0.0,0.99,False,1.0,2,,,,german,0.0,,False
627,6,5.719149394752691,0.595,0.0,0.98,True,1.0,2,0.18046477850399417,0.0,,german,0.0,,False
686,6,4.83252590324208,0.985,0.0,0.995,False,0.0,2,,,,german,0.0,,False
94,6,4.146380411267483,1.0,0.0,0.995,False,1.0,1,,,,german,0.0,,False
942,6,2.941574005984288,1.0,0.0,0.9975,False,1.0,1,,,,german,0.0,,False
266,6,3.3782408774189836,1.0,0.0,0.9925,False,0.0,1,,,,german,0.0,,False
663,6,5.8349431538758925,0.9775,0.0,0.975,True,0.0,2,,,,german,0.0,,False
553,6,4.588063011930126,1.0,0.0,0.9775,False,0.0,2,,,,german,0.0,,False
864,6,5.129241802297808,1.0,0.0,0.9875,False,0.0,2,,,,german,0.0,,False
617,6,5.178084764719866,0.9925,0.0,0.9875,False,1.0,2,,,,german,0.0,,False
665,6,6.7987656693332195,0.92,0.0,0.9425,True,0.0,2,0.01494565217391304,0.0,,german,0.0,,False
882,6,3.3139339303838833,1.0,0.0,0.9975,False,1.0,1,,,,german,0.0,,False
442,6,4.92768323941312,1.0,0.0,0.99,False,0.0,1,,,,german,0.0,,False
388,6,5.299462766936758,1.0,0.0,0.985,False,0.0,2,,,,german,0.0,,False
241,6,4.080356115993529,1.0,0.0,0.9775,False,0.0,1,,,,german,0.0,,False
914,6,5.712773962158684,0.9875,0.0,0.9875,False,0.0,1,,,,german,0.0,,False
742,6,2.7326116909417903,1.0,0.0,0.9975,False,0.0,1,,,,german,0.0,,False
16,6,2.73219450359083,1.0,0.0,1.0,False,0.0,1,,,,german,0.0,,False
896,6,3.5650783130382333,1.0,0.0,1.0,False,1.0,2,,,,german,0.0,,False
501,6,4.3924433842511235,0.6025,0.0,0.99,True,0.0,2,0.3584905660377358,0.0,,german,0.0,,False
279,6,4.488655081883154,1.0,0.0,0.995,False,0.0,2,,,,german,0.0,,False
877,6,2.9428368988829003,1.0,0.0,0.995,False,0.0,1,,,,german,0.0,,False
872,6,3.9137867052068733,1.0,0.0,0.9925,False,0.0,1,,,,german,0.0,,False
857,6,3.9595667273501935,1.0,0.0,0.99,False,1.0,2,,,,german,0.0,,False
308,6,3.7303900274449173,1.0,0.0,0.995,False,0.0,2,,,,german,0.0,,False
343,6,6.1665792530824834,0.0375,0.0,0.98,True,0.0,2,,,,german,0.0,,False
981,6,6.180685670808645,0.8575,0.0,0.9825,True,0.0,2,0.602577873254565,0.1014493259214627,5.939693219066359,german,0.0,,False
465,6,6.293765384720829,0.98,0.0,0.965,True,1.0,2,,,,german,0.0,,False
524,6,5.614042012633223,0.99,0.0,1.0,False,1.0,2,,,,german,0.0,,False
145,6,5.891041989826186,0.6425,0.0,0.9775,True,0.0,2,0.2517482517482518,0.0,,german,0.0,,False
481,6,3.596145006767031,1.0,0.0,1.0,False,1.0,1,,,,german,0.0,,False
376,6,5.43452514686849,0.9925,0.0,0.9825,False,0.0,2,,,,german,0.0,,False
641,6,3.9477609204314654,1.0,0.0,0.9825,False,0.0,1,,,,german,0.0,,False
874,6,6.042015454147913,0.35,0.0,0.9825,True,1.0,2,0.40494505494505495,0.23010644671138075,1.7598162099863799,german,0.0,,False
380,6,2.9127298167695344,1.0,0.0,1.0,False,0.0,1,,,,german,0.0,,False
932,6,3.23300599273991,1.0,0.0,0.9975,False,0.0,2,,,,german,0.0,,False
694,6,2.911245688119262,1.0,0.0,1.0,False,0.0,1,,,,german,0.0,,False
750,6,4.91790080055573,1.0,0.0,0.985,False,0.0,2,,,,german,0.0,,False
382,6,3.4534052539678033,1.0,0.0,1.0,False,0.0,2,,,,german,0.0,,False
56,6,5.044431398545465,0.98,0.0,1.0,True,0.0,2,,,,german,0.0,,False
952,6,5.073162572294233,1.0,0.0,0.985,False,1.0,2,,,,german,0.0,,False
725,6,5.636433001884798,1.0,0.0,0.9725,False,0.0,2,,,,german,0.0,,False
272,6,8.315469857459266,0.4525,0.0,0.9625,True,0.0,2,0.6114180478821363,0.2185646218733104,2.7974245906848587,german,0.0,,False
574,6,4.057618966362442,1.0,0.0,0.975,False,0.0,1,,,,german,0.0,,False
251,6,4.864416146238463,0.8225,0.0,0.9825,True,1.0,2,0.2806198895500664,0.2361833590018806,1.1881442059930734,german,0.0,,False
930,6,7.445256169347916,0.05,0.0,0.9675,True,0.0,2,,,,german,0.0,,False
402,6,5.281754654540803,1.0,0.0,0.9875,False,0.0,2,,,,german,0.0,,False
767,6,3.8128929502678535,1.0,0.0,0.9975,False,1.0,2,,,,german,0.0,,False
342,6,5.240287418808137,1.0,0.0,0.98,False,0.0,2,,,,german,0.0,,False
551,6,6.588957717777491,0.315,0.0,0.99,True,0.0,2,0.009848221527053641,0.0,,german,0.0,,False
245,6,3.039350322143029,1.0,0.0,0.9975,False,0.0,1,,,,german,0.0,,False
913,6,4.450838314360718,1.0,0.0,1.0,False,0.0,2,,,,german,0.0,,False
557,6,4.706364217185566,1.0,0.0,0.9825,False,0.0,2,,,,german,0.0,,False
440,6,3.0018924386124293,1.0,0.0,0.9975,False,1.0,1,,,,german,0.0,,False
590,6,5.515090694237145,0.7625,0.0,0.9275,True,1.0,2,0.5195858498705781,0.2335236840627117,2.2249813844622532,german,0.0,,False
935,6,5.125547434735146,1.0,0.0,0.9825,False,0.0,1,,,,german,0.0,,False
128,6,5.0380173022953265,0.9975,0.0,0.99,False,0.0,1,,,,german,0.0,,False
915,6,7.957610745327756,0.475,0.0,0.9275,True,0.0,2,0.18095238095238092,0.25264609259030374,0.7162286940483863,german,0.0,,False
174,6,4.682488775914973,1.0,0.0,0.98,False,0.0,2,,,,german,0.0,,False
762,6,3.362846877661897,1.0,0.0,0.99,False,1.0,2,,,,german,0.0,,False
356,6,5.787337958296778,0.99,0.0,0.9925,False,0.0,2,,,,german,0.0,,False
831,6,3.590795390247431,1.0,0.0,1.0,False,1.0,2,,,,german,0.0,,False
813,6,3.901403899879662,1.0,0.0,0.9825,False,0.0,2,,,,german,0.0,,False
130,6,4.5248561740457465,1.0,0.0,0.99,False,1.0,2,,,,german,0.0,,False
907,6,3.6214588616959564,1.0,0.0,0.9975,False,0.0,2,,,,german,0.0,,False
937,6,4.1722815349971825,0.9875,0.0,0.9975,False,0.0,2,,,,german,0.0,,False
728,6,6.62294779481514,0.4325,0.0,0.96,True,1.0,2,0.10890988261057777,0.2852964826151075,0.3817428157973743,german,0.0,,False
951,6,4.592674562868951,1.0,0.0,0.995,False,0.0,1,,,,german,0.0,,False
619,6,3.6594221000730562,1.0,0.0,0.995,False,0.0,2,,,,german,0.0,,False
233,6,4.940211629912385,0.9925,0.0,0.995,False,0.0,2,,,,german,0.0,,False
286,6,4.02030892259732,1.0,0.0,0.9925,False,0.0,1,,,,german,0.0,,False
453,6,2.8975026687255463,1.0,0.0,1.0,False,0.0,1,,,,german,0.0,,False
473,6,5.291475560385701,0.995,0.0,0.98,False,1.0,2,,,,german,0.0,,False
195,6,4.015022703074771,1.0,0.0,0.9925,False,0.0,2,,,,german,0.0,,False
825,6,3.395310487224893,1.0,0.0,0.995,False,0.0,2,,,,german,0.0,,False
674,6,6.6543874106699015,1.0,0.0,0.98,False,1.0,2,,,,german,0.0,,False
111,6,5.349576139563132,1.0,0.0,0.9825,False,0.0,2,,,,german,0.0,,False
841,6,4.303493702379203,1.0,0.0,0.9925,False,0.0,2,,,,german,0.0,,False
294,6,5.24898153355227,1.0,0.0,0.9725,False,0.0,1,,,,german,0.0,,False
362,6,5.6070304170712735,0.99,0.0,0.9875,False,0.0,2,,,,german,0.0,,False
239,6,5.620944909873251,0.935,0.0,0.975,True,0.0,2,0.38461538461538464,0.0,,german,0.0,,False
636,6,4.413212025873191,0.9925,0.0,0.985,False,1.0,2,,,,german,0.0,,False
391,6,5.432343934797446,0.9575,0.0,0.985,True,1.0,2,,,,german,0.0,,False
731,6,4.779086500020944,1.0,0.0,0.9825,False,0.0,2,,,,german,0.0,,False
668,6,6.036735050862479,0.38,0.0,0.975,True,0.0,2,0.44545840407470294,0.2232048541311935,1.995737977153826,german,0.0,,False
577,6,3.2433560391510925,1.0,0.0,1.0,False,0.0,2,,,,german,0.0,,False
431,6,6.6000119472043,0.0975,0.0,0.9725,True,0.0,2,0.03736060799772711,0.0,,german,0.0,,False
815,6,5.744389332463827,1.0,0.0,0.9925,False,1.0,2,,,,german,0.0,,False
319,6,5.259686627716317,0.6975,0.0,0.9875,True,1.0,2,0.2122396990432181,0.24138035468136848,0.8792749489633603,german,0.0,,False
327,6,5.05853262699352,1.0,0.0,0.9875,False,1.0,2,,,,german,0.0,,False
560,6,4.544001302768654,1.0,0.0,0.9825,False,0.0,1,,,,german,0.0,,False
522,6,4.62357816625072,1.0,0.0,0.9975,False,0.0,1,,,,german,0.0,,False
741,6,5.5390608418239875,0.4925,0.0,0.9925,True,1.0,2,0.6944312470305819,0.21159497888215806,3.2818890632434434,german,0.0,,False
543,6,5.270177372178132,0.5625,0.0,0.99,True,0.0,2,0.653968253968254,0.2170932498544583,3.0123840994903412,german,0.0,,False
160,6,4.282401528115169,1.0,0.0,0.9975,False,0.0,1,,,,german,0.0,,False
73,6,5.472127503472396,1.0,0.0,0.9775,False,1.0,2,,,,german,0.0,,False
1982,6,7.76935899348053,0.0,0.0,0.985,False,0.0,1,,,,cc,0.0,,False
249,6,6.242018576601524,0.0,0.0,0.98,False,0.0,2,,,,cc,0.0,,False
67,6,6.585496631238998,0.0,0.0,0.995,False,0.0,1,,,,cc,0.0,,False
1466,6,11.331425093499169,0.0,0.0,0.85,False,1.0,2,,,,cc,0.0,,False
361,6,5.45804555712908,0.0,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
1206,6,5.839093419964965,0.0,0.0,0.99,False,1.0,2,,,,cc,0.0,,False
1066,6,5.551408839960763,0.0,0.0,0.985,False,1.0,2,,,,cc,0.0,,False
139,6,6.716523259450238,0.0,0.0,0.9875,False,1.0,2,,,,cc,0.0,,False
664,6,4.564158258711925,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
955,6,5.661174112194354,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
36,6,5.657841142643983,0.0,0.0,0.9925,False,1.0,2,,,,cc,0.0,,False
1590,6,5.588802775782533,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
1666,6,8.197598210801939,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
1816,6,4.688754397403015,0.0,0.0,0.995,False,1.0,2,,,,cc,0.0,,False
1778,6,5.187171329133426,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1183,6,7.473627290234282,0.0,0.0,0.9825,False,0.0,2,,,,cc,0.0,,False
1652,6,5.422052704719756,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1874,6,5.10436452439294,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1908,6,6.84543769901151,0.0,0.0,0.965,False,0.0,2,,,,cc,0.0,,False
47,6,5.597995046395495,0.0,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
1165,6,6.484589774662558,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
1161,6,4.937094073708371,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1815,6,7.200410717615849,0.0,0.0,0.99,False,0.0,1,,,,cc,0.0,,False
1668,6,7.610906105443238,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1523,6,8.59326350629022,0.0,0.0,0.945,False,0.0,2,,,,cc,0.0,,False
804,6,11.625089544932708,0.0,0.0,0.9125,False,1.0,2,,,,cc,0.0,,False
1642,6,8.534247570570617,0.0,0.0,0.9725,False,0.0,2,,,,cc,0.0,,False
1009,6,10.035951320307397,0.0,0.0,0.945,False,1.0,2,,,,cc,0.0,,False
1636,6,4.587179746740784,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
1921,6,5.354789410856702,0.0,0.0,0.9975,False,1.0,2,,,,cc,0.0,,False
1651,6,11.155187550584463,0.0,0.0,0.96,False,0.0,2,,,,cc,0.0,,False
1749,6,7.424786503477776,0.0,0.0,0.97,False,1.0,2,,,,cc,0.0,,False
653,6,5.984954933118965,0.0,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
1607,6,5.223590081258484,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
726,6,5.779825796182422,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
484,6,6.157635008945987,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1309,6,10.962431012833775,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
1014,6,5.610562615411706,0.0,0.0,0.99,False,1.0,2,,,,cc,0.0,,False
1120,6,10.892591989602003,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
199,6,5.185983883694323,0.0,0.0,0.9925,False,1.0,2,,,,cc,0.0,,False
947,6,10.756443546821892,0.0,0.0,0.975,False,0.0,2,,,,cc,0.0,,False
1574,6,4.890761779066752,0.0,0.0,0.995,False,1.0,2,,,,cc,0.0,,False
1101,6,5.010344390161987,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1627,6,5.663180138315511,0.0,0.0,0.9875,False,0.0,1,,,,cc,0.0,,False
368,6,5.622604437068647,0.0,0.0,0.9925,False,0.0,1,,,,cc,0.0,,False
1775,6,5.511597490178451,0.0,0.0,0.98,False,0.0,2,,,,cc,0.0,,False
1656,6,5.821733939162803,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
1128,6,6.3107203726886505,0.0,0.0,0.98,False,0.0,2,,,,cc,0.0,,False
980,6,6.6347126783492385,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1368,6,6.992936985883011,0.0,0.0,0.985,False,0.0,2,,,,cc,0.0,,False
974,6,5.747303154150108,0.0,0.0,0.985,False,0.0,2,,,,cc,0.0,,False
1277,6,6.1253083834478055,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
812,6,13.646012793219331,0.0,0.0,0.99,False,1.0,2,,,,cc,0.0,,False
1739,6,5.340773293508553,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
397,6,9.288493170932028,0.0,0.0,0.9375,False,0.0,2,,,,cc,0.0,,False
1353,6,5.277160899484658,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
1426,6,6.124832318123213,0.005,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
200,6,8.708747041811732,0.0,0.0,1.0,False,0.0,1,,,,cc,0.0,,False
1935,6,6.476297441198897,0.0,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
569,6,5.432644252222598,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
1362,6,5.289892181193878,0.0,0.0,0.985,False,0.0,2,,,,cc,0.0,,False
1121,6,7.741761230677469,0.0,0.0,0.955,False,0.0,2,,,,cc,0.0,,False
1746,6,4.53364239622158,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
1235,6,4.57433040566845,0.0,0.0,0.9975,False,0.0,2,,,,cc,0.0,,False
1360,6,5.5680895091591225,0.0,0.0,1.0,False,1.0,2,,,,cc,0.0,,False
1862,6,7.327959399845317,0.0,0.0,0.965,False,0.0,2,,,,cc,0.0,,False
911,6,6.446263366275109,0.0025,0.0,0.975,False,1.0,2,,,,cc,0.0,,False
830,6,5.45267127441377,0.0,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
491,6,6.264445205105405,0.0,0.0,0.985,False,0.0,2,,,,cc,0.0,,False
1882,6,5.492823774655183,0.0,0.0,0.9775,False,1.0,2,,,,cc,0.0,,False
1490,6,5.451863077768331,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
35,6,7.081127870063733,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
274,6,5.543004648571596,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1087,6,7.378245257357705,0.0,0.0,0.995,False,0.0,1,,,,cc,0.0,,False
603,6,5.668013496580559,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
1831,6,9.202048784758013,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1757,6,5.939271884634547,0.0,0.0,0.99,False,1.0,2,,,,cc,0.0,,False
1805,6,6.900351308972683,0.0,0.0,0.98,False,0.0,2,,,,cc,0.0,,False
668,6,6.9369215520065115,0.0,0.0,1.0,False,1.0,2,,,,cc,0.0,,False
710,6,13.297417527521045,0.0,0.0,0.965,False,1.0,2,,,,cc,0.0,,False
1975,6,6.416782276316531,0.0,0.0,0.9825,False,1.0,2,,,,cc,0.0,,False
938,6,5.421953873948797,0.0,0.0,0.9675,False,0.0,2,,,,cc,0.0,,False
1094,6,10.379274374867407,0.0,0.0,0.9875,False,0.0,1,,,,cc,0.0,,False
310,6,5.968942523755906,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
1019,6,5.5593303887670285,0.0,0.0,0.995,False,1.0,2,,,,cc,0.0,,False
814,6,6.294509557702606,0.0,0.0,0.9925,False,0.0,2,,,,cc,0.0,,False
1304,6,6.400435146142852,0.0,0.0,0.9975,False,1.0,2,,,,cc,0.0,,False
1793,6,9.083845538739595,0.0,0.0,0.96,False,0.0,2,,,,cc,0.0,,False
824,6,8.290221797896013,0.0975,0.0,0.9375,True,0.0,2,0.0221606648199446,0.0,,cc,0.0,,False
735,6,6.9816238169495355,0.0,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
1492,6,5.951634476025616,0.0,0.0,0.9775,False,1.0,2,,,,cc,0.0,,False
1610,6,5.084067784755787,0.0,0.0,0.99,False,1.0,2,,,,cc,0.0,,False
763,6,5.5407104671530885,0.0,0.0,0.9875,False,0.0,2,,,,cc,0.0,,False
115,6,5.134838457984824,0.0075,0.0,0.995,False,1.0,2,,,,cc,0.0,,False
1067,6,6.9880166485053685,0.0,0.0,0.9925,False,1.0,2,,,,cc,0.0,,False
1503,6,6.035231539428026,0.0,0.0,0.9825,False,1.0,2,,,,cc,0.0,,False
563,6,5.3607691499110555,0.0,0.0,0.9825,False,0.0,2,,,,cc,0.0,,False
1214,6,5.161041342562891,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
534,6,4.689132179642124,0.0,0.0,1.0,False,0.0,2,,,,cc,0.0,,False
1889,6,6.620343678493466,0.0,0.0,0.97,False,1.0,2,,,,cc,0.0,,False
1966,6,5.000753376002164,0.0,0.0,0.99,False,0.0,2,,,,cc,0.0,,False
1596,6,5.198840988163202,0.0,0.0,0.995,False,0.0,2,,,,cc,0.0,,False
700,6,6.213363239811408,0.0,0.0,0.98,False,1.0,2,,,,cc,0.0,,False
1154,6,5.889444619669782,0.0,0.0,0.9725,False,0.0,2,,,,cc,0.0,,False
500,6,8.833035408732568,0.0,0.0,0.995,False,1.0,2,,,,cc,0.0,,False
1821,6,6.632965345934475,0.0,0.0,0.9925,False,1.0,2,,,,cc,0.0,,False
1182,6,5.4563607642676235,0.0,0.0,0.9825,False,0.0,2,,,,cc,0.0,,False
927,6,6.268757785950099,0.0,0.0,0.9775,False,0.0,2,,,,cc,0.0,,False
