n_scales,p_min,flag,delta_med,delta_cv,pi_hat,z_hat,delta_at_pmin,pi_true_max,detectable,abstain,model,tau_obs,anchor,dist
3,0.9206,False,0.0041815758629148,1.1160985753261097,0.5280952919257724,0,0.0041815758629148,0.25,True,False,honest,0.005,0.6225104602510461,0.122510460251046
3,0.945,False,0.0053685129263952,1.1276973249910058,0.5065084166311267,0,0.0009996049302469,0.251,True,False,honest,0.005,0.6265271966527197,0.1265271966527197
3,0.245,False,0.0053871653700945,0.982869137735875,0.4700738875513636,1,0.0053871653700945,0.246,True,False,honest,0.005,0.6305439330543934,0.1305439330543933
3,0.6934,False,0.0093718439379219,0.0617368313524385,0.1860987677096228,1,0.0084834311472067,0.248,True,False,honest,0.005,0.634560669456067,0.134560669456067
3,0.6366,False,0.0055717801641275,0.8349551165523114,0.5026319428855492,1,0.0055016515005226,0.2309999999999999,True,False,honest,0.005,0.6385774058577407,0.1385774058577407
3,0.7348,False,0.006139154235897,0.9394375602666416,0.4899036810596644,1,0.0278212300268721,0.2329999999999999,True,False,honest,0.005,0.6425941422594142,0.1425941422594142
3,0.5024,False,0.0054466360590043,1.07236327751677,0.3974023569392957,1,0.0054466360590043,0.2289999999999999,True,False,honest,0.005,0.6466108786610879,0.1466108786610879
3,0.9796,False,0.0094014877661467,0.7125572983586911,0.4897457745408949,0,3.653245406506911e-06,0.2039999999999999,True,False,honest,0.005,0.6506276150627616,0.1506276150627615
3,0.96,False,0.0063658745860801,0.3331673479616451,0.4774479286003107,0,0.0058171647293659,0.2059999999999999,True,False,honest,0.005,0.6546443514644352,0.1546443514644352
3,0.8958,False,0.0095921127658543,0.7537485627762788,0.498127445851893,0,0.0095921127658543,0.2299999999999999,True,False,honest,0.005,0.6586610878661089,0.1586610878661088
3,0.7824,False,0.0024271606970607,1.1994326060207454,0.5123049575044452,0,2.9893279769918624e-05,0.2049999999999999,True,False,honest,0.005,0.6626778242677824,0.1626778242677824
3,0.3238,False,0.0058187974181049,0.3394738280464845,0.500581546875168,1,0.0046983153957227,0.178,True,False,honest,0.005,0.6666945606694561,0.1666945606694561
3,0.6674,False,0.0105530996764451,0.635916630148654,0.5051122845641401,0,0.0241093040305684,0.183,True,False,honest,0.005,0.6707112970711298,0.1707112970711297
3,0.8102,False,0.0039312294731426,0.475088630018017,0.6241186799138414,0,0.0071555657063143,0.1979999999999999,True,False,honest,0.005,0.6747280334728034,0.1747280334728034
3,0.9636,False,0.0118943985731232,0.6574345173476385,0.499679729357059,1,0.0329634386781578,0.1909999999999999,True,False,honest,0.005,0.6787447698744771,0.178744769874477
3,0.9732,False,0.0104147743495741,0.2882339546334881,0.511038875670567,0,0.0117478389512443,0.186,True,False,honest,0.005,0.6827615062761507,0.1827615062761507
3,0.991,False,0.0110814178141184,0.7256360696587327,0.5056967344092541,1,0.0304789701953101,0.185,True,False,honest,0.005,0.6867782426778243,0.1867782426778242
3,0.7882,False,0.0064207325741815,0.2518612610112109,0.5598763402540444,0,0.0052668429301841,0.178,True,False,honest,0.005,0.6907949790794979,0.1907949790794979
3,0.6688,False,0.0031806429518602,0.5473330027509138,0.5534440651885503,0,0.0013594312988248,0.161,True,False,honest,0.005,0.6948117154811716,0.1948117154811716
3,0.8446,False,0.0123965043974435,0.4797249293706191,0.2639454292576296,1,0.0062559623727291,0.162,True,False,honest,0.005,0.6988284518828453,0.1988284518828452
3,0.966,False,0.0066961710145846,0.2431406177121514,0.5096861749003658,0,0.0078841756480217,0.147,True,False,honest,0.005,0.7028451882845189,0.2028451882845189
3,0.5872,False,0.0133483251908485,0.6786745318673881,0.5059561640029876,0,0.0313078070701187,0.16,True,False,honest,0.005,0.7068619246861926,0.2068619246861925
3,0.9994,False,0.0103707406989016,0.4863204218026298,0.4572902691744863,1,0.0103707406989016,0.148,True,False,honest,0.005,0.7108786610878661,0.2108786610878661
3,0.991,False,0.0073265310791663,0.6863967859194376,0.5019374987820283,1,0.0254024246343765,0.132,True,False,honest,0.005,0.7148953974895398,0.2148953974895397
3,0.7824,False,0.0114402156329368,0.4632541504081772,0.4974086013400768,0,0.0222174883057481,0.129,True,False,honest,0.005,0.7189121338912134,0.2189121338912134
3,0.865,False,0.0079553579492106,0.5208579616691371,0.4768022814545973,0,0.0027717276892686,0.142,True,False,honest,0.005,0.7229288702928871,0.2229288702928871
3,0.7934,False,0.0046281097219078,0.9518700228980332,0.4936838323930156,1,0.0046281097219078,0.12,True,False,honest,0.005,0.7269456066945608,0.2269456066945607
3,0.9324,False,0.0069725828185965,0.6325137139079141,0.4808344018795287,0,0.009048835685613,0.134,True,False,honest,0.005,0.7309623430962344,0.2309623430962344
3,0.9718,False,0.005042827135422,0.9548639691672522,0.5722308325996212,0,0.0246952976068692,0.1159999999999999,True,False,honest,0.005,0.734979079497908,0.2349790794979079
3,0.9986,False,0.0029131492779571,0.8038506137173284,0.5165827132252357,0,0.0003308005268052,0.141,True,False,honest,0.005,0.7389958158995816,0.2389958158995816
3,0.8492,False,0.0100135570685186,0.7175637038008431,0.5065201021003001,0,0.0100135570685186,0.123,True,False,honest,0.005,0.7430125523012553,0.2430125523012553
3,0.778,False,0.006577614175672,0.7818517927546353,0.7793735625014467,0,0.0291649420990207,0.119,True,False,honest,0.005,0.747029288702929,0.2470292887029289
3,0.8436,False,0.0096329706842459,0.4739144386907329,0.5295643209994662,0,0.0056450034241212,0.0929999999999999,True,False,honest,0.005,0.7510460251046026,0.2510460251046026
3,0.982,False,0.0072419192861707,0.5802015677674014,0.5920282347462542,1,0.0072419192861707,0.0859999999999999,True,False,honest,0.005,0.7550627615062763,0.2550627615062762
3,0.8722,False,0.0140487939642503,0.6379529268460155,0.5009238040185666,1,0.0324491554261054,0.0999999999999999,True,False,honest,0.005,0.7590794979079498,0.2590794979079498
3,0.619,False,0.0041639484376592,0.8791515332555179,0.5149595036853946,0,0.0041639484376592,0.0869999999999999,True,False,honest,0.005,0.7630962343096235,0.2630962343096235
3,0.992,False,0.0068064367713835,0.116678951132052,0.4915928816719103,0,0.0068064367713835,0.0869999999999999,True,False,honest,0.005,0.7671129707112971,0.2671129707112971
3,0.8992,False,0.0072065563735177,0.8807574515826272,0.4860871121239069,1,0.0072065563735177,0.0869999999999999,True,False,honest,0.005,0.7711297071129708,0.2711297071129708
3,0.7206,False,0.0034204732567873,1.1953477893907023,0.4544218675110492,1,0.0010611353673978,0.0839999999999999,True,False,honest,0.005,0.7751464435146445,0.2751464435146444
3,0.3088,False,0.007911589015795,0.7687638800479524,0.568349986646155,0,0.0235602625502646,0.0769999999999999,True,False,honest,0.005,0.7791631799163181,0.2791631799163181
3,0.9468,False,0.0064125331782551,0.5239891868349884,0.4202243358326807,0,0.0165594417471932,0.0779999999999999,True,False,honest,0.005,0.7831799163179917,0.2831799163179916
3,0.9944,False,0.0132916503675157,0.8307453593931832,0.5010582579778821,0,0.0358177348912139,0.0729999999999999,True,False,honest,0.005,0.7871966527196653,0.2871966527196653
3,0.9226,False,0.0129337608957396,0.6068203043435848,0.2773407586155284,1,0.0056407306590315,0.0649999999999999,True,False,honest,0.005,0.791213389121339,0.291213389121339
3,0.775,False,0.0040938581784547,0.9936762783564244,0.369081643032805,1,0.0040938581784547,0.0699999999999999,True,False,honest,0.005,0.7952301255230126,0.2952301255230126
3,0.934,False,0.0062251827516061,0.8591290894225816,0.5039530108836617,0,0.0062251827516061,0.0649999999999999,True,False,honest,0.005,0.7992468619246863,0.2992468619246863
3,0.996,False,0.0054972394289056,0.2836391387576609,0.7025345323307469,0,0.0086048484690134,0.0759999999999999,True,False,honest,0.005,0.8032635983263599,0.3032635983263598
3,0.1966,False,0.0103959405338749,0.719298818722681,0.504444905279418,0,0.0103959405338749,0.0699999999999999,True,False,honest,0.005,0.8072803347280335,0.3072803347280335
3,0.5606,False,0.0113450619509447,0.6923024412841168,0.501001028881576,0,0.0113450619509447,0.054,True,False,honest,0.005,0.8112970711297072,0.3112970711297071
3,0.7668,False,0.00556354945125,0.4491413775517471,0.5065639935169985,0,0.0112951247080463,0.046,False,False,honest,0.005,0.8153138075313808,0.3153138075313808
3,0.9922,False,0.0066074266943125,0.7646677240251676,0.5123887853448342,0,0.0061204805399087,0.053,True,False,honest,0.005,0.8193305439330545,0.3193305439330545
3,0.968,False,0.0071914302438394,0.65869555344121,0.4544893939826441,1,0.0253975194955848,0.051,True,False,honest,0.005,0.8233472803347281,0.3233472803347281
3,0.9802,False,0.0074758499174549,0.26210687668655,0.4342870880294493,1,0.0050010136666215,0.056,True,False,honest,0.005,0.8273640167364017,0.3273640167364017
3,0.9902,False,0.0104099228403641,0.6379520216312826,0.3818170349153331,1,0.0104099228403641,0.045,False,False,honest,0.005,0.8313807531380754,0.3313807531380753
3,0.8894,False,0.0105499559923213,0.2871137469428679,0.4249787001006997,1,0.0068649155509959,0.032,False,False,honest,0.005,0.835397489539749,0.335397489539749
3,0.9248,False,0.0038650960108691,1.07330578986353,0.5033656472347441,1,0.0038650960108691,0.048,False,False,honest,0.005,0.8394142259414227,0.3394142259414227
3,0.7638,False,0.0104678809136479,0.5494581395245232,0.4111292037366303,1,0.0140260124629439,0.036,False,False,honest,0.005,0.8434309623430963,0.3434309623430963
3,0.9496,False,0.008056994814161,0.6299785674042959,0.4714982354031047,1,0.008056994814161,0.046,False,False,honest,0.005,0.84744769874477,0.34744769874477
3,0.9892,False,0.0032378178503886,0.9692435145687458,0.4957206633759314,1,0.0032378178503886,0.048,False,False,honest,0.005,0.8514644351464435,0.3514644351464435
3,0.9702,False,0.0025045311656215,0.8824328358581318,0.4901245009982492,1,0.011038866056323,0.03,False,False,honest,0.005,0.8554811715481172,0.3554811715481172
3,0.9956,False,0.0118748308511171,0.7587748259606579,0.4981523459308353,1,0.0118748308511171,0.034,False,False,honest,0.005,0.8594979079497909,0.3594979079497908
3,0.7758,False,0.009155235394645,0.706566031905953,0.4984194596552381,1,0.030237372963426,0.039,False,False,honest,0.005,0.8635146443514645,0.3635146443514645
3,0.7984,False,0.0071557110671615,0.7933015354594473,0.4945294637848715,0,0.027664534277688,0.031,False,False,honest,0.005,0.8675313807531382,0.3675313807531382
3,0.9614,False,0.0132884330397294,0.6230732595961354,0.3166867398353816,1,0.0132884330397294,0.034,False,False,honest,0.005,0.8715481171548118,0.3715481171548118
3,0.9298,False,0.0123067504114058,0.5594873527476569,0.4952936128130184,0,0.0270661808114107,0.026,False,False,honest,0.005,0.8755648535564854,0.3755648535564854
3,0.9694,False,0.0117125371923107,0.7633947988177526,0.5041083090101001,0,0.0389496163456236,0.024,False,False,honest,0.005,0.879581589958159,0.379581589958159
3,0.9986,False,0.0016370487665476,1.120507603164554,0.4657397249882541,1,0.0005726657430902,0.024,False,False,honest,0.005,0.8835983263598327,0.3835983263598327
3,0.565,False,0.0031977220642453,1.0471972931063598,0.5183290488384723,1,0.0031977220642453,0.027,False,False,honest,0.005,0.8876150627615064,0.3876150627615063
3,0.9946,False,0.0115563929909234,0.9461913627935736,0.3980262560523137,1,0.0006150497134246,0.03,False,False,honest,0.005,0.89163179916318,0.39163179916318
3,0.972,False,0.0120563743577078,0.7895298536843701,0.4726724359864664,0,0.0395324139790742,0.023,False,False,honest,0.005,0.8956485355648537,0.3956485355648537
3,0.9298,False,0.0048635689924432,0.2161624146861492,0.5065099911752138,0,0.0035595692443812,0.02,False,False,honest,0.005,0.8996652719665272,0.3996652719665272
3,0.9214,False,0.0039985948791981,0.765656647760697,0.4949007987400011,0,0.0007225464904025,0.02,False,False,honest,0.005,0.9036820083682008,0.4036820083682009
3,0.9902,False,0.0132459678629281,0.5621276611839555,0.3903354819472793,1,0.0132459678629281,0.022,False,False,honest,0.005,0.9076987447698746,0.4076987447698745
3,0.9816,False,0.0065049205565831,0.5188015583633411,0.4980135860332123,0,0.0099018249936015,0.017,False,False,honest,0.005,0.9117154811715482,0.4117154811715482
3,0.9274,False,0.006387286660128,0.8103314244439345,0.5080605903609176,0,0.006387286660128,0.019,False,False,honest,0.005,0.915732217573222,0.4157322175732219
3,0.8934,False,0.0121377221054764,0.5769282765203161,0.5010607271782432,0,0.0247975599015373,0.015,False,False,honest,0.005,0.9197489539748956,0.4197489539748955
3,0.9002,False,0.0086423197952716,0.3655097272828011,0.4780802170349371,1,0.0105821546420522,0.012,False,False,honest,0.005,0.9237656903765692,0.4237656903765691
3,0.987,False,0.0077909211796753,0.1883631044851138,0.4899619748722864,1,0.0077909211796753,0.021,False,False,honest,0.005,0.9277824267782429,0.4277824267782427
3,0.7814,False,0.0008463437588362,1.2064366252434235,0.4401711185596686,1,0.0005290276075712,0.021,False,False,honest,0.005,0.9317991631799164,0.4317991631799164
3,0.9968,False,0.00821009960812,0.234756852978289,0.6262242140551157,0,0.0105943326221689,0.012,False,False,honest,0.005,0.93581589958159,0.43581589958159
3,0.9098,False,0.0022278344111107,1.2342373885251976,0.502427476183803,0,0.0022278344111107,0.01,False,False,honest,0.005,0.9398326359832636,0.4398326359832637
3,0.9576,False,0.0045415949575321,0.4180367973219648,0.4200384936336404,1,0.0045415949575321,0.016,False,False,honest,0.005,0.9438493723849372,0.4438493723849372
3,0.9688,False,0.0085134476425162,0.9802978692593384,0.4840354037626517,1,0.0308952615946707,0.011,False,False,honest,0.005,0.9478661087866108,0.4478661087866109
3,0.7852,False,0.0076687813988897,0.6822734379732808,0.501801640911105,1,0.0076687813988897,0.023,False,False,honest,0.005,0.9518828451882846,0.4518828451882846
3,0.345,False,0.0111111977824424,0.6043148099394946,0.6221510400953346,0,0.0281216073616738,0.012,False,False,honest,0.005,0.9558995815899582,0.4558995815899582
3,0.5838,False,0.0131925961459426,0.6863625191382186,0.2977379803801377,1,0.0355750952458883,0.008,False,False,honest,0.005,0.959916317991632,0.4599163179916319
3,0.961,False,0.0085337085439606,0.7491069392305156,0.4982753518921442,1,0.0058640639580131,0.011,False,False,honest,0.005,0.9639330543933056,0.4639330543933055
3,0.935,False,0.0021461247162411,1.2780817457724571,0.5932516145404302,0,0.0021461247162411,0.014,False,False,honest,0.005,0.9679497907949792,0.4679497907949791
3,0.8912,False,0.0065992258369946,0.8398299023983985,0.4875543232447244,0,0.0059426832043792,0.014,False,False,honest,0.005,0.9719665271966528,0.4719665271966528
3,0.7652,False,0.0053122088537144,1.051820281379405,0.251983616535425,1,0.0011054510414006,0.008,False,False,honest,0.005,0.9759832635983264,0.4759832635983264
3,0.8956,False,0.0095398551948733,0.7964544632288536,0.495980966378364,1,0.0047850287162166,0.014,False,False,honest,0.005,0.98,0.48
3,0.9974,False,0.0080552455864227,0.3461437850471424,0.5097431936428922,0,,0.008,False,False,gated,0.01,0.02,0.48
3,0.758,False,0.0074440085265344,0.0889059508027137,0.1842755912980311,1,0.0067821918706104,0.008,False,False,gated,0.01,0.0240167364016736,0.4759832635983264
2,0.988,False,0.0075413621110259,,0.2804575425847364,1,0.0075413621110259,0.008,False,False,gated,0.01,0.0280334728033472,0.4719665271966527
3,0.63,False,0.0082355564321471,0.4379057272511875,0.4467127542012613,0,0.0046291591029716,0.014,False,False,gated,0.01,0.0320502092050209,0.467949790794979
3,0.7878,False,0.0138752413144621,0.0425133917032373,0.3797813893664637,0,0.0144651248834833,0.013,False,False,gated,0.01,0.0360669456066945,0.4639330543933054
2,0.8886,False,0.0120042626074618,,0.4888392133800926,0,0.0120042626074618,0.014,False,False,gated,0.01,0.0400836820083682,0.4599163179916318
2,0.8264,False,0.0145406565265787,,0.6643184033590025,0,,0.011,False,False,gated,0.01,0.0441004184100418,0.4558995815899581
2,0.9968,False,0.0102626473647077,,0.4948059167922489,1,0.0102626473647077,0.013,False,False,gated,0.01,0.0481171548117154,0.4518828451882845
3,0.9452,False,0.0109841503179467,0.1556934987240328,0.4774690317556378,1,,0.015,False,False,gated,0.01,0.0521338912133891,0.4478661087866109
3,0.8598,False,0.0073928222412113,0.6080387034296784,0.4269051836750018,1,0.0118879442920515,0.011,False,False,gated,0.01,0.0561506276150627,0.4438493723849372
2,0.9284,False,0.0173631064865463,,0.4510827266581578,1,,0.017,False,False,gated,0.01,0.0601673640167364,0.4398326359832636
3,0.9892,False,0.0144362688455053,0.0847363029373773,0.53858079922535,1,,0.014,False,False,gated,0.01,0.06418410041841,0.4358158995815899
2,0.9802,False,0.0071926552944079,,0.3366748253183823,1,0.0071926552944079,0.012,False,False,gated,0.01,0.0682008368200836,0.4317991631799163
2,0.901,False,0.0153204903675345,,0.1319302648285835,1,0.0153204903675345,0.015,False,False,gated,0.01,0.0722175732217573,0.4277824267782427
3,0.9964,False,0.0042147919486318,0.7327030610285318,0.5508959530922034,0,0.0011266009855381,0.016,False,False,gated,0.01,0.0762343096234309,0.423765690376569
3,0.901,False,0.0087570111182302,0.4505741345330603,0.2979225560832012,0,,0.023,False,False,gated,0.01,0.0802510460251046,0.4197489539748954
3,0.7472,False,0.0076293849122074,0.1575714043517318,0.590746199262693,0,,0.029,False,False,gated,0.01,0.0842677824267782,0.4157322175732217
3,0.6426,False,0.0137740440366611,1.275106549867136,0.2951565141509044,1,0.2207801604099352,0.03,False,False,gated,0.01,0.0882845188284519,0.4117154811715481
3,0.5342,False,0.0105340860143151,0.0479826816564905,0.4861405431857687,1,0.01103953971013,0.018,False,False,gated,0.01,0.0923012552301255,0.4076987447698744
3,0.8264,False,0.0032526059887956,0.9562491419206548,0.4160365590193513,1,0.0001423043020475,0.03,False,False,gated,0.01,0.0963179916317991,0.4036820083682008
3,0.9506,False,0.0150925154203604,1.2695356785317922,0.688259471625161,0,0.0150925154203604,0.02,False,False,gated,0.01,0.1003347280334728,0.3996652719665272
2,0.857,False,0.1240364159035326,0.8841196216219132,0.2611712987293997,0,0.2336994450003863,0.014,False,False,gated,0.01,0.1043514644351464,0.3956485355648536
3,0.6566,False,0.0130513982768158,1.236934211693725,0.4955348542419772,0,0.2286094471259948,0.031,False,False,gated,0.01,0.1083682008368201,0.3916317991631799
3,0.8826,False,0.0065997443999555,1.337940205250848,0.288888382351272,1,0.2305171867348941,0.025,False,False,gated,0.01,0.1123849372384937,0.3876150627615062
3,0.937,False,0.0096462839583945,1.326873598805055,0.3789214806430128,1,0.2307076619640641,0.024,False,False,gated,0.01,0.1164016736401673,0.3835983263598326
3,0.3742,False,0.0144603662417147,1.2348561346428577,0.4561669340331997,0,0.2325046723286542,0.038,False,False,gated,0.01,0.120418410041841,0.379581589958159
3,0.55,False,0.0132641668441384,1.2958128113295648,0.6980719505693035,0,0.2307311081238614,0.032,False,False,gated,0.01,0.1244351464435146,0.3755648535564853
3,0.2522,False,0.0055788175972321,1.3340373049016718,0.5152601745684707,0,0.2261347009619036,0.038,False,False,gated,0.01,0.1284518828451883,0.3715481171548117
3,0.9232,False,0.009678798759048,1.313607414699119,0.5630329575392227,0,0.2378390665941895,0.024,False,False,gated,0.01,0.1324686192468619,0.367531380753138
3,0.0248,False,0.0048451653361841,1.3643255434623167,0.3648244457277802,0,0.2330908165071662,0.055,True,False,gated,0.01,0.1364853556485355,0.3635146443514644
3,0.5168,False,0.0171705150499709,1.2354874450982112,0.1992844193352777,1,0.0171705150499709,0.026,False,False,gated,0.01,0.1405020920502092,0.3594979079497907
3,0.4064,False,0.0082517512964598,1.2855109607130908,0.6009076720315508,0,0.2325457733402615,0.039,False,False,gated,0.01,0.1445188284518828,0.3554811715481171
3,0.5314,False,0.0137919551949603,1.2131672587920312,0.4799583457045869,1,0.2349076495510543,0.034,False,False,gated,0.01,0.1485355648535564,0.3514644351464435
3,0.2474,False,0.0123188975082404,1.291883138437388,0.3647596809058676,1,0.2408203984827657,0.045,False,False,gated,0.01,0.1525523012552301,0.3474476987447699
3,0.18,False,0.0143692085773994,1.1954294137321335,0.2336491103438921,1,0.2336340293058711,0.046,False,False,gated,0.01,0.1565690376569037,0.3434309623430962
3,0.2732,False,0.0024424683932565,1.3912024676621786,0.4917373973520931,0,0.2318417240508652,0.038,False,False,gated,0.01,0.1605857740585774,0.3394142259414225
3,0.09,False,0.0090111712159446,1.321632786915487,0.4806512716266015,0,0.2393342499831906,0.045,False,False,gated,0.01,0.164602510460251,0.3353974895397489
3,0.031,False,0.0091020338461257,1.2820137601714483,0.5197163348911954,0,0.229727193453335,0.055,True,False,gated,0.01,0.1686192468619247,0.3313807531380753
3,0.0076,True,0.0146830096185411,1.2045857126159552,0.4300564847196104,1,0.2339796324021476,0.058,True,False,gated,0.01,0.1726359832635983,0.3273640167364017
2,0.0186,True,0.1250698516686782,0.8944876541307554,0.3567266126759118,0,0.2369432898911702,0.054,True,False,gated,0.01,0.1766527196652719,0.323347280334728
3,0.0054,True,0.0084122805876086,1.292084180707045,0.5562533041460465,1,0.2352989602762434,0.063,True,False,gated,0.01,0.1806694560669456,0.3193305439330544
2,0.0064,True,0.1258877606262581,0.8908233534756985,0.1899745002797795,1,0.2380315177097783,0.063,True,False,gated,0.01,0.1846861924686192,0.3153138075313807
3,0.0128,True,0.0104670250852974,1.3232697418232426,0.4735180491147609,1,0.2337521103743153,0.061,True,False,gated,0.01,0.1887029288702928,0.3112970711297071
3,0.0014,True,0.0105079117650527,1.2720532614150095,0.477727434233453,1,0.2356897795765765,0.067,True,False,gated,0.01,0.1927196652719665,0.3072803347280335
2,0.001,True,0.12590072438538,0.8932749527014822,0.3579870002652578,0,0.2383646880067059,0.067,True,False,gated,0.01,0.1967364016736401,0.3032635983263598
3,0.0166,True,0.0132424622593281,1.222767614906374,0.4986841787848716,0,0.2362980570971984,0.055,True,False,gated,0.01,0.2007531380753138,0.2992468619246862
3,0.0004,True,0.0118197814109309,1.2617053225429922,0.5211907426202118,1,0.2404421194440434,0.075,True,False,gated,0.01,0.2047698744769874,0.2952301255230125
3,0.082,False,0.0044626136764696,1.360092917776463,0.2676311909326773,1,0.2382095732085014,0.047,False,False,gated,0.01,0.2087866108786611,0.2912133891213389
2,0.0006,True,0.1274814929539249,0.8717951369074374,0.2347930718813007,1,0.2386192385577283,0.072,True,False,gated,0.01,0.2128033472803347,0.2871966527196652
2,0.0002,True,0.1248911098772436,0.8959346537025851,0.1344655632861814,1,0.2367853831565392,0.086,True,False,gated,0.01,0.2168200836820083,0.2831799163179916
3,0.0002,True,0.0140792383872522,1.274366715645256,0.6366180919853409,0,0.2420372335128707,0.087,True,False,gated,0.01,0.220836820083682,0.279163179916318
3,0.0002,True,0.0134588470842601,1.2109476870925764,0.3248747093319048,1,0.2391523893520578,0.085,True,False,gated,0.01,0.2248535564853556,0.2751464435146443
3,0.0002,True,0.0131071980884779,1.2956308289199006,0.4849258803690166,0,0.2392460870078348,0.096,True,False,gated,0.01,0.2288702928870293,0.2711297071129707
2,0.0002,True,0.1264999608212003,0.9039013186164556,0.29726104799979,1,0.2408434422133172,0.098,True,False,gated,0.01,0.2328870292887029,0.267112970711297
2,0.0002,True,0.1236630311212083,0.9593027831512168,0.3642940276352709,0,0.2422933210496583,0.106,True,False,gated,0.01,0.2369037656903765,0.2630962343096234
2,0.0002,True,0.1284402010908364,0.8972749332460679,0.2620970274952498,1,0.2436863739516255,0.099,True,False,gated,0.01,0.2409205020920502,0.2590794979079498
3,0.0002,True,0.015888727729773,1.215244453637801,0.4646553391413507,0,0.2420400168373227,0.111,True,False,gated,0.01,0.2449372384937238,0.2550627615062761
2,0.0002,True,0.1242912657892291,0.9427147562792044,0.132779060421736,1,0.2414624761262987,0.105,True,False,gated,0.01,0.2489539748953975,0.2510460251046025
3,0.0002,True,0.0134841223929337,1.2195379939710462,0.4992476078963675,0,0.2432172943094803,0.106,True,False,gated,0.01,0.2529707112970711,0.2470292887029288
2,0.0002,True,0.1237661867401263,0.971927467876938,0.4002510972673203,0,0.2440579432282135,0.122,True,False,gated,0.01,0.2569874476987447,0.2430125523012552
3,0.0002,True,0.0059304974831145,1.3523283098119128,0.52337476983644,0,0.2466795458031187,0.104,True,False,gated,0.01,0.2610041841004184,0.2389958158995815
2,0.0002,True,0.1276697781183725,0.9036669248693256,0.3953000301377354,0,0.2430407339102549,0.131,True,False,gated,0.01,0.2650209205020921,0.2349790794979079
2,0.0002,True,0.1282553766511938,0.895932378079384,0.3079255650216273,0,0.243163521256661,0.117,True,False,gated,0.01,0.2690376569037657,0.2309623430962343
3,0.0002,True,0.1242817040781527,0.9611627569626964,0.3075676139515964,0,0.2437366494108932,0.125,True,False,gated,0.01,0.2730543933054393,0.2269456066945606
2,0.0002,True,0.1241041918123778,0.9794573334248065,0.2661538708508596,1,0.2456589525927497,0.137,True,False,gated,0.01,0.277071129707113,0.222928870292887
3,0.0002,True,0.0106505212539458,1.2870917798310746,0.4155668683485866,0,0.2450146328812036,0.139,True,False,gated,0.01,0.2810878661087866,0.2189121338912133
3,0.0002,True,0.0116208618147285,1.230468131595794,0.511686952656765,1,0.2443858941730536,0.139,True,False,gated,0.01,0.2851046025104602,0.2148953974895397
3,0.0002,True,0.1290259996684807,0.9103146791324228,0.3811195894616356,0,0.2464802611573442,0.152,True,False,gated,0.01,0.2891213389121339,0.210878661087866
3,0.0002,True,0.1239449653510423,0.98354593516175,0.3004321041311014,1,0.2458505322068075,0.149,True,False,gated,0.01,0.2931380753138076,0.2068619246861924
3,0.0002,True,0.0073947020379003,1.3505508924981486,0.4926191055427755,1,0.2461632151250633,0.151,True,False,gated,0.01,0.2971548117154812,0.2028451882845188
3,0.0002,True,0.0166963171235524,1.1901406937936905,0.3464093121041049,1,0.2448005980289394,0.173,True,False,gated,0.01,0.3011715481171548,0.1988284518828451
2,0.0002,True,0.2450604695068932,,0.1959999999999315,1,0.2450604695068932,0.185,True,False,gated,0.01,0.3051882845188285,0.1948117154811715
3,0.0002,True,0.0131328099955525,1.2301736030166963,0.5024420512882183,0,0.2473320654289186,0.139,True,False,gated,0.01,0.3092050209205021,0.1907949790794978
2,0.0002,True,0.1226826950315089,0.996222556711732,0.276833516118369,1,0.2449019631410807,0.153,True,False,gated,0.01,0.3132217573221758,0.1867782426778242
3,0.0002,True,0.12700121258681,0.945317601077312,0.3549328888563441,0,0.2470576942042282,0.191,True,False,gated,0.01,0.3172384937238494,0.1827615062761505
3,0.0002,True,0.1287913315189258,0.9272250641913388,0.3460528326748031,0,0.248209882154777,0.185,True,False,gated,0.01,0.321255230125523,0.1787447698744769
3,0.0002,True,0.1303965260826188,0.9178393808290212,0.3441575564415995,1,0.2500795928454629,0.196,True,False,gated,0.01,0.3252719665271967,0.1747280334728033
3,0.0002,True,0.1239472628120778,0.9915309951617708,0.3704036750221262,0,0.2468448156567065,0.168,True,False,gated,0.01,0.3292887029288703,0.1707112970711296
3,0.0002,True,0.1285297520635379,0.9303685456377544,0.3425842116243592,1,0.2481097905630033,0.213,True,False,gated,0.01,0.3333054393305439,0.166694560669456
3,0.0002,True,0.1274440045202574,0.96317606601183,0.351203764406337,0,0.250195019431836,0.214,True,False,gated,0.01,0.3373221757322176,0.1626778242677823
2,0.0002,True,0.2480249992283552,,0.2079999996822174,1,0.2480249992283552,0.197,True,False,gated,0.01,0.3413389121338912,0.1586610878661087
2,0.0002,True,0.2478322599845739,,0.2189999997470525,1,0.2478322599845739,0.229,True,False,gated,0.01,0.3453556485355649,0.1546443514644351
2,0.0002,True,0.2496974840902579,,0.2549999999999827,1,0.2496974840902579,0.225,True,False,gated,0.01,0.3493723849372385,0.1506276150627614
2,0.0002,True,0.2466050149880851,,0.2029999997612367,1,0.2466050149880851,0.222,True,False,gated,0.01,0.3533891213389121,0.1466108786610878
3,0.0002,True,0.1268329787204547,0.9649270141370648,0.2705585426906502,1,0.249217546172258,0.243,True,False,gated,0.01,0.3574058577405858,0.1425941422594142
3,0.0002,True,0.1285212349435686,0.941204519394342,0.3611229186397127,1,0.2494860021115386,0.236,True,False,gated,0.01,0.3614225941422594,0.1385774058577405
