n_scales,p_min,flag,delta_med,delta_cv,pi_hat,z_hat,delta_at_pmin,pi_true_max,detectable,abstain,model,tau_obs,anchor,dist
3,0.0002,True,0.0066278641301122,1.3061561336520326,0.5003761033926232,1,0.2439512535796172,0.105,True,False,gated,0.005,0.2489539748953975,0.2510460251046025
3,0.0002,True,0.0036516016578705,1.3771223243231054,0.4530087412746926,1,0.2415109857934752,0.113,True,False,gated,0.005,0.2529707112970711,0.2470292887029288
3,0.0002,True,0.008236325563147,1.298440101995734,0.5905969997690629,0,0.2418102662376376,0.095,True,False,gated,0.005,0.2569874476987447,0.2430125523012552
3,0.0002,True,0.0093254085825885,1.3365346486093646,0.4319539532415462,1,0.2443744598417881,0.109,True,False,gated,0.005,0.2610041841004184,0.2389958158995815
3,0.0002,True,0.0063420952195262,1.3313395481478496,0.5079919780083116,1,0.2441017635121859,0.103,True,False,gated,0.005,0.2650209205020921,0.2349790794979079
3,0.0002,True,0.0041670152101741,1.3590336443903006,0.4778998859000436,1,0.2445704668998994,0.118,True,False,gated,0.005,0.2690376569037657,0.2309623430962343
3,0.0002,True,0.0022995530649185,1.3812132463528453,0.2819617270481128,1,0.24629588044988,0.121,True,False,gated,0.005,0.2730543933054393,0.2269456066945606
3,0.0002,True,0.1229148550692754,0.9919296362118096,0.3069298428235522,1,0.2448377425441611,0.114,True,False,gated,0.005,0.277071129707113,0.222928870292887
3,0.0002,True,0.008686819227059,1.3075976672685947,0.5045242298373602,1,0.2462041133234861,0.132,True,False,gated,0.005,0.2810878661087866,0.2189121338912133
3,0.0002,True,0.0101543433272682,1.2686487273543292,0.3632463176870103,1,0.2443532633712198,0.131,True,False,gated,0.005,0.2851046025104602,0.2148953974895397
3,0.0002,True,0.0084354372156197,1.3049779290364985,0.483584461175165,1,0.2432230120667394,0.149,True,False,gated,0.005,0.2891213389121339,0.210878661087866
3,0.0002,True,0.0046399071903669,1.3533776062850802,0.4366318883120896,0,0.2450590689756144,0.163,True,False,gated,0.005,0.2931380753138076,0.2068619246861924
3,0.0002,True,0.1258501298090365,0.9398365038588576,0.240412573757717,1,0.2441286758198846,0.136,True,False,gated,0.005,0.2971548117154812,0.2028451882845188
3,0.0002,True,0.0135161997004251,1.2660764254187271,0.4998374286758101,1,0.2470078067852237,0.164,True,False,gated,0.005,0.3011715481171548,0.1988284518828451
3,0.0002,True,0.1251399690540096,0.9573029692847932,0.2227275476800692,1,0.2449368330065774,0.168,True,False,gated,0.005,0.3051882845188285,0.1948117154811715
3,0.0002,True,0.1252979260411099,0.9777104378427026,0.381582914945037,0,0.2478030161725238,0.181,True,False,gated,0.005,0.3092050209205021,0.1907949790794978
