target,anchor,r_frac,d_hat,sigma_per_coord,frac_real,crosses,n_resp_vals,gap
german,253,0.75,13,0.9513451608373099,1.0,False,1,
german,253,1.0,13,1.2684602144497465,1.0,False,1,
german,518,0.02,11,0.02292573314825672,1.0,False,1,
german,518,0.05,11,0.0573143328706418,1.0,False,1,
german,518,0.1,11,0.1146286657412836,1.0,False,1,
german,518,0.2,11,0.2292573314825672,1.0,False,1,
german,518,0.35,11,0.4012003300944926,1.0,False,1,
german,518,0.5,11,0.573143328706418,1.0,False,1,
german,518,0.75,11,0.859714993059627,1.0,False,1,
german,518,1.0,11,1.146286657412836,1.0,False,1,
german,160,0.02,11,0.025823852855277482,1.0,False,1,
german,160,0.05,11,0.06455963213819371,1.0,False,1,
german,160,0.1,11,0.12911926427638742,1.0,False,1,
german,160,0.2,11,0.25823852855277485,1.0,False,1,
german,160,0.35,11,0.4519174249673559,1.0,False,1,
german,160,0.5,11,0.645596321381937,1.0,False,1,
german,160,0.75,11,0.9683944820729055,1.0,False,1,
german,160,1.0,11,1.291192642763874,1.0,False,1,
german,399,0.02,12,0.028646049087725365,1.0,False,2,
german,399,0.05,12,0.07161512271931342,1.0,False,2,
german,399,0.1,12,0.14323024543862684,1.0,False,2,
german,399,0.2,12,0.28646049087725367,1.0,False,2,
german,399,0.35,12,0.5013058590351938,1.0,False,2,
german,399,0.5,12,0.7161512271931341,1.0,False,2,
german,399,0.75,12,1.074226840789701,1.0,False,2,
german,399,1.0,12,1.4323024543862681,1.0,False,2,
german,143,0.02,12,0.017165144179029167,1.0,False,1,
german,143,0.05,12,0.04291286044757292,1.0,False,1,
german,143,0.1,12,0.08582572089514584,1.0,False,1,
german,143,0.2,12,0.17165144179029168,1.0,False,1,
german,143,0.35,12,0.3003900231330104,1.0,False,1,
german,143,0.5,12,0.42912860447572915,1.0,False,1,
german,143,0.75,12,0.6436929067135938,1.0,False,1,
german,143,1.0,12,0.8582572089514583,1.0,False,1,
german,263,0.02,13,0.03108485673967641,0.9,True,2,0.5259259259259259
german,263,0.05,13,0.07771214184919104,0.89,True,2,0.5131086142322098
german,263,0.1,13,0.15542428369838207,0.89,True,2,0.50187265917603
german,263,0.2,13,0.31084856739676414,0.8466666666666667,True,2,0.5
german,263,0.35,13,0.5439849929443372,0.8666666666666667,True,2,0.4807692307692308
german,263,0.5,13,0.7771214184919103,0.8466666666666667,True,2,0.5787401574803149
german,263,0.75,13,1.1656821277378655,0.8666666666666667,True,2,0.4153846153846154
german,263,1.0,13,1.5542428369838206,0.8733333333333333,True,2,0.3306548814785054
german,614,0.02,12,0.027622869848749617,1.0,False,2,
german,614,0.05,12,0.06905717462187405,1.0,False,2,
german,614,0.1,12,0.1381143492437481,1.0,False,2,
german,614,0.2,12,0.2762286984874962,1.0,False,2,
german,614,0.35,12,0.4834002223531183,1.0,False,2,
german,614,0.5,12,0.6905717462187404,1.0,False,2,
german,614,0.75,12,1.0358576193281106,1.0,False,2,
german,614,1.0,12,1.3811434924374808,1.0,False,2,
german,971,0.02,12,0.025447532694043755,1.0,False,1,
german,971,0.05,12,0.06361883173510938,1.0,False,1,
german,971,0.1,12,0.12723766347021875,1.0,False,1,
german,971,0.2,12,0.2544753269404375,1.0,False,1,
german,971,0.35,12,0.44533182214576567,1.0,False,1,
german,971,0.5,12,0.6361883173510938,1.0,False,1,
german,971,0.75,12,0.9542824760266406,1.0,False,1,
german,971,1.0,12,1.2723766347021876,0.9966666666666667,False,2,
german,632,0.02,12,0.020935167121357942,0.88,True,2,0.6388888888888888
german,632,0.05,12,0.05233791780339486,0.8266666666666667,True,2,0.6538461538461539
german,632,0.1,12,0.10467583560678972,0.8033333333333333,True,2,0.5254237288135594
german,632,0.2,12,0.20935167121357945,0.7633333333333333,True,2,0.6056338028169014
german,632,0.35,12,0.366365424623764,0.7733333333333333,True,2,0.5294117647058824
german,632,0.5,12,0.5233791780339486,0.7866666666666666,True,2,0.625
german,632,0.75,12,0.7850687670509229,0.8333333333333334,True,2,0.556
german,632,1.0,12,1.0467583560678972,0.8333333333333334,True,2,0.668
german,649,0.02,13,0.027601214234158847,1.0,False,1,
german,649,0.05,13,0.06900303558539712,1.0,False,1,
german,649,0.1,13,0.13800607117079425,1.0,False,1,
german,649,0.2,13,0.2760121423415885,1.0,False,1,
german,649,0.35,13,0.4830212490977798,1.0,False,1,
german,649,0.5,13,0.6900303558539712,1.0,False,1,
german,649,0.75,13,1.0350455337809568,1.0,False,1,
german,649,1.0,13,1.3800607117079424,1.0,False,1,
german,189,0.02,12,0.028519498298693016,1.0,False,2,
german,189,0.05,12,0.07129874574673253,1.0,False,2,
german,189,0.1,12,0.14259749149346507,1.0,False,2,
german,189,0.2,12,0.28519498298693013,1.0,False,2,
german,189,0.35,12,0.49909122022712776,1.0,False,2,
german,189,0.5,12,0.7129874574673254,1.0,False,2,
german,189,0.75,12,1.069481186200988,1.0,False,2,
german,189,1.0,12,1.4259749149346508,1.0,False,2,
german,103,0.02,12,0.026492123477038505,1.0,False,1,
german,103,0.05,12,0.06623030869259626,1.0,False,1,
german,103,0.1,12,0.13246061738519252,1.0,False,1,
german,103,0.2,12,0.26492123477038504,1.0,False,1,
german,103,0.35,12,0.4636121608481738,1.0,False,1,
german,103,0.5,12,0.6623030869259626,1.0,False,1,
german,103,0.75,12,0.9934546303889439,1.0,False,1,
german,103,1.0,12,1.3246061738519253,1.0,False,2,
german,598,0.02,11,0.02445904766730217,1.0,False,1,
german,598,0.05,11,0.06114761916825543,1.0,False,1,
german,598,0.1,11,0.12229523833651086,1.0,False,1,
german,598,0.2,11,0.24459047667302172,1.0,False,1,
german,598,0.35,11,0.42803333417778794,1.0,False,1,
german,598,0.5,11,0.6114761916825543,1.0,False,1,
german,598,0.75,11,0.9172142875238314,1.0,False,1,
german,598,1.0,11,1.2229523833651086,1.0,False,1,
german,277,0.02,11,0.02367584822084262,1.0,False,1,
german,277,0.05,11,0.05918962055210656,1.0,False,1,
german,277,0.1,11,0.11837924110421312,1.0,False,1,
german,277,0.2,11,0.23675848220842624,1.0,False,1,
german,277,0.35,11,0.41432734386474585,1.0,False,1,
german,277,0.5,11,0.5918962055210656,1.0,False,1,
german,277,0.75,11,0.8878443082815983,1.0,False,1,
german,277,1.0,11,1.1837924110421312,1.0,False,2,
german,530,0.02,11,0.025509782645206102,1.0,False,1,
german,530,0.05,11,0.06377445661301526,1.0,False,1,
german,530,0.1,11,0.1275489132260305,1.0,False,1,
german,530,0.2,11,0.255097826452061,1.0,False,1,
german,530,0.35,11,0.4464211962911067,1.0,False,1,
german,530,0.5,11,0.6377445661301525,1.0,False,1,
german,530,0.75,11,0.9566168491952287,1.0,False,1,
german,530,1.0,11,1.275489132260305,1.0,False,1,
german,833,0.02,12,0.022371955706748787,1.0,False,2,
german,833,0.05,12,0.05592988926687196,1.0,False,2,
german,833,0.1,12,0.11185977853374392,1.0,False,2,
german,833,0.2,12,0.22371955706748783,1.0,False,2,
german,833,0.35,12,0.3915092248681037,1.0,False,2,
german,833,0.5,12,0.5592988926687196,1.0,False,2,
german,833,0.75,12,0.8389483390030794,1.0,False,2,
german,833,1.0,12,1.1185977853374391,1.0,False,2,
german,970,0.02,13,0.029710823056728158,0.6866666666666666,True,2,0.35106382978723405
german,970,0.05,13,0.0742770576418204,0.67,True,2,0.36363636363636365
german,970,0.1,13,0.1485541152836408,0.61,True,2,0.4188034188034188
german,970,0.2,13,0.2971082305672816,0.65,True,2,0.4095238095238095
german,970,0.35,13,0.5199394034927427,0.63,True,2,0.3783783783783784
german,970,0.5,13,0.7427705764182039,0.6633333333333333,True,2,0.36633663366336633
german,970,0.75,13,1.114155864627306,0.6533333333333333,True,2,0.5
german,970,1.0,13,1.4855411528364078,0.6433333333333333,True,2,0.31470630962181007
german,361,0.02,12,0.02498211929006074,0.9433333333333334,True,1,0.0
german,361,0.05,12,0.06245529822515186,0.9366666666666666,True,1,0.0
german,361,0.1,12,0.12491059645030372,0.94,True,1,0.0
german,361,0.2,12,0.24982119290060745,0.9366666666666666,True,1,0.0
german,361,0.35,12,0.4371870875760629,0.9166666666666666,True,1,0.0
german,361,0.5,12,0.6245529822515186,0.93,True,1,0.0
german,361,0.75,12,0.9368294733772778,0.92,True,2,0.041666666666666664
german,361,1.0,12,1.2491059645030371,0.93,True,2,0.044034818228366614
cc,287,0.02,19,0.024292340078770215,0.0,False,1,
cc,287,0.05,19,0.06073085019692555,0.0,False,1,
cc,287,0.1,19,0.1214617003938511,0.0,False,1,
cc,287,0.2,19,0.2429234007877022,0.0,False,1,
cc,287,0.35,19,0.4251159513784788,0.0,False,1,
cc,287,0.5,19,0.6073085019692555,0.0,False,1,
cc,287,0.75,19,0.9109627529538832,0.0,False,2,
cc,287,1.0,19,1.214617003938511,0.0,False,2,
cc,870,0.02,18,0.034723200768072456,0.0,False,2,
cc,870,0.05,18,0.08680800192018114,0.0,False,2,
cc,870,0.1,18,0.17361600384036227,0.0,False,2,
cc,870,0.2,18,0.34723200768072454,0.0,False,2,
cc,870,0.35,18,0.6076560134412679,0.0,False,2,
cc,870,0.5,18,0.8680800192018113,0.0,False,2,
cc,870,0.75,18,1.3021200288027168,0.0,False,2,
cc,870,1.0,18,1.7361600384036227,0.0,False,2,
cc,854,0.02,19,0.02529556247611054,0.0,False,1,
cc,854,0.05,19,0.06323890619027636,0.0,False,1,
cc,854,0.1,19,0.12647781238055272,0.0,False,1,
cc,854,0.2,19,0.25295562476110545,0.0,False,1,
cc,854,0.35,19,0.44267234333193445,0.0,False,1,
cc,854,0.5,19,0.6323890619027636,0.0,False,1,
cc,854,0.75,19,0.9485835928541453,0.0,False,2,
cc,854,1.0,19,1.2647781238055271,0.0,False,2,
cc,395,0.02,15,0.03756689027471722,0.0,False,2,
cc,395,0.05,15,0.09391722568679306,0.0,False,2,
cc,395,0.1,15,0.18783445137358612,0.0,False,2,
cc,395,0.2,15,0.37566890274717224,0.0,False,2,
cc,395,0.35,15,0.6574205798075512,0.0,False,2,
cc,395,0.5,15,0.9391722568679304,0.0,False,2,
cc,395,0.75,15,1.4087583853018957,0.0,False,2,
cc,395,1.0,15,1.8783445137358608,0.0,False,2,
cc,1864,0.02,14,0.049548114622443684,0.0,False,1,
cc,1864,0.05,14,0.1238702865561092,0.0,False,1,
cc,1864,0.1,14,0.2477405731122184,0.0,False,1,
cc,1864,0.2,14,0.4954811462244368,0.0,False,1,
cc,1864,0.35,14,0.8670920058927645,0.0,False,1,
cc,1864,0.5,14,1.238702865561092,0.0,False,2,
cc,1864,0.75,14,1.8580542983416382,0.0,False,2,
cc,1864,1.0,14,2.477405731122184,0.0,False,2,
cc,1862,0.02,17,0.03554582426564711,0.0,False,1,
cc,1862,0.05,17,0.08886456066411777,0.0,False,1,
cc,1862,0.1,17,0.17772912132823554,0.0,False,1,
cc,1862,0.2,17,0.3554582426564711,0.0,False,1,
cc,1862,0.35,17,0.6220519246488243,0.0,False,1,
cc,1862,0.5,17,0.8886456066411776,0.0,False,2,
cc,1862,0.75,17,1.3329684099617665,0.0,False,2,
cc,1862,1.0,17,1.7772912132823553,0.0,False,2,
cc,1419,0.02,17,0.045846942272499275,0.056666666666666664,True,1,0.0
cc,1419,0.05,17,0.11461735568124819,0.04,True,1,
cc,1419,0.1,17,0.22923471136249637,0.05,True,1,
cc,1419,0.2,17,0.45846942272499275,0.05,True,1,
cc,1419,0.35,17,0.8023214897687372,0.03333333333333333,True,2,
cc,1419,0.5,17,1.1461735568124818,0.02,True,2,
cc,1419,0.75,17,1.7192603352187226,0.016666666666666666,False,2,
cc,1419,1.0,17,2.2923471136249636,0.01,False,2,
cc,49,0.02,18,0.03145056399484949,0.0,False,2,
cc,49,0.05,18,0.07862640998712371,0.0,False,2,
cc,49,0.1,18,0.15725281997424742,0.0,False,2,
cc,49,0.2,18,0.31450563994849484,0.0,False,2,
cc,49,0.35,18,0.550384869909866,0.0,False,2,
cc,49,0.5,18,0.7862640998712371,0.0,False,2,
cc,49,0.75,18,1.1793961498068557,0.0,False,2,
cc,49,1.0,18,1.5725281997424743,0.0,False,2,
cc,37,0.02,18,0.02275956913612606,0.0,False,2,
cc,37,0.05,18,0.05689892284031514,0.0,False,2,
cc,37,0.1,18,0.11379784568063028,0.0,False,2,
cc,37,0.2,18,0.22759569136126057,0.0,False,2,
cc,37,0.35,18,0.39829245988220596,0.0,False,2,
cc,37,0.5,18,0.5689892284031514,0.0,False,2,
cc,37,0.75,18,0.8534838426047271,0.0,False,2,
cc,37,1.0,18,1.1379784568063027,0.0,False,2,
cc,1631,0.02,19,0.025832865206351176,0.0,False,2,
cc,1631,0.05,19,0.06458216301587794,0.0,False,2,
cc,1631,0.1,19,0.12916432603175587,0.0,False,2,
cc,1631,0.2,19,0.25832865206351174,0.0,False,2,
cc,1631,0.35,19,0.45207514111114555,0.0033333333333333335,False,2,
cc,1631,0.5,19,0.6458216301587795,0.0,False,2,
cc,1631,0.75,19,0.9687324452381693,0.0,False,2,
cc,1631,1.0,19,1.291643260317559,0.0,False,2,
cc,1001,0.02,18,0.032228856886515084,0.0,False,1,
cc,1001,0.05,18,0.08057214221628772,0.0,False,1,
cc,1001,0.1,18,0.16114428443257545,0.0,False,1,
cc,1001,0.2,18,0.3222885688651509,0.0,False,1,
cc,1001,0.35,18,0.5640049955140138,0.0,False,1,
cc,1001,0.5,18,0.8057214221628771,0.0,False,2,
cc,1001,0.75,18,1.2085821332443158,0.0,False,2,
cc,1001,1.0,18,1.6114428443257542,0.0,False,2,
cc,633,0.02,17,0.03414888979830382,0.0,False,2,
cc,633,0.05,17,0.08537222449575955,0.0,False,2,
cc,633,0.1,17,0.1707444489915191,0.0,False,2,
cc,633,0.2,17,0.3414888979830382,0.0,False,2,
cc,633,0.35,17,0.5976055714703169,0.0,False,2,
cc,633,0.5,17,0.8537222449575955,0.0,False,2,
cc,633,0.75,17,1.2805833674363933,0.0,False,2,
cc,633,1.0,17,1.707444489915191,0.0,False,2,
cc,701,0.02,18,0.028269535236067345,0.0,False,2,
cc,701,0.05,18,0.07067383809016836,0.0,False,2,
cc,701,0.1,18,0.14134767618033672,0.0,False,2,
cc,701,0.2,18,0.28269535236067345,0.0,False,2,
cc,701,0.35,18,0.4947168666311785,0.0,False,2,
cc,701,0.5,18,0.7067383809016836,0.0,False,2,
cc,701,0.75,18,1.0601075713525254,0.0,False,2,
cc,701,1.0,18,1.4134767618033672,0.0,False,2,
cc,1827,0.02,18,0.027728894464012225,0.0,False,2,
cc,1827,0.05,18,0.06932223616003057,0.0,False,2,
cc,1827,0.1,18,0.13864447232006114,0.0,False,2,
cc,1827,0.2,18,0.27728894464012227,0.0,False,2,
cc,1827,0.35,18,0.48525565312021385,0.0,False,2,
cc,1827,0.5,18,0.6932223616003056,0.0,False,2,
cc,1827,0.75,18,1.0398335424004583,0.0,False,2,
cc,1827,1.0,18,1.3864447232006112,0.0,False,2,
cc,971,0.02,17,0.025916893368012076,0.0,False,2,
cc,971,0.05,17,0.06479223342003018,0.0,False,2,
cc,971,0.1,17,0.12958446684006036,0.0,False,2,
cc,971,0.2,17,0.2591689336801207,0.0,False,2,
cc,971,0.35,17,0.45354563394021125,0.0,False,2,
cc,971,0.5,17,0.6479223342003019,0.0,False,2,
cc,971,0.75,17,0.9718835013004528,0.0,False,2,
cc,971,1.0,17,1.2958446684006037,0.0,False,2,
cc,1536,0.02,20,0.02242403280865,0.0,False,1,
cc,1536,0.05,20,0.05606008202162501,0.0,False,1,
cc,1536,0.1,20,0.11212016404325002,0.0,False,1,
cc,1536,0.2,20,0.22424032808650005,0.0,False,1,
cc,1536,0.35,20,0.392420574151375,0.0,False,1,
cc,1536,0.5,20,0.56060082021625,0.0,False,1,
cc,1536,0.75,20,0.840901230324375,0.0,False,2,
cc,1536,1.0,20,1.1212016404325,0.0,False,2,
cc,843,0.02,15,0.04193817602051267,0.0,False,2,
cc,843,0.05,15,0.10484544005128169,0.0,False,2,
cc,843,0.1,15,0.20969088010256337,0.0,False,2,
cc,843,0.2,15,0.41938176020512674,0.0,False,2,
cc,843,0.35,15,0.7339180803589717,0.0,False,2,
cc,843,0.5,15,1.0484544005128167,0.0,False,2,
cc,843,0.75,15,1.572681600769225,0.0,False,2,
cc,843,1.0,15,2.0969088010256334,0.0,False,2,
cc,596,0.02,19,0.022596152345476763,0.0,False,1,
cc,596,0.05,19,0.05649038086369191,0.0,False,1,
cc,596,0.1,19,0.11298076172738382,0.0,False,1,
cc,596,0.2,19,0.22596152345476764,0.0,False,1,
cc,596,0.35,19,0.3954326660458433,0.0,False,1,
cc,596,0.5,19,0.564903808636919,0.0,False,1,
cc,596,0.75,19,0.8473557129553786,0.0,False,2,
cc,596,1.0,19,1.129807617273838,0.0,False,2,
cc,1688,0.02,18,0.03874323196617849,0.0,False,1,
cc,1688,0.05,18,0.09685807991544622,0.0,False,1,
cc,1688,0.1,18,0.19371615983089244,0.0,False,1,
cc,1688,0.2,18,0.3874323196617849,0.0,False,1,
cc,1688,0.35,18,0.6780065594081234,0.0,False,1,
cc,1688,0.5,18,0.9685807991544622,0.0,False,2,
cc,1688,0.75,18,1.4528711987316931,0.0,False,2,
cc,1688,1.0,18,1.9371615983089243,0.0,False,2,
cc,1209,0.02,19,0.03000226766848793,0.0,False,1,
cc,1209,0.05,19,0.07500566917121984,0.0,False,1,
cc,1209,0.1,19,0.15001133834243968,0.0,False,1,
cc,1209,0.2,19,0.30002267668487936,0.0,False,1,
cc,1209,0.35,19,0.5250396841985387,0.0,False,1,
cc,1209,0.5,19,0.7500566917121982,0.0,False,2,
cc,1209,0.75,19,1.1250850375682975,0.0,False,2,
cc,1209,1.0,19,1.5001133834243965,0.0,False,2,
cc,806,0.02,19,0.028003179864937146,0.0,False,2,
cc,806,0.05,19,0.07000794966234286,0.0,False,2,
cc,806,0.1,19,0.14001589932468572,0.0,False,2,
cc,806,0.2,19,0.28003179864937144,0.0,False,2,
cc,806,0.35,19,0.4900556476364,0.0,False,2,
cc,806,0.5,19,0.7000794966234286,0.0,False,2,
cc,806,0.75,19,1.0501192449351429,0.0,False,2,
cc,806,1.0,19,1.4001589932468572,0.0,False,2,
cc,1729,0.02,19,0.0257691512314677,0.01,False,2,
cc,1729,0.05,19,0.06442287807866925,0.01,False,2,
cc,1729,0.1,19,0.1288457561573385,0.0033333333333333335,False,2,
cc,1729,0.2,19,0.257691512314677,0.0,False,2,
cc,1729,0.35,19,0.4509601465506848,0.0033333333333333335,False,2,
cc,1729,0.5,19,0.6442287807866925,0.0,False,2,
cc,1729,0.75,19,0.9663431711800389,0.0,False,2,
cc,1729,1.0,19,1.288457561573385,0.0,False,2,
cc,1022,0.02,20,0.030056340834801,0.0,False,1,
cc,1022,0.05,20,0.0751408520870025,0.0,False,1,
cc,1022,0.1,20,0.150281704174005,0.0,False,1,
cc,1022,0.2,20,0.30056340834801,0.0033333333333333335,False,1,
cc,1022,0.35,20,0.5259859646090175,0.0,False,1,
cc,1022,0.5,20,0.751408520870025,0.0,False,1,
cc,1022,0.75,20,1.1271127813050374,0.0033333333333333335,False,2,
cc,1022,1.0,20,1.50281704174005,0.0033333333333333335,False,2,
cc,851,0.02,18,0.027263442182627547,0.0,False,2,
cc,851,0.05,18,0.06815860545656886,0.0,False,2,
cc,851,0.1,18,0.13631721091313773,0.0,False,2,
cc,851,0.2,18,0.27263442182627545,0.0,False,2,
cc,851,0.35,18,0.47711023819598203,0.0,False,2,
cc,851,0.5,18,0.6815860545656887,0.0,False,2,
cc,851,0.75,18,1.022379081848533,0.0,False,2,
cc,851,1.0,18,1.3631721091313773,0.0,False,2,
cc,1716,0.02,17,0.033473067674691076,0.0,False,2,
cc,1716,0.05,17,0.08368266918672769,0.0,False,2,
cc,1716,0.1,17,0.16736533837345538,0.0,False,2,
cc,1716,0.2,17,0.33473067674691076,0.0,False,2,
cc,1716,0.35,17,0.5857786843070938,0.0,False,2,
cc,1716,0.5,17,0.8368266918672769,0.0,False,2,
cc,1716,0.75,17,1.2552400378009152,0.0,False,2,
cc,1716,1.0,17,1.6736533837345537,0.0,False,2,
cc,1794,0.02,19,0.024570541550648462,0.0,False,1,
cc,1794,0.05,19,0.06142635387662116,0.0,False,1,
cc,1794,0.1,19,0.12285270775324232,0.0,False,1,
cc,1794,0.2,19,0.24570541550648464,0.0,False,1,
cc,1794,0.35,19,0.429984477136348,0.0,False,1,
cc,1794,0.5,19,0.6142635387662115,0.0,False,1,
cc,1794,0.75,19,0.9213953081493172,0.0,False,2,
cc,1794,1.0,19,1.228527077532423,0.0,False,2,
cc,429,0.02,19,0.02879353014587112,0.013333333333333334,False,1,
cc,429,0.05,19,0.07198382536467779,0.013333333333333334,False,1,
cc,429,0.1,19,0.14396765072935558,0.01,False,1,
cc,429,0.2,19,0.28793530145871116,0.01,False,1,
cc,429,0.35,19,0.5038867775527446,0.02,True,1,
cc,429,0.5,19,0.7198382536467779,0.01,False,2,
cc,429,0.75,19,1.079757380470167,0.006666666666666667,False,2,
cc,429,1.0,19,1.4396765072935558,0.0033333333333333335,False,2,
cc,1140,0.02,17,0.025386374531290803,0.006666666666666667,False,2,
cc,1140,0.05,17,0.06346593632822702,0.0,False,2,
cc,1140,0.1,17,0.12693187265645403,0.0,False,2,
cc,1140,0.2,17,0.25386374531290806,0.0,False,2,
cc,1140,0.35,17,0.444261554297589,0.0,False,2,
cc,1140,0.5,17,0.63465936328227,0.0,False,2,
cc,1140,0.75,17,0.9519890449234051,0.0,False,2,
cc,1140,1.0,17,1.26931872656454,0.0,False,2,
cc,1295,0.02,13,0.031909348448509844,0.0,False,1,
cc,1295,0.05,13,0.07977337112127461,0.0,False,1,
cc,1295,0.1,13,0.15954674224254922,0.0,False,1,
cc,1295,0.2,13,0.31909348448509844,0.0,False,1,
cc,1295,0.35,13,0.5584135978489222,0.0,False,1,
cc,1295,0.5,13,0.797733711212746,0.0,False,1,
cc,1295,0.75,13,1.196600566819119,0.0,False,2,
cc,1295,1.0,13,1.595467422425492,0.0,False,2,
cc,209,0.02,14,0.03325337315659898,0.0,False,1,
cc,209,0.05,14,0.08313343289149744,0.0,False,1,
cc,209,0.1,14,0.16626686578299488,0.0,False,1,
cc,209,0.2,14,0.33253373156598975,0.0,False,1,
cc,209,0.35,14,0.5819340302404821,0.0,False,2,
cc,209,0.5,14,0.8313343289149744,0.0,False,1,
cc,209,0.75,14,1.2470014933724616,0.0,False,2,
cc,209,1.0,14,1.6626686578299488,0.0,False,2,
cc,1174,0.02,18,0.025274928392865246,0.0,False,1,
cc,1174,0.05,18,0.06318732098216312,0.0033333333333333335,False,1,
cc,1174,0.1,18,0.12637464196432624,0.0033333333333333335,False,1,
cc,1174,0.2,18,0.2527492839286525,0.0,False,1,
cc,1174,0.35,18,0.4423112468751418,0.0,False,1,
cc,1174,0.5,18,0.6318732098216312,0.0,False,1,
cc,1174,0.75,18,0.9478098147324467,0.0,False,2,
cc,1174,1.0,18,1.2637464196432624,0.0,False,2,
cc,1891,0.02,18,0.029606697537229252,0.0,False,1,
cc,1891,0.05,18,0.07401674384307314,0.0,False,1,
cc,1891,0.1,18,0.14803348768614627,0.0,False,1,
cc,1891,0.2,18,0.29606697537229254,0.0,False,1,
cc,1891,0.35,18,0.5181172069015119,0.0,False,1,
cc,1891,0.5,18,0.7401674384307313,0.0,False,2,
cc,1891,0.75,18,1.110251157646097,0.0,False,2,
cc,1891,1.0,18,1.4803348768614626,0.0,False,2,
cc,249,0.02,18,0.029425157758715594,0.0,False,1,
cc,249,0.05,18,0.073562894396789,0.0,False,1,
cc,249,0.1,18,0.147125788793578,0.0,False,1,
cc,249,0.2,18,0.294251577587156,0.0,False,1,
cc,249,0.35,18,0.5149402607775228,0.0,False,1,
cc,249,0.5,18,0.7356289439678898,0.0,False,2,
cc,249,0.75,18,1.1034434159518347,0.0,False,2,
cc,249,1.0,18,1.4712578879357796,0.0,False,2,
cc,1595,0.02,15,0.04784363914298651,0.0,False,1,
cc,1595,0.05,15,0.11960909785746628,0.0,False,1,
cc,1595,0.1,15,0.23921819571493255,0.0,False,1,
cc,1595,0.2,15,0.4784363914298651,0.0,False,1,
cc,1595,0.35,15,0.8372636850022638,0.0,False,2,
cc,1595,0.5,15,1.1960909785746627,0.0,False,2,
cc,1595,0.75,15,1.794136467861994,0.0,False,2,
cc,1595,1.0,15,2.3921819571493255,0.0,False,2,
cc,1833,0.02,19,0.027894502000117272,0.0033333333333333335,False,2,
cc,1833,0.05,19,0.06973625500029318,0.0,False,2,
cc,1833,0.1,19,0.13947251000058636,0.0,False,2,
cc,1833,0.2,19,0.2789450200011727,0.0,False,2,
cc,1833,0.35,19,0.48815378500205214,0.0,False,2,
cc,1833,0.5,19,0.6973625500029317,0.0,False,2,
cc,1833,0.75,19,1.0460438250043975,0.0,False,2,
cc,1833,1.0,19,1.3947251000058634,0.0,False,2,
cc,864,0.02,18,0.025432965635502684,0.35,True,1,0.0
cc,864,0.05,18,0.06358241408875671,0.32,True,1,0.0
cc,864,0.1,18,0.12716482817751343,0.36666666666666664,True,1,0.0
cc,864,0.2,18,0.25432965635502686,0.28,True,1,0.0
cc,864,0.35,18,0.4450768986212969,0.29333333333333333,True,1,0.0
cc,864,0.5,18,0.6358241408875671,0.24,True,1,0.0
cc,864,0.75,18,0.9537362113313507,0.22,True,2,0.008547008547008548
cc,864,1.0,18,1.2716482817751342,0.12,True,2,0.056818181818181816
cc,1852,0.02,14,0.030905374998731538,0.0,False,2,
cc,1852,0.05,14,0.07726343749682886,0.0,False,2,
cc,1852,0.1,14,0.15452687499365772,0.0,False,2,
cc,1852,0.2,14,0.30905374998731544,0.0,False,2,
cc,1852,0.35,14,0.5408440624778019,0.0,False,2,
cc,1852,0.5,14,0.7726343749682885,0.0,False,2,
cc,1852,0.75,14,1.1589515624524327,0.0,False,2,
cc,1852,1.0,14,1.545268749936577,0.0,False,2,
cc,1564,0.02,17,0.0281592288084734,0.0,False,2,
cc,1564,0.05,17,0.0703980720211835,0.0,False,2,
cc,1564,0.1,17,0.140796144042367,0.0,False,2,
cc,1564,0.2,17,0.281592288084734,0.0,False,2,
cc,1564,0.35,17,0.49278650414828445,0.0,False,2,
cc,1564,0.5,17,0.703980720211835,0.0,False,2,
cc,1564,0.75,17,1.0559710803177524,0.0,False,2,
cc,1564,1.0,17,1.40796144042367,0.0,False,2,
cc,1220,0.02,19,0.02303574834442972,0.18666666666666668,True,1,0.0
cc,1220,0.05,19,0.05758937086107429,0.13333333333333333,True,1,0.0
cc,1220,0.1,19,0.11517874172214858,0.11666666666666667,True,1,0.0
cc,1220,0.2,19,0.23035748344429716,0.12,True,1,0.0
cc,1220,0.35,19,0.40312559602752,0.06,True,1,0.0
cc,1220,0.5,19,0.5758937086107428,0.08666666666666667,True,1,0.0
cc,1220,0.75,19,0.8638405629161143,0.06666666666666667,True,2,0.0035714285714285713
cc,1220,1.0,19,1.1517874172214857,0.056666666666666664,True,2,0.04946996466431095
cc,522,0.02,18,0.0286480110464159,0.0,False,1,
cc,522,0.05,18,0.07162002761603976,0.0,False,1,
cc,522,0.1,18,0.14324005523207953,0.0,False,1,
cc,522,0.2,18,0.28648011046415905,0.0,False,1,
cc,522,0.35,18,0.5013401933122782,0.0,False,1,
cc,522,0.5,18,0.7162002761603975,0.0,False,1,
cc,522,0.75,18,1.074300414240596,0.0,False,2,
cc,522,1.0,18,1.432400552320795,0.0,False,2,
cc,1339,0.02,18,0.024952839318625943,0.0,False,2,
cc,1339,0.05,18,0.06238209829656485,0.0,False,2,
cc,1339,0.1,18,0.1247641965931297,0.0,False,2,
cc,1339,0.2,18,0.2495283931862594,0.0,False,2,
cc,1339,0.35,18,0.4366746880759539,0.0,False,2,
