target,anchor,r_frac,d_hat,sigma_per_coord,frac_real,crosses,n_resp_vals,gap
compas,2546,0.2,2,0.029334484775886346,1.0,False,1,
compas,2546,0.35,2,0.051335348357801104,1.0,False,1,
compas,2546,0.5,2,0.07333621193971586,1.0,False,1,
compas,2546,0.75,2,0.11000431790957378,1.0,False,1,
compas,2546,1.0,2,0.14667242387943172,1.0,False,1,
compas,900,0.02,2,0.0024862118210808456,1.0,False,1,
compas,900,0.05,2,0.006215529552702115,1.0,False,1,
compas,900,0.1,2,0.01243105910540423,1.0,False,1,
compas,900,0.2,2,0.02486211821080846,1.0,False,1,
compas,900,0.35,2,0.043508706868914795,1.0,False,1,
compas,900,0.5,2,0.06215529552702114,1.0,False,1,
compas,900,0.75,2,0.09323294329053171,1.0,False,1,
compas,900,1.0,2,0.12431059105404228,1.0,False,1,
compas,1655,0.02,2,0.0032159869806688843,1.0,False,1,
compas,1655,0.05,2,0.00803996745167221,1.0,False,1,
compas,1655,0.1,2,0.01607993490334442,1.0,False,1,
compas,1655,0.2,2,0.03215986980668884,1.0,False,1,
compas,1655,0.35,2,0.056279772161705474,1.0,False,1,
compas,1655,0.5,2,0.0803996745167221,1.0,False,1,
compas,1655,0.75,2,0.12059951177508316,1.0,False,1,
compas,1655,1.0,2,0.1607993490334442,1.0,False,1,
compas,3865,0.02,2,0.0047117146123636785,1.0,False,1,
compas,3865,0.05,2,0.011779286530909197,1.0,False,1,
compas,3865,0.1,2,0.023558573061818393,1.0,False,1,
compas,3865,0.2,2,0.04711714612363679,1.0,False,1,
compas,3865,0.35,2,0.08245500571636437,1.0,False,1,
compas,3865,0.5,2,0.11779286530909196,1.0,False,1,
compas,3865,0.75,2,0.17668929796363794,1.0,False,1,
compas,3865,1.0,2,0.23558573061818391,1.0,False,1,
compas,119,0.02,2,0.010676427860881037,1.0,False,1,
compas,119,0.05,2,0.026691069652202592,1.0,False,1,
compas,119,0.1,2,0.053382139304405184,1.0,False,1,
compas,119,0.2,2,0.10676427860881037,1.0,False,1,
compas,119,0.35,2,0.1868374875654181,1.0,False,1,
compas,119,0.5,2,0.26691069652202587,1.0,False,1,
compas,119,0.75,2,0.40036604478303883,1.0,False,1,
compas,119,1.0,2,0.5338213930440517,1.0,False,1,
compas,3961,0.02,4,0.007656048242612138,1.0,False,2,
compas,3961,0.05,4,0.019140120606530347,1.0,False,2,
compas,3961,0.1,4,0.038280241213060694,1.0,False,2,
compas,3961,0.2,4,0.07656048242612139,1.0,False,2,
compas,3961,0.35,4,0.1339808442457124,1.0,False,2,
compas,3961,0.5,4,0.19140120606530345,1.0,False,2,
compas,3961,0.75,4,0.2871018090979552,1.0,False,2,
compas,3961,1.0,4,0.3828024121306069,1.0,False,2,
compas,4052,0.02,2,0.008949458044842708,1.0,False,1,
compas,4052,0.05,2,0.022373645112106773,1.0,False,1,
compas,4052,0.1,2,0.044747290224213546,1.0,False,1,
compas,4052,0.2,2,0.08949458044842709,1.0,False,1,
compas,4052,0.35,2,0.1566155157847474,1.0,False,1,
compas,4052,0.5,2,0.22373645112106771,1.0,False,1,
compas,4052,0.75,2,0.3356046766816016,1.0,False,1,
compas,4052,1.0,2,0.44747290224213543,1.0,False,1,
compas,1173,0.02,2,0.003129176402220833,1.0,False,1,
compas,1173,0.05,2,0.007822941005552083,1.0,False,1,
compas,1173,0.1,2,0.015645882011104166,1.0,False,1,
compas,1173,0.2,2,0.03129176402220833,1.0,False,1,
compas,1173,0.35,2,0.05476058703886457,1.0,False,1,
compas,1173,0.5,2,0.07822941005552082,1.0,False,1,
compas,1173,0.75,2,0.11734411508328123,1.0,False,1,
compas,1173,1.0,2,0.15645882011104165,1.0,False,1,
compas,655,0.02,2,0.0024302286536234583,1.0,False,1,
compas,655,0.05,2,0.006075571634058647,1.0,False,1,
compas,655,0.1,2,0.012151143268117294,1.0,False,1,
compas,655,0.2,2,0.024302286536234587,1.0,False,1,
compas,655,0.35,2,0.04252900143841052,1.0,False,1,
compas,655,0.5,2,0.060755716340586456,1.0,False,1,
compas,655,0.75,2,0.0911335745108797,1.0,False,1,
compas,655,1.0,2,0.12151143268117291,1.0,False,1,
compas,3737,0.02,2,0.004266881732018898,1.0,False,1,
compas,3737,0.05,2,0.010667204330047246,1.0,False,1,
compas,3737,0.1,2,0.021334408660094492,1.0,False,1,
compas,3737,0.2,2,0.042668817320188984,1.0,False,1,
compas,3737,0.35,2,0.07467043031033072,1.0,False,1,
compas,3737,0.5,2,0.10667204330047245,1.0,False,1,
compas,3737,0.75,2,0.16000806495070868,1.0,False,1,
compas,3737,1.0,2,0.2133440866009449,1.0,False,1,
compas,1751,0.02,3,0.003555302992805422,1.0,False,1,
compas,1751,0.05,3,0.008888257482013554,1.0,False,1,
compas,1751,0.1,3,0.01777651496402711,1.0,False,1,
compas,1751,0.2,3,0.03555302992805422,1.0,False,1,
compas,1751,0.35,3,0.06221780237409487,1.0,False,1,
compas,1751,0.5,3,0.08888257482013553,1.0,False,1,
compas,1751,0.75,3,0.13332386223020332,1.0,False,1,
compas,1751,1.0,3,0.17776514964027107,1.0,False,1,
compas,3330,0.02,2,0.003864235902339486,1.0,False,1,
compas,3330,0.05,2,0.009660589755848714,1.0,False,1,
compas,3330,0.1,2,0.01932117951169743,1.0,False,1,
compas,3330,0.2,2,0.03864235902339486,1.0,False,1,
compas,3330,0.35,2,0.067624128290941,1.0,False,1,
compas,3330,0.5,2,0.09660589755848714,1.0,False,1,
compas,3330,0.75,2,0.1449088463377307,1.0,False,1,
compas,3330,1.0,2,0.19321179511697428,1.0,False,1,
compas,5164,0.02,2,0.002430228653623458,1.0,False,1,
compas,5164,0.05,2,0.006075571634058645,1.0,False,1,
compas,5164,0.1,2,0.01215114326811729,1.0,False,1,
compas,5164,0.2,2,0.02430228653623458,1.0,False,1,
compas,5164,0.35,2,0.04252900143841051,1.0,False,1,
compas,5164,0.5,2,0.06075571634058645,1.0,False,1,
compas,5164,0.75,2,0.09113357451087968,1.0,False,1,
compas,5164,1.0,2,0.1215114326811729,1.0,False,1,
compas,6073,0.02,2,0.00473585595149633,1.0,False,1,
compas,6073,0.05,2,0.011839639878740827,1.0,False,1,
compas,6073,0.1,2,0.023679279757481655,1.0,False,1,
compas,6073,0.2,2,0.04735855951496331,1.0,False,1,
compas,6073,0.35,2,0.08287747915118578,1.0,False,1,
compas,6073,0.5,2,0.11839639878740826,1.0,False,1,
compas,6073,0.75,2,0.1775945981811124,1.0,False,1,
compas,6073,1.0,2,0.23679279757481653,1.0,False,1,
compas,2276,0.02,2,0.007316982564282995,1.0,False,1,
compas,2276,0.05,2,0.018292456410707487,1.0,False,1,
compas,2276,0.1,2,0.036584912821414975,1.0,False,1,
compas,2276,0.2,2,0.07316982564282995,1.0,False,1,
compas,2276,0.35,2,0.12804719487495242,1.0,False,1,
compas,2276,0.5,2,0.1829245641070749,1.0,False,1,
compas,2276,0.75,2,0.2743868461606123,1.0,False,1,
compas,2276,1.0,2,0.3658491282141498,1.0,False,1,
german,986,0.02,12,0.030290482904343063,0.9733333333333334,True,1,
german,986,0.05,12,0.07572620726085766,0.9933333333333333,False,1,
german,986,0.1,12,0.15145241452171532,0.9633333333333334,True,1,
german,986,0.2,12,0.30290482904343063,0.9566666666666667,True,1,
german,986,0.35,12,0.5300834508260035,0.9566666666666667,True,1,
german,986,0.5,12,0.7572620726085765,0.9766666666666667,True,2,
german,986,0.75,12,1.1358931089128648,0.97,True,2,
german,986,1.0,12,1.514524145217153,0.96,True,2,
german,428,0.02,10,0.023733690568746642,1.0,False,1,
german,428,0.05,10,0.0593342264218666,1.0,False,1,
german,428,0.1,10,0.1186684528437332,1.0,False,1,
german,428,0.2,10,0.2373369056874664,1.0,False,1,
german,428,0.35,10,0.41533958495306617,1.0,False,1,
german,428,0.5,10,0.593342264218666,1.0,False,1,
german,428,0.75,10,0.890013396327999,1.0,False,1,
german,428,1.0,10,1.186684528437332,1.0,False,2,
german,416,0.02,12,0.026551108188169928,1.0,False,1,
german,416,0.05,12,0.06637777047042481,1.0,False,1,
german,416,0.1,12,0.13275554094084963,1.0,False,1,
german,416,0.2,12,0.26551108188169925,1.0,False,1,
german,416,0.35,12,0.46464439329297375,1.0,False,1,
german,416,0.5,12,0.6637777047042482,1.0,False,1,
german,416,0.75,12,0.9956665570563723,1.0,False,2,
german,416,1.0,12,1.3275554094084965,1.0,False,2,
german,193,0.02,12,0.02269103199290796,1.0,False,1,
german,193,0.05,12,0.056727579982269905,1.0,False,1,
german,193,0.1,12,0.11345515996453981,1.0,False,1,
german,193,0.2,12,0.22691031992907962,1.0,False,1,
german,193,0.35,12,0.3970930598758893,1.0,False,1,
german,193,0.5,12,0.567275799822699,1.0,False,1,
german,193,0.75,12,0.8509136997340485,1.0,False,1,
german,193,1.0,12,1.134551599645398,1.0,False,2,
german,920,0.02,11,0.01951915719965321,1.0,False,2,
german,920,0.05,11,0.04879789299913303,1.0,False,2,
german,920,0.1,11,0.09759578599826606,1.0,False,2,
german,920,0.2,11,0.19519157199653211,1.0,False,2,
german,920,0.35,11,0.34158525099393117,1.0,False,2,
german,920,0.5,11,0.48797892999133025,1.0,False,2,
german,920,0.75,11,0.7319683949869954,1.0,False,2,
german,920,1.0,11,0.9759578599826605,1.0,False,2,
german,906,0.02,12,0.04061637919933458,0.96,True,1,
german,906,0.05,12,0.10154094799833643,0.9333333333333333,True,1,0.0
german,906,0.1,12,0.20308189599667287,0.9133333333333333,True,1,0.0
german,906,0.2,12,0.40616379199334574,0.9433333333333334,True,1,0.0
german,906,0.35,12,0.7107866359883551,0.9333333333333333,True,1,0.0
german,906,0.5,12,1.0154094799833644,0.91,True,2,0.037037037037037035
german,906,0.75,12,1.5231142199750467,0.9466666666666667,True,2,0.05897887323943662
german,906,1.0,12,2.030818959966729,0.9266666666666666,True,2,0.25474166121648134
german,692,0.02,11,0.02594650551948478,1.0,False,1,
german,692,0.05,11,0.06486626379871195,1.0,False,1,
german,692,0.1,11,0.1297325275974239,1.0,False,1,
german,692,0.2,11,0.2594650551948478,1.0,False,1,
german,692,0.35,11,0.45406384659098364,1.0,False,1,
german,692,0.5,11,0.6486626379871195,1.0,False,1,
german,692,0.75,11,0.9729939569806791,1.0,False,2,
german,692,1.0,11,1.297325275974239,1.0,False,2,
german,24,0.02,11,0.03517053931381653,0.56,True,2,0.4696969696969697
german,24,0.05,11,0.08792634828454132,0.5766666666666667,True,2,0.41732283464566927
german,24,0.1,11,0.17585269656908264,0.54,True,2,0.4855072463768116
german,24,0.2,11,0.3517053931381653,0.5266666666666666,True,2,0.4154929577464789
german,24,0.35,11,0.6154844379917892,0.5366666666666666,True,2,0.45323741007194246
german,24,0.5,11,0.8792634828454131,0.52,True,2,0.4027777777777778
german,24,0.75,11,1.3188952242681196,0.49666666666666665,True,2,0.4833548157695898
german,24,1.0,11,1.7585269656908262,0.5166666666666667,True,2,0.4307007786429366
german,18,0.02,12,0.02885327891027491,0.72,True,2,0.17923280423280424
german,18,0.05,12,0.07213319727568727,0.6733333333333333,True,2,0.18710850676904428
german,18,0.1,12,0.14426639455137455,0.6533333333333333,True,2,0.05317896389324955
german,18,0.2,12,0.2885327891027491,0.5966666666666667,True,2,0.12821459901195803
german,18,0.35,12,0.5049323809298109,0.6333333333333333,True,2,0.177511961722488
german,18,0.5,12,0.7213319727568727,0.65,True,2,0.11428571428571427
german,18,0.75,12,1.081997959135309,0.6533333333333333,True,2,0.12794348508634218
german,18,1.0,12,1.4426639455137453,0.6433333333333333,True,2,0.0239213597404484
german,803,0.02,10,0.018072105155651646,1.0,False,1,
german,803,0.05,10,0.045180262889129116,1.0,False,1,
german,803,0.1,10,0.09036052577825823,1.0,False,1,
german,803,0.2,10,0.18072105155651647,1.0,False,1,
german,803,0.35,10,0.31626184022390375,1.0,False,1,
german,803,0.5,10,0.45180262889129114,1.0,False,1,
german,803,0.75,10,0.6777039433369367,1.0,False,1,
german,803,1.0,10,0.9036052577825823,1.0,False,1,
german,495,0.02,11,0.020902373619531747,1.0,False,1,
german,495,0.05,11,0.05225593404882937,1.0,False,1,
german,495,0.1,11,0.10451186809765874,1.0,False,1,
german,495,0.2,11,0.20902373619531747,1.0,False,1,
german,495,0.35,11,0.3657915383418055,1.0,False,1,
german,495,0.5,11,0.5225593404882937,1.0,False,1,
german,495,0.75,11,0.7838390107324404,1.0,False,2,
german,495,1.0,11,1.0451186809765873,1.0,False,2,
german,309,0.02,12,0.025671083242275863,0.6533333333333333,True,2,0.41346153846153844
german,309,0.05,12,0.06417770810568967,0.5233333333333333,True,2,0.35664335664335667
german,309,0.1,12,0.12835541621137933,0.5066666666666667,True,2,0.5067567567567568
german,309,0.2,12,0.25671083242275866,0.5366666666666666,True,2,0.4676258992805755
german,309,0.35,12,0.44924395673982764,0.5366666666666666,True,2,0.4244604316546763
german,309,0.5,12,0.6417770810568966,0.5633333333333334,True,2,0.3816793893129771
german,309,0.75,12,0.9626656215853449,0.5633333333333334,True,2,0.4351145038167939
german,309,1.0,12,1.2835541621137931,0.53,True,2,0.433427003880637
german,341,0.02,12,0.023659234014274305,1.0,False,2,
german,341,0.05,12,0.05914808503568576,1.0,False,2,
german,341,0.1,12,0.11829617007137153,1.0,False,2,
german,341,0.2,12,0.23659234014274305,1.0,False,2,
german,341,0.35,12,0.4140365952498003,1.0,False,2,
german,341,0.5,12,0.5914808503568576,1.0,False,2,
german,341,0.75,12,0.8872212755352864,1.0,False,2,
german,341,1.0,12,1.1829617007137152,1.0,False,2,
german,897,0.02,12,0.038199747906204375,0.5866666666666667,True,2,0.010080645161290314
german,897,0.05,12,0.09549936976551095,0.51,True,2,0.05975723622782447
german,897,0.1,12,0.1909987395310219,0.52,True,2,0.13354700854700852
german,897,0.2,12,0.3819974790620438,0.5133333333333333,True,2,0.10745418964597048
german,897,0.35,12,0.6684955883585766,0.5,True,2,0.006666666666666599
german,897,0.5,12,0.9549936976551094,0.5166666666666667,True,2,0.020467185761957662
german,897,0.75,12,1.432490546482664,0.59,True,2,0.008681273253410504
german,897,1.0,12,1.9099873953102189,0.4766666666666667,True,2,0.0908645494632756
german,484,0.02,12,0.023613914159334646,1.0,False,1,
german,484,0.05,12,0.05903478539833661,1.0,False,1,
german,484,0.1,12,0.11806957079667323,1.0,False,1,
german,484,0.2,12,0.23613914159334645,1.0,False,1,
german,484,0.35,12,0.41324349778835623,1.0,False,1,
german,484,0.5,12,0.5903478539833661,1.0,False,1,
german,484,0.75,12,0.8855217809750492,1.0,False,1,
german,484,1.0,12,1.1806957079667322,1.0,False,1,
german,767,0.02,11,0.022992609603326733,1.0,False,2,
german,767,0.05,11,0.05748152400831683,1.0,False,2,
german,767,0.1,11,0.11496304801663366,1.0,False,2,
german,767,0.2,11,0.22992609603326733,1.0,False,2,
german,767,0.35,11,0.40237066805821775,1.0,False,2,
german,767,0.5,11,0.5748152400831683,1.0,False,2,
german,767,0.75,11,0.8622228601247524,1.0,False,2,
german,767,1.0,11,1.1496304801663366,1.0,False,2,
german,969,0.02,12,0.02328082791772454,1.0,False,1,
german,969,0.05,12,0.058202069794311355,1.0,False,1,
german,969,0.1,12,0.11640413958862271,1.0,False,1,
german,969,0.2,12,0.23280827917724542,1.0,False,1,
german,969,0.35,12,0.40741448856017937,1.0,False,1,
german,969,0.5,12,0.5820206979431135,1.0,False,1,
german,969,0.75,12,0.8730310469146703,1.0,False,1,
german,969,1.0,12,1.164041395886227,1.0,False,1,
german,294,0.02,12,0.030305009013677775,1.0,False,1,
german,294,0.05,12,0.07576252253419444,1.0,False,1,
german,294,0.1,12,0.15152504506838887,1.0,False,1,
german,294,0.2,12,0.30305009013677775,1.0,False,1,
german,294,0.35,12,0.530337657739361,1.0,False,1,
german,294,0.5,12,0.7576252253419444,1.0,False,1,
german,294,0.75,12,1.1364378380129165,1.0,False,1,
german,294,1.0,12,1.5152504506838889,1.0,False,2,
german,828,0.02,12,0.021978445779863374,1.0,False,1,
german,828,0.05,12,0.05494611444965843,1.0,False,1,
german,828,0.1,12,0.10989222889931687,1.0,False,1,
german,828,0.2,12,0.21978445779863373,1.0,False,1,
german,828,0.35,12,0.38462280114760905,1.0,False,1,
german,828,0.5,12,0.5494611444965843,1.0,False,1,
german,828,0.75,12,0.8241917167448766,1.0,False,1,
german,828,1.0,12,1.0989222889931687,1.0,False,1,
german,606,0.02,11,0.026467475011065427,1.0,False,1,
german,606,0.05,11,0.06616868752766357,1.0,False,1,
german,606,0.1,11,0.13233737505532714,1.0,False,1,
german,606,0.2,11,0.2646747501106543,1.0,False,1,
german,606,0.35,11,0.4631808126936449,1.0,False,1,
german,606,0.5,11,0.6616868752766356,1.0,False,1,
german,606,0.75,11,0.9925303129149535,1.0,False,1,
german,606,1.0,11,1.3233737505532712,1.0,False,1,
german,394,0.02,11,0.02901717156665473,1.0,False,1,
german,394,0.05,11,0.07254292891663683,1.0,False,1,
german,394,0.1,11,0.14508585783327366,1.0,False,1,
german,394,0.2,11,0.2901717156665473,1.0,False,1,
german,394,0.35,11,0.5078005024164578,1.0,False,1,
german,394,0.5,11,0.7254292891663683,1.0,False,1,
german,394,0.75,11,1.0881439337495524,1.0,False,1,
german,394,1.0,11,1.4508585783327366,1.0,False,2,
german,859,0.02,12,0.043026144585135075,0.7333333333333333,True,1,0.0
german,859,0.05,12,0.10756536146283768,0.6866666666666666,True,1,0.0
german,859,0.1,12,0.21513072292567537,0.7133333333333334,True,1,0.0
german,859,0.2,12,0.43026144585135073,0.62,True,1,0.0
german,859,0.35,12,0.7529575302398638,0.5933333333333334,True,1,0.0
german,859,0.5,12,1.0756536146283768,0.5766666666666667,True,2,0.015748031496062992
german,859,0.75,12,1.6134804219425654,0.6066666666666667,True,2,0.10765505680759918
german,859,1.0,12,2.1513072292567537,0.6266666666666667,True,2,0.13240881458966566
german,501,0.02,13,0.024364892071523078,0.6033333333333334,True,2,0.31092436974789917
german,501,0.05,13,0.060912230178807696,0.6566666666666666,True,2,0.33980582524271846
german,501,0.1,13,0.12182446035761539,0.6533333333333333,True,2,0.36538461538461536
german,501,0.2,13,0.24364892071523078,0.6633333333333333,True,2,0.36633663366336633
german,501,0.35,13,0.42638561125165386,0.6366666666666667,True,2,0.3302752293577982
german,501,0.5,13,0.6091223017880769,0.65,True,2,0.4
german,501,0.75,13,0.9136834526821154,0.63,True,2,0.32432432432432434
german,501,1.0,13,1.2182446035761538,0.6866666666666666,True,2,0.39361702127659576
german,419,0.02,11,0.01951944496995817,1.0,False,2,
german,419,0.05,11,0.04879861242489542,1.0,False,2,
german,419,0.1,11,0.09759722484979085,1.0,False,2,
german,419,0.2,11,0.1951944496995817,1.0,False,2,
german,419,0.35,11,0.34159028697426785,1.0,False,2,
german,419,0.5,11,0.4879861242489542,1.0,False,2,
german,419,0.75,11,0.7319791863734313,1.0,False,2,
german,419,1.0,11,0.9759722484979084,1.0,False,2,
german,838,0.02,11,0.019710315851849985,1.0,False,1,
german,838,0.05,11,0.04927578962962497,1.0,False,1,
german,838,0.1,11,0.09855157925924994,1.0,False,1,
german,838,0.2,11,0.19710315851849988,1.0,False,1,
german,838,0.35,11,0.34493052740737473,1.0,False,1,
german,838,0.5,11,0.49275789629624966,1.0,False,1,
german,838,0.75,11,0.7391368444443744,1.0,False,1,
german,838,1.0,11,0.9855157925924993,1.0,False,1,
german,896,0.02,11,0.021498231113783663,1.0,False,2,
german,896,0.05,11,0.05374557778445915,1.0,False,2,
german,896,0.1,11,0.1074911555689183,1.0,False,2,
german,896,0.2,11,0.2149823111378366,1.0,False,2,
german,896,0.35,11,0.376219044491214,1.0,False,2,
german,896,0.5,11,0.5374557778445915,1.0,False,2,
german,896,0.75,11,0.8061836667668872,1.0,False,2,
german,896,1.0,11,1.074911555689183,1.0,False,2,
german,214,0.02,10,0.021280236195347798,1.0,False,1,
german,214,0.05,10,0.053200590488369504,1.0,False,1,
german,214,0.1,10,0.10640118097673901,1.0,False,1,
german,214,0.2,10,0.21280236195347801,1.0,False,1,
german,214,0.35,10,0.3724041334185864,1.0,False,1,
german,214,0.5,10,0.5320059048836949,1.0,False,1,
german,214,0.75,10,0.7980088573255425,1.0,False,1,
german,214,1.0,10,1.0640118097673898,1.0,False,1,
german,554,0.02,13,0.025777356185410365,0.20666666666666667,True,2,0.7258064516129032
german,554,0.05,13,0.06444339046352593,0.19666666666666666,True,2,0.6440677966101694
german,554,0.1,13,0.12888678092705186,0.18,True,2,0.6851851851851852
german,554,0.2,13,0.2577735618541037,0.23,True,2,0.7536231884057971
german,554,0.35,13,0.4511037332446814,0.19,True,2,0.6491228070175439
german,554,0.5,13,0.6444339046352592,0.17333333333333334,True,2,0.7459677419354839
german,554,0.75,13,0.9666508569528888,0.16,True,2,0.7509920634920635
german,554,1.0,13,1.2888678092705184,0.17333333333333334,True,2,0.6054590570719603
german,997,0.02,10,0.018247211350607372,1.0,False,1,
german,997,0.05,10,0.04561802837651843,1.0,False,1,
german,997,0.1,10,0.09123605675303686,1.0,False,1,
german,997,0.2,10,0.18247211350607373,1.0,False,1,
german,997,0.35,10,0.31932619863562905,1.0,False,1,
german,997,0.5,10,0.4561802837651843,1.0,False,1,
german,997,0.75,10,0.6842704256477765,1.0,False,1,
german,997,1.0,10,0.9123605675303686,1.0,False,1,
german,102,0.02,12,0.026403034884406828,1.0,False,2,
german,102,0.05,12,0.06600758721101707,1.0,False,2,
german,102,0.1,12,0.13201517442203414,1.0,False,2,
german,102,0.2,12,0.2640303488440683,1.0,False,2,
german,102,0.35,12,0.46205311047711944,1.0,False,2,
german,102,0.5,12,0.6600758721101707,1.0,False,2,
german,102,0.75,12,0.9901138081652561,1.0,False,2,
german,102,1.0,12,1.3201517442203414,1.0,False,2,
german,582,0.02,11,0.021321626220716306,1.0,False,2,
german,582,0.05,11,0.05330406555179077,1.0,False,2,
german,582,0.1,11,0.10660813110358154,1.0,False,2,
german,582,0.2,11,0.21321626220716308,1.0,False,2,
german,582,0.35,11,0.3731284588625353,1.0,False,2,
german,582,0.5,11,0.5330406555179076,1.0,False,2,
german,582,0.75,11,0.7995609832768614,1.0,False,2,
german,582,1.0,11,1.0660813110358152,1.0,False,2,
german,943,0.02,11,0.02753432407308147,1.0,False,1,
german,943,0.05,11,0.06883581018270367,1.0,False,1,
german,943,0.1,11,0.13767162036540734,1.0,False,1,
german,943,0.2,11,0.2753432407308147,1.0,False,1,
german,943,0.35,11,0.4818506712789257,1.0,False,1,
german,943,0.5,11,0.6883581018270367,1.0,False,1,
german,943,0.75,11,1.0325371527405551,1.0,False,1,
german,943,1.0,11,1.3767162036540734,1.0,False,1,
german,122,0.02,11,0.025338534139897204,1.0,False,1,
german,122,0.05,11,0.06334633534974302,1.0,False,1,
german,122,0.1,11,0.12669267069948603,1.0,False,1,
german,122,0.2,11,0.25338534139897206,1.0,False,1,
german,122,0.35,11,0.4434243474482011,1.0,False,1,
german,122,0.5,11,0.6334633534974301,1.0,False,1,
german,122,0.75,11,0.9501950302461452,1.0,False,1,
german,122,1.0,11,1.2669267069948602,1.0,False,2,
german,794,0.02,13,0.02598048856086048,1.0,False,1,
german,794,0.05,13,0.0649512214021512,1.0,False,1,
german,794,0.1,13,0.1299024428043024,1.0,False,1,
german,794,0.2,13,0.2598048856086048,1.0,False,1,
german,794,0.35,13,0.4546585498150583,1.0,False,1,
german,794,0.5,13,0.6495122140215119,1.0,False,1,
german,794,0.75,13,0.9742683210322679,1.0,False,1,
german,794,1.0,13,1.2990244280430239,1.0,False,2,
german,908,0.02,12,0.03056591031699546,1.0,False,2,
german,908,0.05,12,0.07641477579248865,1.0,False,2,
german,908,0.1,12,0.1528295515849773,1.0,False,2,
german,908,0.2,12,0.3056591031699546,1.0,False,2,
german,908,0.35,12,0.5349034305474205,1.0,False,2,
german,908,0.5,12,0.7641477579248865,1.0,False,2,
german,908,0.75,12,1.14622163688733,1.0,False,2,
german,908,1.0,12,1.528295515849773,1.0,False,2,
german,421,0.02,11,0.01868663043821015,1.0,False,1,
german,421,0.05,11,0.04671657609552539,1.0,False,1,
german,421,0.1,11,0.09343315219105078,1.0,False,1,
german,421,0.2,11,0.18686630438210156,1.0,False,1,
german,421,0.35,11,0.3270160326686776,1.0,False,1,
german,421,0.5,11,0.4671657609552538,1.0,False,1,
german,421,0.75,11,0.7007486414328806,1.0,False,1,
german,421,1.0,11,0.9343315219105076,1.0,False,1,
german,925,0.02,13,0.033663752866010595,0.26,True,2,0.45495495495495497
german,925,0.05,13,0.08415938216502648,0.21333333333333335,True,2,0.5127118644067796
german,925,0.1,13,0.16831876433005297,0.19666666666666666,True,2,0.5352697095435685
german,925,0.2,13,0.33663752866010593,0.22333333333333333,True,2,0.41201716738197425
german,925,0.35,13,0.5891156751551853,0.22333333333333333,True,2,0.5321888412017167
german,925,0.5,13,0.8415938216502648,0.22,True,2,0.4188034188034188
german,925,0.75,13,1.2623907324753971,0.19333333333333333,True,2,0.5082644628099173
german,925,1.0,13,1.6831876433005295,0.20666666666666667,True,2,0.44253185145025753
german,766,0.02,11,0.02484115292321777,1.0,False,1,
german,766,0.05,11,0.06210288230804442,1.0,False,1,
german,766,0.1,11,0.12420576461608884,1.0,False,1,
german,766,0.2,11,0.24841152923217769,1.0,False,1,
german,766,0.35,11,0.434720176156311,1.0,False,1,
german,766,0.5,11,0.6210288230804443,1.0,False,2,
german,766,0.75,11,0.9315432346206663,1.0,False,2,
german,766,1.0,11,1.2420576461608885,1.0,False,2,
german,611,0.02,13,0.03419864402471277,1.0,False,2,
german,611,0.05,13,0.08549661006178193,1.0,False,2,
german,611,0.1,13,0.17099322012356385,1.0,False,2,
german,611,0.2,13,0.3419864402471277,1.0,False,2,
german,611,0.35,13,0.5984762704324734,1.0,False,2,
german,611,0.5,13,0.8549661006178192,1.0,False,2,
german,611,0.75,13,1.2824491509267288,1.0,False,2,
german,611,1.0,13,1.7099322012356384,0.9866666666666667,False,2,
german,257,0.02,12,0.03262995024301165,1.0,False,1,
german,257,0.05,12,0.08157487560752912,1.0,False,1,
german,257,0.1,12,0.16314975121505823,1.0,False,1,
german,257,0.2,12,0.32629950243011646,1.0,False,1,
german,257,0.35,12,0.5710241292527037,1.0,False,1,
german,257,0.5,12,0.8157487560752912,1.0,False,1,
german,257,0.75,12,1.2236231341129367,1.0,False,2,
german,257,1.0,12,1.6314975121505824,1.0,False,2,
german,656,0.02,13,0.026739745957734696,0.5866666666666667,True,2,0.43548387096774194
german,656,0.05,13,0.06684936489433674,0.5633333333333334,True,2,0.4351145038167939
german,656,0.1,13,0.13369872978867348,0.56,True,2,0.3787878787878788
german,656,0.2,13,0.26739745957734695,0.5366666666666666,True,2,0.4460431654676259
german,656,0.35,13,0.46794555426035717,0.5366666666666666,True,2,0.5467625899280576
german,656,0.5,13,0.6684936489433674,0.5666666666666667,True,2,0.45384615384615384
german,656,0.75,13,1.0027404734150511,0.5766666666666667,True,2,0.4881889763779528
german,656,1.0,13,1.3369872978867348,0.5566666666666666,True,2,0.39097744360902253
german,352,0.02,12,0.028171131606927878,1.0,False,1,
german,352,0.05,12,0.0704278290173197,1.0,False,1,
german,352,0.1,12,0.1408556580346394,1.0,False,1,
german,352,0.2,12,0.2817113160692788,1.0,False,1,
german,352,0.35,12,0.4929948031212379,1.0,False,1,
german,352,0.5,12,0.704278290173197,1.0,False,1,
german,352,0.75,12,1.0564174352597955,1.0,False,1,
german,352,1.0,12,1.408556580346394,1.0,False,2,
german,253,0.02,13,0.02536920428899493,1.0,False,1,
german,253,0.05,13,0.06342301072248732,1.0,False,1,
german,253,0.1,13,0.12684602144497464,1.0,False,1,
german,253,0.2,13,0.2536920428899493,1.0,False,1,
german,253,0.35,13,0.4439610750574112,1.0,False,1,
german,253,0.5,13,0.6342301072248733,1.0,False,1,
