theta_deg,dt_ratio,rep,N,axis_true,thr_perm,null_max_med,obs_max_med,fire_perm,fire_boot,ucb_med,correct_axis,t_hat_med,t_err_med,ci_coverage,ci_width_med,n_pool,fire_equiv_5,fire_equiv_10,fire_equiv_15
0.0,1.5,3,25,12,0.9989241617545956,0.7643731674529313,0.9636576768037116,0.115,0.6,51.232859871360894,0.935,3.970211923183993,1.0297880768160066,0.2333333333333333,2.709535297208603,220,0.0,0.0,0.0333333333333333
0.0,1.5,3,50,12,0.9945918795990812,0.7135323563834575,0.9860406783192288,0.3,0.7,33.607379587680235,0.98,3.912100900147911,1.087899099852089,0.0666666666666666,1.4482806304635325,220,0.0,0.0,0.0166666666666666
0.0,1.5,3,100,12,0.9952712088788458,0.657710771906012,0.993729046892622,0.435,0.95,25.32059015048428,1.0,3.758567513230125,1.2414324867698758,0.0,1.0674070036417675,220,0.0,0.0,0.05
0.0,1.5,3,200,12,0.9971738662267828,0.7009840967658149,0.9996345747878744,0.91,1.0,16.281368845000358,1.0,3.761855126349043,1.2381448736509568,0.0,0.7652476120889484,220,0.0,0.0,0.2833333333333333
0.0,1.5,4,25,14,0.9926505205787818,0.6302838797735476,0.98932934710094,0.415,0.9666666666666668,26.4432557470542,0.995,4.182690392739042,0.8173096072609574,0.05,1.1226259880081615,220,0.0,0.0,0.05
0.0,1.5,4,50,14,0.9991404692711806,0.6989918434426459,0.9962175029910334,0.255,0.9833333333333332,19.69056662110692,1.0,4.07381942951822,0.9261805704817796,0.0,0.936207332454071,220,0.0,0.0,0.1666666666666666
0.0,1.5,4,100,14,0.9985816982216148,0.6862382361268241,0.9986275938022368,0.505,1.0,13.872913174669364,1.0,4.0947246852858274,0.905275314714173,0.0,0.6660105504094,220,0.0,0.0666666666666666,0.65
0.0,1.5,4,200,14,0.9936501133588778,0.6475018262921696,0.9999064239277634,1.0,1.0,8.610329644408885,1.0,4.070445582482467,0.929554417517533,0.0,0.4807217590603199,220,0.0,0.9666666666666668,1.0
0.0,2.5,0,25,14,0.9837326243532352,0.4898680504867309,0.9992273223546232,1.0,1.0,6.557473034941276,1.0,4.866420590349709,0.1335794096502907,0.65,0.2974805431633354,220,0.15,0.8166666666666667,0.9666666666666668
0.0,2.5,0,50,14,0.9748491861608236,0.4893385878735199,0.9997148639959672,1.0,1.0,5.136564651526379,1.0,4.853450125218896,0.1465498747811038,0.2666666666666666,0.2544321064093342,220,0.4666666666666667,1.0,1.0
0.0,2.5,0,100,14,0.9421662815232892,0.4869266231665496,0.9999070023933644,1.0,1.0,3.49722411922279,1.0,4.836038076082856,0.1639619239171446,0.0166666666666666,0.1762214713506984,220,0.9333333333333332,1.0,1.0
0.0,2.5,0,200,14,0.5747710489509413,0.4839077492044782,0.9999877199442252,1.0,1.0,2.303276354014385,1.0,4.846382279216142,0.153617720783858,0.0,0.1275959496009426,220,1.0,1.0,1.0
0.0,2.5,1,25,16,0.9831340399471225,0.5724361309771071,0.9994166225835938,1.0,1.0,6.985041104252532,1.0,4.909756624550212,0.0902433754497877,0.7666666666666667,0.2890875213702792,220,0.15,0.8166666666666667,1.0
0.0,2.5,1,50,16,0.9924668620713782,0.5734366586898574,0.9996843543322368,1.0,1.0,5.152107364629877,1.0,4.900107664227585,0.0998923357724144,0.6166666666666667,0.2108453362195499,220,0.45,0.9833333333333332,1.0
0.0,2.5,1,100,16,0.958876859120118,0.5598900704384293,0.999818839103658,1.0,1.0,3.6339888948362074,1.0,4.886558386280631,0.1134416137193694,0.1333333333333333,0.1516174922252835,220,0.9166666666666666,1.0,1.0
0.0,2.5,1,200,16,0.8099219057459445,0.5527566281806782,0.9997550441947292,1.0,1.0,2.9634878472192208,1.0,4.888849280903203,0.111150719096797,0.0,0.1091693028419018,220,1.0,1.0,1.0
0.0,2.5,2,25,14,0.9936424127634532,0.6215102758343654,0.9994603565425892,0.96,1.0,6.306882178139144,1.0,4.895514519163534,0.1044854808364661,0.6333333333333333,0.2721028134510823,220,0.15,0.9166666666666666,1.0
0.0,2.5,2,50,14,0.987158469894816,0.6426578985929163,0.9997180111003332,1.0,1.0,4.696170205971214,1.0,4.884843608918173,0.1151563910818267,0.4666666666666667,0.2017414727287758,220,0.5666666666666667,1.0,1.0
0.0,2.5,2,100,14,0.9886388928835969,0.5906977601204999,0.9997058022639592,1.0,1.0,3.5524971022249874,1.0,4.873252081939194,0.1267479180608055,0.0166666666666666,0.156770551094143,220,0.9,1.0,1.0
0.0,2.5,2,200,14,0.9530016894053834,0.6225870880564565,0.9997534967427606,1.0,1.0,2.764705141292302,1.0,4.875081199476204,0.1249188005237953,0.0,0.110667297361672,220,1.0,1.0,1.0
