kappa,surface,anchor,sigma_top,n_estimable,n_fire,alpha,fire_top,fire_mid,fire_deep,pi_top,pi_deep,gap_top,gap_deep,dos_top,dos_deep
1.3,resonant_1.5L,113,0.3332034070415962,2,2,-0.048253250569969,True,True,False,0.4597745049122876,0.2734926183237464,0.0633929713051772,0.024150229351458,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,114,0.3332034070415962,2,2,0.0330404969074419,True,True,False,0.4938130771209918,0.3522162196366028,0.0642665933703245,0.0119839051073749,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,115,0.3332034070415962,2,2,0.1767833071806037,True,True,False,0.4602661356895804,0.28381281212518,0.0652539398264884,0.0180205202625058,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,116,0.3332034070415962,3,3,0.5305399956224658,True,True,True,0.4258425928576358,0.095518615099196,0.0663621520045198,0.0318055972916762,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,117,0.3332034070415962,2,2,-0.394054732151581,True,True,False,0.4934363769855239,0.2494547452530304,0.0620237036018823,0.0252059271371502,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,118,0.3332034070415962,3,3,0.5658046423446188,True,True,True,0.4874168313943772,0.1269273137459264,0.0652252448673021,0.0297692148267306,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,119,0.3332034070415962,3,3,0.3898810364355147,True,True,True,0.483319132398138,0.0539410901607511,0.0612618346832424,0.0356827424719292,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,120,0.3332034070415962,3,3,0.5927998817184983,True,True,True,0.480423296380702,0.2075427466605137,0.0627432030605985,0.0275845303517856,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,121,0.3332034070415962,3,3,0.5959350504724319,True,True,True,0.4553800563568992,0.2759298427566091,0.0669907709780332,0.0293242102503601,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,122,0.3332034070415962,2,2,0.1622251910540599,True,True,False,0.4664855701105398,0.3513100781459136,0.0631723202790856,0.0137291697359673,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,123,0.3332034070415962,2,2,0.0792010478505199,True,True,False,0.4850214970122443,0.4144243426125013,0.0639895974670282,0.0127207020211482,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,124,0.3332034070415962,2,2,-0.1345418956633653,True,True,False,0.4397164086168507,0.3203530965011553,0.0660090507941718,0.0193599693989795,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,125,0.3332034070415962,3,3,0.3784028343708633,True,True,True,0.4429476288448363,0.0876990919191555,0.0635958634989788,0.0376363641015355,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,126,0.3332034070415962,2,2,0.0748385397808497,True,True,False,0.4799851231238415,0.4375566562896577,0.065293891560598,0.0254466417217769,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,127,0.3332034070415962,3,3,0.5625114380850844,True,True,True,0.4831089977903663,0.2467380143007043,0.0664616417239034,0.030472313899733,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,128,0.3332034070415962,3,3,0.4046451863191399,True,True,True,0.4796105232618994,0.1278390632973013,0.062583721665476,0.0357141820766615,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,129,0.3332034070415962,2,2,0.1716241474117534,True,True,False,0.4658456247754352,0.4855518439098715,0.0655871398389077,0.0062285094359947,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,130,0.3332034070415962,2,2,-0.1411798393858346,True,True,False,0.4451561248470989,0.456474238194377,0.0657304504404611,0.0028055886312026,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,131,0.3332034070415962,2,3,-0.2480804515132758,True,True,True,0.4884865993194112,0.0127075762521269,0.0648837761002921,0.066821629507847,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,132,0.3332034070415962,3,3,0.5307417602834493,True,True,True,0.4542697484171825,0.2415911110461664,0.0622842453093091,0.029842817766219,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,133,0.3332034070415962,2,2,0.0759220709247595,True,True,False,0.4511919369308682,0.3967669444415543,0.0662063425248762,0.0168566003679561,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,134,0.3332034070415962,2,3,-0.2793514191978776,True,True,True,0.4705398757792411,0.0428249391435965,0.0627723081130937,0.0528376241081739,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,135,0.3332034070415962,3,3,0.4753549203219405,True,True,True,0.4919387518252325,0.1281933401487767,0.064592244826026,0.0334185959118978,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,136,0.3332034070415962,3,3,0.2997451251844069,True,True,True,0.4981069262061345,0.0716787545728096,0.0617272558838477,0.0407391931228298,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,137,0.3332034070415962,3,3,0.4902959917448865,True,True,True,0.4892139943232538,0.0967684969064434,0.0649347873075663,0.0329071159762204,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,138,0.3332034070415962,2,2,-0.0056502437197715,True,True,False,0.4651966679638502,0.1863388108745712,0.0624914496824352,0.0192521114801369,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,139,0.3332034070415962,2,2,0.0184148514499128,True,True,False,0.4526042833975752,0.3162585747619207,0.0655684191277015,0.0215540409357252,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,140,0.3332034070415962,2,2,0.1839350880883901,True,True,False,0.4688616814228604,0.3441160092899709,0.0668953779337758,0.0102186960331448,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,141,0.3332034070415962,2,2,-0.1936292657814149,True,True,False,0.4902682045296784,0.2378903337333245,0.066823541081005,0.0235048355624668,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,142,0.3332034070415962,2,2,0.1390119209251049,True,True,False,0.4993468629015314,0.247681125637651,0.0631974833424961,0.0262563611215225,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,143,0.3332034070415962,3,3,0.5630654463969442,True,True,True,0.4297718309508717,0.2311452608116529,0.0612138558245273,0.0280446844958851,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,144,0.3332034070415962,2,2,-0.1223083032151608,True,True,False,0.476615706754711,0.4010541092206895,0.0640224957538652,0.0077715328977541,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,145,0.3332034070415962,3,3,0.4459876177756071,True,True,True,0.4990297750806786,0.1354478339081557,0.0650751826027412,0.0350674425471591,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,146,0.3332034070415962,3,3,0.3517733587935077,True,True,True,0.4316767629928069,0.098983828555297,0.0622761408810872,0.0382413334198939,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,147,0.3332034070415962,2,2,0.0880165768526821,True,True,False,0.4628596461746585,0.3893897548417447,0.0653982216002433,0.0190626422936762,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,148,0.3332034070415962,3,3,0.4846411922961511,True,True,True,0.4868506587020487,0.1445826372870538,0.0633799639756704,0.0323719541028875,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,149,0.3332034070415962,3,3,0.5219005569903383,True,True,True,0.4887627717119014,0.1733208556589178,0.0676997327660403,0.0328376076530569,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,150,0.3332034070415962,3,3,0.5683260194500401,True,True,True,0.4693781350940108,0.2223260157401055,0.0659560087619655,0.0299977035333265,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,151,0.3332034070415962,2,2,0.0439839886873357,True,True,False,0.4523835114656829,0.1663642825548737,0.0657579226442038,0.0257091892659633,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,152,0.3332034070415962,3,3,0.4365924010487343,True,True,True,0.4958789560193356,0.098369482562022,0.068148438619156,0.0372049814869845,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,153,0.3332034070415962,2,2,0.0603240512580626,True,True,False,0.4809766609348229,0.2375550911643442,0.0627455717853918,0.0199403516906662,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,154,0.3332034070415962,2,2,0.0322296878252845,True,True,False,0.4570075816156586,0.242386686925333,0.0674688134909424,0.0225645916752238,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,155,0.3332034070415962,2,2,0.1264654383548625,True,True,False,0.4666576549650649,0.213961340465543,0.0644778545914406,0.0245836509969761,0.7692307692307692,3.0769230769230766
1.3,resonant_1.5L,156,0.3332034070415962,3,3,0.5330484338874371,True,True,True,0.4634926970121079,0.2517805741731003,0.0626145953500187,0.0299053192342285,0.7692307692307692,3.0769230769230766
