sigma,dip_p,delta_hat,pi_cross,d_hat,pi_true,w_min,model,tau_obs,anchor,d_true,side
0.0632455532033676,0.0,0.2795040491910948,0.1,0.08105243772151006,0.109,0.10000000000000099,gated,0.02,0.4267948717948718,0.07320512820512821,-1
0.2,0.0,0.25231713588168087,0.36299940444422246,0.07009058613126228,0.367,0.3629994044442761,gated,0.02,0.4267948717948718,0.07320512820512821,-1
0.0632455532033676,0.0,0.2843361696508101,0.126,0.07244810130503866,0.14400000000000002,0.126000000000001,gated,0.02,0.5732051282051283,0.07320512820512821,1
0.2,0.0,0.2488988768968202,0.347994044850939,0.07814836233260149,0.368,0.3479940448537432,gated,0.02,0.5732051282051283,0.07320512820512821,1
0.02,0.9979277341216479,0.02080102958646468,0.5171605173818636,-0.0008605662349655569,0.0,0.4830405425388695,gated,0.02,0.42435897435897435,0.07564102564102565,-1
0.0632455532033676,0.0,0.2829546439066281,0.118,0.07494877143993176,0.117,0.11800000000000099,gated,0.02,0.42435897435897435,0.07564102564102565,-1
0.2,0.0,0.25493432447918535,0.3530005903574731,0.07544640556542115,0.379,0.3530005903574839,gated,0.02,0.42435897435897435,0.07564102564102565,-1
0.0632455532033676,0.0,0.2827147213133739,0.103,0.07998292822862008,0.11199999999999999,0.103000000000001,gated,0.02,0.5756410256410256,0.07564102564102565,1
0.2,0.0,0.2494542406319406,0.365999992261658,0.06849326440680606,0.32899999999999996,0.3659999922616593,gated,0.02,0.5756410256410256,0.07564102564102565,1
0.02,0.8926509937191333,0.010771495826964017,0.2667348032736104,0.012454367469944548,0.0,0.26680914198954625,gated,0.02,0.4219230769230769,0.07807692307692309,-1
0.0632455532033676,0.0,0.28127500542154493,0.098,0.08177852264088621,0.113,0.09800000000000099,gated,0.02,0.4219230769230769,0.07807692307692309,-1
0.2,0.0,0.2525276622959354,0.34499994499692355,0.07977104298585948,0.32,0.3449999449969248,gated,0.02,0.4219230769230769,0.07807692307692309,-1
0.0632455532033676,0.0,0.2796271083582627,0.102,0.08033688112798505,0.10299999999999998,0.10200000000000099,gated,0.02,0.578076923076923,0.07807692307692309,1
0.2,0.0,0.24940719843426545,0.34799998346052224,0.07814514898875198,0.36,0.34799998346052313,gated,0.02,0.578076923076923,0.07807692307692309,1
0.0632455532033676,0.0,0.281219899457211,0.109,0.07790990173009611,0.1,0.109000000000001,gated,0.02,0.4194871794871795,0.08051282051282052,-1
0.2,0.0,0.24922300899537503,0.36999982019921734,0.06637076452864668,0.348,0.36999982019921884,gated,0.02,0.4194871794871795,0.08051282051282052,-1
0.0632455532033676,0.0,0.2821178965108254,0.119,0.0746297869545648,0.09499999999999997,0.119000000000001,gated,0.02,0.5805128205128205,0.08051282051282052,1
0.2,0.0,0.2529572115987189,0.3580000185857633,0.07276196185093563,0.368,0.35800001858576447,gated,0.02,0.5805128205128205,0.08051282051282052,1
0.0632455532033676,0.0,0.2802316161156167,0.077,0.09015932124091512,0.091,0.077000000000001,gated,0.02,0.41705128205128206,0.08294871794871796,-1
0.2,0.0,0.2517660352690795,0.3469998990014166,0.07868657352974567,0.352,0.3469998990014722,gated,0.02,0.41705128205128206,0.08294871794871796,-1
0.0632455532033676,1.8651786110046586e-06,0.28058506354957413,0.087,0.08597997339334662,0.09299999999999997,0.087000000000001,gated,0.02,0.5829487179487179,0.08294871794871796,1
0.2,0.0,0.2505311779889078,0.335000041702522,0.08522957867452126,0.33999999999999997,0.335000041702523,gated,0.02,0.5829487179487179,0.08294871794871796,1
0.0632455532033676,4.160093978078372e-06,0.2844335090702196,0.091,0.08440892483989718,0.096,0.091000000000001,gated,0.02,0.4146153846153846,0.08538461538461539,-1
0.2,0.0,0.24965939838037923,0.31999753905413725,0.09354113615090619,0.332,0.31999753905442074,gated,0.02,0.4146153846153846,0.08538461538461539,-1
0.02,0.9840982959717633,0.008455247531446664,0.5465235074056948,-0.0023376545650222623,0.0,0.4537453169845191,gated,0.02,0.5853846153846154,0.08538461538461539,1
0.0632455532033676,0.0,0.2830273341008695,0.083,0.08760594464305708,0.10199999999999998,0.08300000000000099,gated,0.02,0.5853846153846154,0.08538461538461539,1
0.2,0.0,0.2505504485410886,0.31800007506625183,0.09465972299365219,0.351,0.318000075066253,gated,0.02,0.5853846153846154,0.08538461538461539,1
0.0632455532033676,0.00010909853611851261,0.28150130629538683,0.089,0.08518787853932856,0.081,0.089000000000001,gated,0.02,0.41217948717948716,0.08782051282051283,-1
0.2,0.0,0.24942063058665342,0.33800031333921005,0.08358536291357625,0.304,0.3380003133392141,gated,0.02,0.41217948717948716,0.08782051282051283,-1
0.0632455532033676,6.891123117325204e-05,0.27973577470239824,0.085,0.08678578900789259,0.07899999999999996,0.08500000000000099,gated,0.02,0.5878205128205128,0.08782051282051283,1
0.2,0.0,0.25170332123277,0.3170000988014185,0.09522082522189436,0.32799999999999996,0.31700009880142244,gated,0.02,0.5878205128205128,0.08782051282051283,1
0.0632455532033676,3.03989656288417e-05,0.28074160967422845,0.081,0.0884411029689934,0.082,0.08100000000000099,gated,0.02,0.4097435897435897,0.09025641025641026,-1
0.2,0.0,0.2518587633369864,0.3209999314304205,0.09298089580068399,0.331,0.3209999314304221,gated,0.02,0.4097435897435897,0.09025641025641026,-1
0.0632455532033676,1.2120447738239726e-05,0.27935715788834176,0.089,0.08518787853932856,0.08599999999999997,0.089000000000001,gated,0.02,0.5902564102564103,0.09025641025641026,1
0.2,0.0,0.2475055688192997,0.3359999832541131,0.08468095366124087,0.34099999999999997,0.3359999832541159,gated,0.02,0.5902564102564103,0.09025641025641026,1
0.0632455532033676,0.0007321598062397516,0.28001669689111314,0.082,0.08802160524526616,0.069,0.08200000000000099,gated,0.02,0.4073076923076923,0.0926923076923077,-1
0.2,0.0,0.2538290325840406,0.31599999568632486,0.09578274924778711,0.336,0.3159999956863261,gated,0.02,0.4073076923076923,0.0926923076923077,-1
0.0632455532033676,0.00033764406273273373,0.28131639719267876,0.074,0.09149304536920082,0.07399999999999995,0.074000000000001,gated,0.02,0.5926923076923077,0.0926923076923077,1
0.2,0.0,0.25114756435633445,0.310000000360143,0.0991700692653242,0.30700000000000005,0.31000000036014413,gated,0.02,0.5926923076923077,0.0926923076923077,1
0.0632455532033676,0.0184701749778603,0.2827449576515371,0.065,0.09576021148874471,0.055,0.065000000000001,gated,0.02,0.40487179487179487,0.09512820512820513,-1
0.2,0.0,0.24997003519492034,0.2899999881421045,0.11067695083941667,0.32,0.2899999881421054,gated,0.02,0.40487179487179487,0.09512820512820513,-1
0.0632455532033676,0.0005075114859048879,0.2802885186948615,0.066,0.09526435595779037,0.06899999999999995,0.06600000000000099,gated,0.02,0.5951282051282052,0.09512820512820513,1
0.2,0.0,0.250752280812329,0.30100000128604804,0.10430531362713596,0.34199999999999997,0.30100000128604903,gated,0.02,0.5951282051282052,0.09512820512820513,1
0.0632455532033676,0.00019061074869308747,0.2766201768797848,0.077,0.09015932124091512,0.075,0.077000000000001,gated,0.02,0.4024358974358974,0.09756410256410257,-1
0.2,0.0,0.24957779519796344,0.31499999265291556,0.09634537405338213,0.327,0.3149999926529167,gated,0.02,0.4024358974358974,0.09756410256410257,-1
0.0632455532033676,0.01760930787541115,0.2778205152062041,0.063,0.09676997105031938,0.061000000000000054,0.063000000000001,gated,0.02,0.5975641025641025,0.09756410256410257,1
0.2,0.0,0.25080774364852876,0.3050879738743522,0.10196446383095702,0.33499999999999996,0.30508799026638583,gated,0.02,0.5975641025641025,0.09756410256410257,1
0.0632455532033676,0.13536176502088626,0.27910545463684716,0.053,0.10223241250921357,0.046,0.053000000000001005,gated,0.02,0.4,0.1,-1
0.2,0.0,0.252196981890555,0.3279999939750294,0.08908850459384444,0.319,0.3279999939750306,gated,0.02,0.4,0.1,-1
0.0632455532033676,0.0016209936290892957,0.27812477424005794,0.058,0.09940852672792612,0.061000000000000054,0.058000000000001,gated,0.02,0.6,0.1,1
0.2,0.0,0.24725573036827794,0.2840020468079693,0.11419868682251971,0.30600000000000005,0.2840020468094235,gated,0.02,0.6,0.1,1
0.0632455532033676,0.3037887908403186,0.2778704066766751,0.04,0.11072310906177371,0.043,0.040000000000001,gated,0.02,0.39,0.11,-1
0.2,0.0,0.2508007183062432,0.2869988457166923,0.1124347361851305,0.292,0.2869988457167342,gated,0.02,0.39,0.11,-1
0.0632455532033676,0.06801790591229506,0.2795305480791207,0.039,0.1114646142596187,0.04700000000000004,0.039000000000001,gated,0.02,0.61,0.11,1
0.2,0.0,0.2502345029159889,0.313000505799719,0.09747262754788118,0.28,0.3130005058006449,gated,0.02,0.61,0.11,1
0.0632455532033676,0.8710832558577293,0.2838810748756033,0.027,0.1218638450085572,0.026,0.027000000000001,gated,0.02,0.38,0.12,-1
0.2,0.0,0.24982705839354896,0.2619999968493786,0.1274383368358942,0.287,0.2619999968493795,gated,0.02,0.38,0.12,-1
0.0632455532033676,0.9585894306466145,0.28625265558938906,0.033,0.11627212198374055,0.026000000000000023,0.033000000000001,gated,0.02,0.62,0.12,1
0.2,0.0,0.2494104622701663,0.2530024679373116,0.13301424574568504,0.28600000000000003,0.25300246896796125,gated,0.02,0.62,0.12,1
0.0632455532033676,0.9274366068546493,0.27861200505208217,0.024,0.12505976012724068,0.026,0.024000000000001,gated,0.02,0.37,0.13,-1
0.2,0.0,0.25002264603311575,0.2599999977673633,0.12866908245520245,0.251,0.2599999977673643,gated,0.02,0.37,0.13,-1
0.0632455532033676,0.9924046194478056,0.27523163864418043,0.026,0.12289456903677473,0.019000000000000017,0.026000000000000998,gated,0.02,0.63,0.13,1
0.2,0.0,0.24956230877531177,0.23600000097779997,0.14384574545309545,0.275,0.23600000097780174,gated,0.02,0.63,0.13,1
0.2,0.0,0.24700474068099315,0.24599998379917426,0.13742626764359023,0.258,0.2459999837991754,gated,0.02,0.36,0.14,-1
0.2,0.0,0.24796178975836466,0.25199998691906006,0.1336418681432959,0.256,0.2519999869190612,gated,0.02,0.64,0.14,1
0.02,0.9832701966421221,0.019423572937731254,0.4913903812540399,0.00043165578539247087,0.0,0.4914626908847815,gated,0.02,0.35,0.15,-1
0.2,0.0,0.24643871682837018,0.22899965239291198,0.14842906039280054,0.215,0.22899965239294612,gated,0.02,0.35,0.15,-1
0.2,0.0,0.24700316640890352,0.22600000304993642,0.15041697931031306,0.21999999999999997,0.22600000304993756,gated,0.02,0.65,0.15,1
0.2,0.0,0.24830321158222685,0.21399834798389095,0.15852487739327714,0.216,0.21399834798513498,gated,0.02,0.33999999999999997,0.16,-1
0.2,0.0,0.25015061698458585,0.23296450672912034,0.14582375414851934,0.20399999999999996,0.23296450751922362,gated,0.02,0.66,0.16,1
0.02,0.9018648319226614,0.0203254404887696,0.5043235417042665,-0.0002167544807696504,0.0,0.4956590796133212,gated,0.02,0.33,0.16999999999999998,-1
0.2,0.0,0.2500510252902917,0.20800407367064794,0.16267323471856732,0.18,0.20800407367726936,gated,0.02,0.33,0.16999999999999998,-1
0.2,0.0,0.24884445323877097,0.1809998774201534,0.1823122401191653,0.18600000000000005,0.18099987742015455,gated,0.02,0.6699999999999999,0.16999999999999998,1
0.2,0.0,0.24755226278920867,0.17099997493726998,0.1900442080421919,0.187,0.1709999749372711,gated,0.02,0.32,0.18,-1
0.2,0.0,0.24409556100175334,0.19202144528479984,0.1740942622858519,0.20099999999999996,0.19202144580678562,gated,0.02,0.6799999999999999,0.18,1
0.2,0.0,0.2469460080578439,0.1879999370543202,0.17705813646117818,0.156,0.18799993705432866,gated,0.02,0.31,0.19,-1
0.2,0.0,0.2473971939038062,0.18499999699795838,0.1792946750496977,0.16600000000000004,0.18499999699795946,gated,0.02,0.69,0.19,1
0.2,0.0,0.24848747569158774,0.15599998685859726,0.20220687661152792,0.152,0.15599998685860542,gated,0.02,0.3,0.2,-1
0.2,0.0,0.2452069379188812,0.15700000057588773,0.2013728552804168,0.17100000000000004,0.15700000057588878,gated,0.02,0.7,0.2,1
0.0632455532033676,0.8906208357874692,0.02434469054665559,0.5036110477173771,-0.000572478377019827,0.002,0.49638936198012173,gated,0.02,0.29,0.21000000000000002,-1
0.2,0.0,0.2440070974021507,0.13199999282936803,0.22339735228347798,0.156,0.13199999282936903,gated,0.02,0.29,0.21000000000000002,-1
0.0632455532033676,0.7548575262565295,0.01973779813925211,0.4956830785369364,0.0006843882634279665,0.0,0.49568425847293235,gated,0.02,0.71,0.21000000000000002,1
0.2,0.0,0.24360384865645837,0.15308732863495522,0.20465634693324974,0.14700000000000002,0.153087365449329,gated,0.02,0.71,0.21000000000000002,1
0.0632455532033676,0.9918409858530071,0.004745196235182783,0.40067466416247827,0.01591265729881496,0.004,0.40067806648080445,gated,0.02,0.28,0.22,-1
0.2,0.0,0.24468550805715922,0.14900103523221203,0.20814548531613225,0.16,0.14900103523285724,gated,0.02,0.28,0.22,-1
0.2,0.0,0.2440890841933234,0.13999999131389723,0.21606387596803334,0.134,0.13999999131389818,gated,0.02,0.72,0.22,1
0.0632455532033676,0.9961383913052404,0.032598171418961035,0.023134051556857202,0.1260445434009281,0.0,0.023172899002451473,gated,0.02,0.27,0.22999999999999998,-1
0.2,0.0,0.24147346690749058,0.12700000424226152,0.22813749119125976,0.124,0.1270000042422641,gated,0.02,0.27,0.22999999999999998,-1
0.0632455532033676,0.9910242824552865,0.02435372951524345,0.4581232364748023,0.006651091844650607,0.0010000000000000009,0.4583288092636064,gated,0.02,0.73,0.22999999999999998,1
0.2,0.0,0.24214796777982703,0.12600000010848172,0.22910101217372675,0.129,0.1260000001084832,gated,0.02,0.73,0.22999999999999998,1
0.0632455532033676,0.9984409092415999,0.020287411464271408,0.5135055008133218,-0.002141477925580255,0.0,0.48657100343801357,gated,0.02,0.26,0.24,-1
0.2,0.0,0.24726268183558744,0.111999888852485,0.24319220064526711,0.126,0.1119998888524865,gated,0.02,0.26,0.24,-1
0.0632455532033676,0.9715585338775404,0.026120979291690938,0.6013624384131749,-0.016246213529841503,0.0,0.3987031375705887,gated,0.02,0.74,0.24,1
0.2,0.0002579043494650435,0.24349889612547665,0.12199923019679286,0.23301014521121202,0.09999999999999998,0.12199923019689561,gated,0.02,0.74,0.24,1
0.0632455532033676,0.9950961575425848,0.009798109988605145,0.39610781304630743,0.01666106693447334,0.0,0.39624974425964127,gated,0.02,0.25,0.25,-1
0.2,5.254610834559692e-06,0.24204767376095138,0.12399999839800137,0.2310441708876006,0.116,0.12399999839800244,gated,0.02,0.25,0.25,-1
0.0632455532033676,0.9966776135008094,0.01923226120981178,0.3112012452630425,0.031145162577464837,0.0,0.31121258825288456,gated,0.02,0.75,0.25,1
0.2,1.983032764618642e-05,0.24167822798791222,0.1159999779110158,0.23904457890802827,0.10499999999999998,0.11599997791101761,gated,0.02,0.75,0.25,1
0.0632455532033676,0.8027208379143975,0.0037261431684213198,0.48030768542752184,0.0031231523634470595,0.0,0.48036915099373845,gated,0.02,0.24,0.26,-1
0.2,3.555206603111927e-05,0.24450524153129563,0.10399971662459206,0.2518171099370549,0.094,0.10399971662459623,gated,0.02,0.24,0.26,-1
0.0632455532033676,0.8720047312975754,0.01254555860222406,0.10810726021747843,0.07821304390118676,0.0,0.108205931702596,gated,0.02,0.76,0.26,1
0.2,0.0009931262639042426,0.23998777463352267,0.10800112201730878,0.2474457105831602,0.08799999999999997,0.10800112201966071,gated,0.02,0.76,0.26,1
0.0632455532033676,0.8458475936215614,0.021904127026699194,0.43629512766795187,0.01014263837570356,0.0,0.43656099218690425,gated,0.02,0.22999999999999998,0.27,-1
0.2,0.0004923361690114536,0.24294592194418066,0.09100011830338517,0.2669243128282844,0.082,0.09100011830341263,gated,0.02,0.22999999999999998,0.27,-1
0.0632455532033676,0.7015684314388166,0.0067337071180816055,0.2720123843185427,0.038373483407380074,0.0,0.2721509998357232,gated,0.02,0.77,0.27,1
0.2,2.0798214699579987e-05,0.24572868366965056,0.09814712868458188,0.25843632280430384,0.09099999999999997,0.09814748173666869,gated,0.02,0.77,0.27,1
0.0632455532033676,0.7054037189293403,0.02199132946216741,0.31317983348795225,0.030791540852875447,0.0,0.3132489662341462,gated,0.02,0.21999999999999997,0.28,-1
0.2,0.004126550018705211,0.24280107692678668,0.07599999593871402,0.286500549845623,0.073,0.07599999593871505,gated,0.02,0.21999999999999997,0.28,-1
0.0632455532033676,0.9265485787421541,0.010195000036162971,0.45436361161061906,0.007250729539356626,0.0,0.4544439215186409,gated,0.02,0.78,0.28,1
0.2,0.005445679102727308,0.2420794782491456,0.08700000018211952,0.2718925488536162,0.07499999999999996,0.08700000018212052,gated,0.02,0.78,0.28,1
0.0632455532033676,0.9807898191013199,0.01785514138818574,0.4456855594102715,0.008637410955623709,0.0,0.4456996687586707,gated,0.02,0.21000000000000002,0.29,-1
0.2,0.005632835494818078,0.2395811612459509,0.07499938243038494,0.28790716673858896,0.08,0.07499938243077055,gated,0.02,0.21000000000000002,0.29,-1
0.0632455532033676,0.989186885074267,0.0010027526595556835,0.29048470642085067,0.034909601345203475,0.0,0.29070542030346924,gated,0.02,0.79,0.29,1
0.2,0.05111513633595577,0.23352805934647416,0.0819974631865153,0.2783521056650852,0.062000000000000055,0.08199746318963873,gated,0.02,0.79,0.29,1
0.0632455532033676,0.9902824587682928,0.002441908952428469,0.45908598536031137,0.00649763740455494,0.0,0.45911236572900344,gated,0.02,0.2,0.3,-1
0.2,0.002646578958636181,0.23963160078049772,0.05399999862316093,0.32144958089162823,0.08,0.05399999862316195,gated,0.02,0.2,0.3,-1
0.0632455532033676,0.8738443853305156,0.009519873705778253,0.3620757717452966,0.022320356849136205,0.0,0.3620861556697382,gated,0.02,0.8,0.3,1
0.2,0.21035568749464462,0.23990846581966635,0.07099999818276567,0.2936767623266543,0.05700000000000005,0.07099999818276667,gated,0.02,0.8,0.3,1
0.0632455532033676,0.18851793767894398,0.009880875011604867,0.33207287983849404,0.027460997388710648,0.0,0.3320935463401382,gated,0.02,0.19,0.31,-1
0.2,0.031588949473539185,0.24049501658165054,0.065001255020045,0.3028183979196383,0.067,0.0650012550224753,gated,0.02,0.19,0.31,-1
0.0632455532033676,0.9947534498894927,0.022948681150218586,0.4892826788975643,0.001699254468293029,0.0,0.48941155810384934,gated,0.02,0.81,0.31,1
0.2,0.08985131309497896,0.24117163113450074,0.06400009263151657,0.3044071004633973,0.05900000000000005,0.06400009263152216,gated,0.02,0.81,0.31,1
0.0632455532033676,0.9286685882667142,0.009647733113748558,0.4655765985312739,0.00546403786241026,0.0,0.46559858672154836,gated,0.02,0.18,0.32,-1
0.2,0.1496622876254533,0.23826349303350605,0.04499997052680919,0.33907960424283723,0.055,0.044999970526810235,gated,0.02,0.18,0.32,-1
0.0632455532033676,0.8859714510663985,0.029912693678654262,0.2549749319486355,0.041673491860162636,0.0,0.25601927129858587,gated,0.02,0.8200000000000001,0.32,1
0.2,0.30710436330663526,0.23577413002596254,0.04898215584559936,0.3309607513628561,0.050000000000000044,0.048982156082582086,gated,0.02,0.8200000000000001,0.32,1
0.0632455532033676,0.9488911859803767,0.029793610958738594,0.3577694551162368,0.023048409776875417,0.0,0.35842794776381254,gated,0.02,0.16999999999999998,0.33,-1
0.2,0.02091934409735785,0.2326960530327914,0.05398820316920003,0.3214710996319687,0.068,0.053988203912561365,gated,0.02,0.16999999999999998,0.33,-1
0.0632455532033676,0.9958908662386505,0.018101201146867474,0.5158618505102384,-0.0025152911084910293,0.0,0.4841628172968605,gated,0.02,0.8300000000000001,0.33,1
0.2,0.36313519737784694,0.23029997922455264,0.052003449012795966,0.3251461946858886,0.04700000000000004,0.05200344903171783,gated,0.02,0.8300000000000001,0.33,1
0.0632455532033676,0.991254302291165,0.009469257408543479,0.4326534890179283,0.01072787274751964,0.0,0.43266454653536707,gated,0.02,0.15999999999999998,0.34,-1
0.2,0.12476662784815507,0.24037646523913675,0.04599988041424515,0.3369884014799977,0.054,0.04599988041424659,gated,0.02,0.15999999999999998,0.34,-1
0.0632455532033676,0.8496862057209145,0.022485157956631252,0.3946537211752578,0.01689984712761613,0.0,0.39470705473304385,gated,0.02,0.8400000000000001,0.34,1
0.2,0.8117664006482731,0.2356415981696906,0.037951389518259264,0.3549940748261605,0.03500000000000003,0.03795139430828935,gated,0.02,0.8400000000000001,0.34,1
0.02,0.6398253838973809,0.01872907668340757,0.4781645849247024,0.0010952125039101366,0.0,0.4782364742899161,gated,0.02,0.15000000000000002,0.35,-1
0.0632455532033676,0.9905948981251378,0.005924870171056123,0.27722467567756676,0.03738483055763275,0.0,0.2777381653077557,gated,0.02,0.15000000000000002,0.35,-1
0.2,0.9852083813675241,0.23351838410146894,0.04600192713560087,0.33698415862366127,0.035,0.04600192714749025,gated,0.02,0.15000000000000002,0.35,-1
0.0632455532033676,0.9979485919852166,0.023165901946769873,0.5718451536561763,-0.011452109148433061,0.0,0.4282940053305998,gated,0.02,0.85,0.35,1
0.2,0.2158434625537874,0.23940425928764852,0.03699999529549596,0.3573226847336579,0.05300000000000005,0.03699999529549922,gated,0.02,0.85,0.35,1
0.02,0.0,0.3020236492413153,0.37588220322082283,0.006326274186204183,0.397,0.37588243010112304,gated,0.05,0.495,0.005,-1
0.0632455532033676,0.0,0.27885952507205036,0.46486816173261686,0.005576777201320551,0.495,0.4648686932459599,gated,0.05,0.495,0.005,-1
0.2,0.0,0.25055616392790797,0.45536712094741055,0.022422491033063145,0.496,0.45537291512944716,gated,0.05,0.495,0.005,-1
0.02,0.0,0.2914269058869333,0.42197328402689055,0.003936957937584349,0.41600000000000004,0.4219753680027576,gated,0.05,0.505,0.005,1
0.0632455532033676,0.0,0.28248044254765503,0.48397641627377036,0.002540951668129593,0.45599999999999996,0.48397732055360443,gated,0.05,0.505,0.005,1
0.2,0.0,0.2543043357125229,0.49611631591212196,0.0019470212223883796,0.484,0.49611312364648197,gated,0.05,0.505,0.005,1
0.02,0.0,0.29450960577415464,0.36486350417763364,0.006909773884169911,0.349,0.3648638996984771,gated,0.05,0.49256410256410255,0.0074358974358974365,-1
0.0632455532033676,0.0,0.28902160181953146,0.44903191369099565,0.008102235575774202,0.473,0.44903247068369834,gated,0.05,0.49256410256410255,0.0074358974358974365,-1
0.2,0.0,0.2470503542343278,0.4867730062522779,0.006632246647029981,0.493,0.48677616012301556,gated,0.05,0.49256410256410255,0.0074358974358974365,-1
0.02,0.0,0.2959863023962316,0.3556161359734621,0.007404032337505885,0.33499999999999996,0.35561653821982875,gated,0.05,0.5074358974358975,0.0074358974358974365,1
0.0632455532033676,0.0,0.2856977291615901,0.44870966317477984,0.008153746575668927,0.45299999999999996,0.4487098956582207,gated,0.05,0.5074358974358975,0.0074358974358974365,1
0.2,0.0,0.25210026808588093,0.47394904853209174,0.013069305708268197,0.491,0.4739551373761643,gated,0.05,0.5074358974358975,0.0074358974358974365,1
0.02,0.0,0.30010404833978066,0.30942346131783777,0.009949704409962613,0.305,0.30942376934585486,gated,0.05,0.49012820512820515,0.009871794871794872,-1
0.0632455532033676,0.0,0.28378845990877855,0.4212150218208961,0.012572338961895354,0.435,0.4212170154435585,gated,0.05,0.49012820512820515,0.009871794871794872,-1
0.2,0.0,0.24851244227497862,0.4911864416957377,0.004418822370652322,0.465,0.49117950133459337,gated,0.05,0.49012820512820515,0.009871794871794872,-1
0.02,0.0,0.29898392394126666,0.3301841202025293,0.008788096240390727,0.31399999999999995,0.33018488856377115,gated,0.05,0.5098717948717949,0.009871794871794872,1
0.0632455532033676,0.0,0.279478343941979,0.4307902937697891,0.011027652445785801,0.42600000000000005,0.43079223818435725,gated,0.05,0.5098717948717949,0.009871794871794872,1
0.2,0.0,0.2520450638764853,0.45875833128474597,0.020712471191489692,0.491,0.4587661656113107,gated,0.05,0.5098717948717949,0.009871794871794872,1
0.02,0.0,0.2917364563862311,0.27623635326931245,0.01188117837101858,0.263,0.27623739045370793,gated,0.05,0.4876923076923077,0.012307692307692308,-1
0.0632455532033676,0.0,0.2819123779148861,0.40476185970816153,0.015244740408723527,0.404,0.40476252804921004,gated,0.05,0.4876923076923077,0.012307692307692308,-1
0.2,0.0,0.24998813171554388,0.4718804678439214,0.014108735955479146,0.456,0.4718888678834734,gated,0.05,0.4876923076923077,0.012307692307692308,-1
0.02,0.0,0.2977960394679867,0.2804525813650712,0.01162995118555544,0.28500000000000003,0.2804528987389239,gated,0.05,0.5123076923076924,0.012307692307692308,1
0.0632455532033676,0.0,0.28456580009096555,0.44329078383252607,0.009020780155190488,0.39,0.44329233428154086,gated,0.05,0.5123076923076924,0.012307692307692308,1
0.2,0.0,0.24631352283538246,0.4810539562078647,0.009501710928878578,0.488,0.48104571016746,gated,0.05,0.5123076923076924,0.012307692307692308,1
0.02,0.0,0.29026982420406805,0.20924362687799047,0.016180969850744277,0.253,0.2092450407124874,gated,0.05,0.48525641025641025,0.014743589743589743,-1
0.0632455532033676,0.0,0.2803918903568804,0.44085913603968163,0.009410391585675026,0.418,0.44086056224001907,gated,0.05,0.48525641025641025,0.014743589743589743,-1
0.2,0.0,0.24719200442210174,0.4673672529688346,0.01637791967878364,0.441,0.46736321317334933,gated,0.05,0.48525641025641025,0.014743589743589743,-1
0.02,0.0,0.2910160680207938,0.2038653427493299,0.01655787462227651,0.259,0.20386598733913713,gated,0.05,0.5147435897435897,0.014743589743589743,1
0.0632455532033676,0.0,0.28884019123318283,0.42532878270400404,0.011907840262044294,0.42200000000000004,0.42532952296989834,gated,0.05,0.5147435897435897,0.014743589743589743,1
0.2,0.0,0.2479299793114591,0.45937492874275887,0.02040171783243507,0.46399999999999997,0.45936747962115254,gated,0.05,0.5147435897435897,0.014743589743589743,1
0.02,9.84854690766479e-06,0.2932096242518601,0.21562670956729965,0.01574097191741782,0.19,0.21562780594023487,gated,0.05,0.4828205128205128,0.01717948717948718,-1
0.0632455532033676,0.0,0.2894277578445161,0.392975497509007,0.017175732584000004,0.38,0.39297649990664707,gated,0.05,0.4828205128205128,0.01717948717948718,-1
0.2,0.0,0.2534602846025572,0.4621603476866931,0.01899852234491888,0.479,0.4621649823573618,gated,0.05,0.4828205128205128,0.01717948717948718,-1
0.02,0.0,0.3027556280049769,0.19622813361864422,0.01710342798441316,0.19399999999999995,0.19622817825064356,gated,0.05,0.5171794871794871,0.01717948717948718,1
0.0632455532033676,0.0,0.2799058141084768,0.41379589065790123,0.013774326555242298,0.41500000000000004,0.41379647876582687,gated,0.05,0.5171794871794871,0.01717948717948718,1
0.2,0.0,0.24911313235022026,0.4618188538393247,0.01917050317997275,0.473,0.4618246229263424,gated,0.05,0.5171794871794871,0.01717948717948718,1
0.02,0.000403657404491109,0.2970495802674092,0.16505531652938385,0.019477821201637716,0.15,0.16505613587645418,gated,0.05,0.4803846153846154,0.019615384615384618,-1
0.0632455532033676,0.0,0.28727980922488466,0.3921499539623659,0.01731156449772558,0.403,0.3921508581064354,gated,0.05,0.4803846153846154,0.019615384615384618,-1
0.2,0.0,0.247875290425482,0.4389705975889215,0.030715927038469645,0.442,0.43897763861339867,gated,0.05,0.4803846153846154,0.019615384615384618,-1
0.02,5.256359355376716e-05,0.2910415853329351,0.14568393783466005,0.021102512419010917,0.16800000000000004,0.14568427566632058,gated,0.05,0.5196153846153846,0.019615384615384618,1
0.0632455532033676,0.0,0.2858266019791179,0.37522275716932857,0.020115372900181384,0.361,0.37522346587639926,gated,0.05,0.5196153846153846,0.019615384615384618,1
0.2,0.0,0.25346640962275163,0.4477832324962201,0.026252801056735633,0.44199999999999995,0.4477873031831197,gated,0.05,0.5196153846153846,0.019615384615384618,1
0.02,0.018174598842613632,0.2987955165010262,0.13733616049464098,0.021847317277110295,0.136,0.13733675310208907,gated,0.05,0.47794871794871796,0.022051282051282053,-1
0.0632455532033676,0.0,0.28877656883319547,0.36043895056754194,0.02259673454336635,0.347,0.36043852452162467,gated,0.05,0.47794871794871796,0.022051282051282053,-1
