sigma,dip_p,delta_hat,pi_cross,d_hat,pi_true,w_min,model,tau_obs,anchor,d_true,side
0.0632455532033676,0.9930622133207934,0.023680177954851202,0.39925151462190983,0.016145637384264985,0.0,0.3992912260789484,kink,0.02,0.26,0.24,-1
0.2,0.9961242201221693,0.1852309458830434,0.1031433886141841,0.2527683808781231,0.101,0.10316738647600182,kink,0.02,0.26,0.24,-1
0.02,0.9915260561189688,0.04107949373016839,0.33650882728291026,0.008440201747988822,0.0,0.3364924746193991,kink,0.02,0.74,0.24,1
0.0632455532033676,0.8423814201497074,0.11096441351437003,0.4444624118361336,0.008833178788706203,0.0,0.4447245548582764,kink,0.02,0.74,0.24,1
0.2,0.000407008114166052,0.467134645939258,0.11586674173509318,0.239181077012909,0.11699999999999999,0.11587214013381147,kink,0.02,0.74,0.24,1
0.0632455532033676,1.0,0.022675026267389976,0.438686042469323,0.009758878089559412,0.0,0.4388805297713118,kink,0.02,0.25,0.25,-1
0.2,0.9778124842241369,0.20024077840968174,0.10780669449188522,0.24765538920881727,0.087,0.10782869270365546,kink,0.02,0.25,0.25,-1
0.02,0.9206834700398826,0.014120995413147985,0.43434147601961004,0.003306632910081405,0.0,0.4347273166985745,kink,0.02,0.75,0.25,1
0.0632455532033676,0.9973859452241964,0.10430038617489823,0.4680875191200703,0.005064591863448402,0.0,0.46821937754255266,kink,0.02,0.75,0.25,1
0.2,7.875686096603385e-05,0.4877773430960606,0.09655146507208494,0.2602908994015456,0.12,0.09655857736123413,kink,0.02,0.75,0.25,1
0.02,0.6312294216463121,0.01195913141129654,0.07506798003541078,0.028781028013199716,0.0,0.07502204227432016,kink,0.02,0.24,0.26,-1
0.0632455532033676,0.9902212149356223,0.02363583617604417,0.49622169937914684,0.0005989946342813858,0.0,0.49636797653196096,kink,0.02,0.24,0.26,-1
0.2,0.9956521263002351,0.19714277889487208,0.08711439392363345,0.27174812885947297,0.106,0.08713942896623172,kink,0.02,0.24,0.26,-1
0.02,0.812055844682348,0.03999847810266177,0.3121288916304245,0.009796498734254635,0.0,0.31220612398975006,kink,0.02,0.76,0.26,1
0.0632455532033676,0.9966754485959142,0.08562415961708991,0.27711952484640384,0.03740468444588514,0.0,0.27717809151619094,kink,0.02,0.76,0.26,1
0.2,0.12049555929294609,0.4936765052844521,0.0977280909076803,0.2589211998287606,0.08999999999999997,0.09773393458341906,kink,0.02,0.76,0.26,1
0.0632455532033676,0.7640585800333677,0.028486732706222432,0.6615557795535124,-0.026355235873277604,0.0,0.3385686826958438,kink,0.02,0.22999999999999998,0.27,-1
0.2,0.998898274388326,0.1899326203037727,0.07634983607671779,0.2860120885851182,0.09,0.07637700513561209,kink,0.02,0.22999999999999998,0.27,-1
0.02,0.8799180400065867,0.03500698495890836,0.34492123631713945,0.007981377034367087,0.0,0.3449423665891576,kink,0.02,0.77,0.27,1
0.0632455532033676,0.990870943203963,0.02125973045414642,0.4837443254157755,0.0025777758890380715,0.0,0.4837638556679301,kink,0.02,0.77,0.27,1
0.2,0.0025387921960943194,0.39605940489716196,0.3101581010626139,0.09908045132472407,0.09199999999999997,0.3102158081538024,kink,0.02,0.77,0.27,1
0.0632455532033676,0.9467750676923679,0.004058063143872078,0.34957855387273146,0.024441783692426125,0.0,0.3499698875062388,kink,0.02,0.21999999999999997,0.28,-1
0.2,0.9584899721234641,0.18301526409111055,0.08070589021288226,0.28006783134364643,0.068,0.08073521631626036,kink,0.02,0.21999999999999997,0.28,-1
0.02,0.9919626906429795,0.053121575802797194,0.1427636222389646,0.021359701490655473,0.0,0.1429586136421344,kink,0.02,0.78,0.28,1
0.0632455532033676,0.9440081033657804,0.11176230150317912,0.4264172209726561,0.011732246750633895,0.0,0.42658060717161655,kink,0.02,0.78,0.28,1
0.2,0.004572305636529661,0.5159595638285653,0.07872165042449705,0.2827445650261546,0.09099999999999997,0.07872912637837835,kink,0.02,0.78,0.28,1
0.0632455532033676,0.910860018268588,0.018213375621126734,0.565156707416799,-0.010375850571103391,0.0,0.4348597616513616,kink,0.02,0.21000000000000002,0.29,-1
0.2,0.9947408736975092,0.20460510800205564,0.0724124485807678,0.29161135300889746,0.071,0.07243866720110693,kink,0.02,0.21000000000000002,0.29,-1
0.02,0.9966278125404031,0.03888734862537413,0.46299248023777934,0.0018579507903801135,0.0,0.4631155839898635,kink,0.02,0.79,0.29,1
0.0632455532033676,0.993349694197444,0.09170374004928172,0.3255337931231734,0.02860467210099524,0.0,0.32558731120126383,kink,0.02,0.79,0.29,1
0.2,0.04083902636785364,0.5075602975144073,0.07906269855006252,0.2822808862601808,0.07499999999999996,0.07955880765524743,kink,0.02,0.79,0.29,1
0.0632455532033676,0.8415151819418127,0.00980212434523002,0.31392562464673385,0.030658499874656586,0.0,0.31438310769786715,kink,0.02,0.2,0.3,-1
0.2,0.8490704971440727,0.20414499432638164,0.05476000175045685,0.3200708633106713,0.068,0.054778861724173664,kink,0.02,0.2,0.3,-1
0.02,0.9513770120967933,0.04762037755844806,0.21318709285572063,0.01590822954828532,0.0,0.21321545146887813,kink,0.02,0.8,0.3,1
0.0632455532033676,0.9961297315725032,0.1185391623504497,0.4078387821608317,0.014743042672391236,0.0,0.408034335895367,kink,0.02,0.8,0.3,1
0.2,0.5694840431909152,0.5048793315468451,0.08984739363605496,0.2683390749895937,0.06399999999999995,0.09141150732646317,kink,0.02,0.8,0.3,1
0.0632455532033676,0.6417345597315236,0.025585796310700525,0.4193224666158643,0.012878507036726404,0.0,0.41975634325197825,kink,0.02,0.19,0.31,-1
0.2,0.957485292701145,0.18938733459121349,0.0753398335881476,0.28742697938476597,0.045,0.07535990022737875,kink,0.02,0.19,0.31,-1
0.02,0.9327120915002163,0.0550993102154107,0.18336271637453877,0.018052481949194347,0.0,0.1832363792327247,kink,0.02,0.81,0.31,1
0.0632455532033676,0.901536441758983,0.057843681989866336,0.4527935743620949,0.007501331050025847,0.0,0.4527617680172118,kink,0.02,0.81,0.31,1
0.2,0.6835263715478601,0.5435405227032244,0.05704689851958908,0.3160114143909917,0.06699999999999995,0.057054183363919965,kink,0.02,0.81,0.31,1
0.0632455532033676,0.9918122503237783,0.0216787578064509,0.5425609781934649,-0.0067601739214199754,0.0,0.45748014910402823,kink,0.02,0.18,0.32,-1
0.2,0.9925318853334936,0.19064508905660804,0.044142974865381476,0.34090189255042175,0.061,0.04416463288982111,kink,0.02,0.18,0.32,-1
0.02,0.8871590812878088,0.03465767747630366,0.49068517479571083,0.00046701852266954407,0.0,0.4907206723401917,kink,0.02,0.8200000000000001,0.32,1
0.0632455532033676,0.8348081286374165,0.021804582029025688,0.44234423907039655,0.009172399044235858,0.0,0.442389846913581,kink,0.02,0.8200000000000001,0.32,1
0.2,0.2700241099802404,0.42408751098196057,0.23279074749070253,0.14593741119908016,0.05700000000000005,0.23396555498921492,kink,0.02,0.8200000000000001,0.32,1
0.0632455532033676,0.9380791361810333,0.026793683319546954,0.3121322424328251,0.030978650176953212,0.0,0.3124879583469506,kink,0.02,0.16999999999999998,0.33,-1
0.2,0.9944374483240892,0.15596386793043485,0.03686363208786001,0.35766044117568346,0.051,0.0368907410914432,kink,0.02,0.16999999999999998,0.33,-1
0.02,0.9665555443121208,0.051633261842245814,0.2444210731450351,0.013843031480159133,0.0,0.24427830183893515,kink,0.02,0.8300000000000001,0.33,1
0.0632455532033676,0.9184068531017053,0.10960664049187108,0.47297678480696975,0.004287355247890666,0.0,0.47314380228171427,kink,0.02,0.8300000000000001,0.33,1
0.2,0.9500365155890249,0.5924110300790801,0.04639774569768678,0.33616646148966023,0.04500000000000004,0.04640380157442039,kink,0.02,0.8300000000000001,0.33,1
0.0632455532033676,0.9509427481251368,0.0013141376525563318,0.5189621709036196,-0.0030072643906087176,0.0,0.48134805833849953,kink,0.02,0.15999999999999998,0.34,-1
0.2,0.9695625392139241,0.18414392623520398,0.04414793784854235,0.34089125767684875,0.041,0.04418013427913543,kink,0.02,0.15999999999999998,0.34,-1
0.02,0.9665168092823131,0.01905323304215656,0.3332039003472494,0.008621666062529171,0.0,0.3332556515905336,kink,0.02,0.8400000000000001,0.34,1
0.0632455532033676,0.998362235255404,0.10819710436941143,0.38387510731068064,0.018677612608501877,0.0,0.38388442935401845,kink,0.02,0.8400000000000001,0.34,1
0.2,0.8441116867551032,0.36000412236071266,0.37229556368341715,0.06515591654431513,0.039000000000000035,0.3730121726935145,kink,0.02,0.8400000000000001,0.34,1
0.0632455532033676,0.999636482592449,0.012166974283693673,0.4941042112572071,0.0009347116443420821,0.0,0.494141787258349,kink,0.02,0.15000000000000002,0.35,-1
0.2,0.9964359801460119,0.17410522663758887,0.04713529137762527,0.3346576313932511,0.02,0.04716610259041925,kink,0.02,0.15000000000000002,0.35,-1
0.02,0.8760209332518705,0.019626655861997078,0.5001130992572692,-5.6699559981654244e-06,0.0,0.49998773684059056,kink,0.02,0.85,0.35,1
0.0632455532033676,0.9943573173123258,0.08816686094023585,0.49010760410225407,0.0015684328563482174,0.0,0.49014242793153434,kink,0.02,0.85,0.35,1
0.2,0.5820791072115649,0.5130721402926439,0.11686924618334338,0.23815674869400805,0.030000000000000027,0.11705882242685597,kink,0.02,0.85,0.35,1
0.02,0.999279565276532,0.003050432498164418,0.2893179192914163,0.011107568734790676,0.382,0.2901199274310646,gp_A.10_l.30_ok,0.02,0.495,0.005,-1
0.0632455532033676,0.980219358976243,0.051356991207479635,0.3642066465555655,0.021961194726796272,0.481,0.364414512637529,gp_A.10_l.30_ok,0.02,0.495,0.005,-1
0.2,0.9972634438285877,0.17058369755292083,0.5422976387231532,-0.02124477652409186,0.475,0.4577712540558925,gp_A.10_l.30_ok,0.02,0.495,0.005,-1
0.02,0.8608757553188574,0.021284064722185414,0.5073318816329547,-0.0003675867302332225,0.372,0.49272048493030657,gp_A.10_l.30_ok,0.02,0.505,0.005,1
0.0632455532033676,0.9927543196698103,0.05345461862288267,0.5833500771676374,-0.013311374093100735,0.46199999999999997,0.41650079514458077,gp_A.10_l.30_ok,0.02,0.505,0.005,1
0.2,0.9944054948402367,0.17182680808892098,0.4761533886466519,0.011962046128091756,0.481,0.4762190383989433,gp_A.10_l.30_ok,0.02,0.505,0.005,1
0.02,0.9909530871860791,0.02793498007651679,0.5000665705420382,-3.3373520740962615e-06,0.367,0.499934616544956,gp_A.10_l.30_ok,0.02,0.49256410256410255,0.0074358974358974365,-1
0.0632455532033676,0.9965691344736667,0.05577243248434008,0.4920991523006717,0.0012526277041319763,0.455,0.4922333981136316,gp_A.10_l.30_ok,0.02,0.49256410256410255,0.0074358974358974365,-1
0.2,0.9219215752521475,0.17568022817242346,0.5182860247708804,-0.009170465717387529,0.481,0.4817714019898007,gp_A.10_l.30_ok,0.02,0.49256410256410255,0.0074358974358974365,-1
0.02,0.9257928017705808,0.02132946752866874,0.34307474576555197,0.00808171967504628,0.362,0.3431458686900503,gp_A.10_l.30_ok,0.02,0.5074358974358975,0.0074358974358974365,1
0.0632455532033676,0.9785415608016096,0.053678239789149956,0.6219350724491107,-0.019641978600914677,0.46299999999999997,0.3781047778728199,gp_A.10_l.30_ok,0.02,0.5074358974358975,0.0074358974358974365,1
0.2,0.9921904256970292,0.16153643671611284,0.5748339373425184,-0.03773893500912108,0.49,0.4252268259514214,gp_A.10_l.30_ok,0.02,0.5074358974358975,0.0074358974358974365,1
0.02,0.9958236903582308,0.02447735149699856,0.7388722483978584,-0.012797449705944847,0.33,0.2611165221180708,gp_A.10_l.30_ok,0.02,0.49012820512820515,0.009871794871794872,-1
0.0632455532033676,0.9866674050968499,0.05519908070517032,0.21758905597827732,0.0493543959139171,0.444,0.21786056619495245,gp_A.10_l.30_ok,0.02,0.49012820512820515,0.009871794871794872,-1
0.2,1.0,0.17107843633702205,0.4017065458007752,0.04978647504272514,0.48,0.4017552171550748,gp_A.10_l.30_ok,0.02,0.49012820512820515,0.009871794871794872,-1
0.02,0.9982302793246784,0.0056520806348854535,0.5019379012468621,-9.71523432501714e-05,0.31299999999999994,0.49811768227533315,gp_A.10_l.30_ok,0.02,0.5098717948717949,0.009871794871794872,1
0.0632455532033676,0.9901786803760737,0.05113646744900391,0.5034593496553501,-0.0005484282697932931,0.44199999999999995,0.49639028710649025,gp_A.10_l.30_ok,0.02,0.5098717948717949,0.009871794871794872,1
0.2,0.99840855259126,0.16546941887274771,0.533938194472134,-0.017034661481147875,0.496,0.46612447396974466,gp_A.10_l.30_ok,0.02,0.5098717948717949,0.009871794871794872,1
0.02,0.7953706834334359,0.013403197026460784,0.36658177640358286,0.0068184067793504045,0.25,0.36656322726357343,gp_A.10_l.30_ok,0.02,0.4876923076923077,0.012307692307692308,-1
0.0632455532033676,0.9005740670107155,0.053205370602562474,0.5572028772312357,-0.009099848964439461,0.428,0.44274322665353993,gp_A.10_l.30_ok,0.02,0.4876923076923077,0.012307692307692308,-1
0.2,0.9031880411626734,0.18444520533267358,0.5221604826017155,-0.011115337921087846,0.476,0.4777771267655888,gp_A.10_l.30_ok,0.02,0.4876923076923077,0.012307692307692308,-1
0.02,0.9950271731445576,0.02381611303676376,0.6879973265305583,-0.009803633496997219,0.28800000000000003,0.31203718726021157,gp_A.10_l.30_ok,0.02,0.5123076923076924,0.012307692307692308,1
0.0632455532033676,0.9577664812946995,0.047330820997644935,0.44306980734094215,0.009056171814017027,0.41900000000000004,0.4432341637974911,gp_A.10_l.30_ok,0.02,0.5123076923076924,0.012307692307692308,1
0.2,0.9937831605486189,0.1626169384266598,0.3519675777455771,0.07600276426787747,0.45399999999999996,0.3520116258529198,gp_A.10_l.30_ok,0.02,0.5123076923076924,0.012307692307692308,1
0.02,0.9975245646877484,0.03188527483248732,0.39983849312607117,0.0050753033182227274,0.237,0.4003459488185144,gp_A.10_l.30_ok,0.02,0.48525641025641025,0.014743589743589743,-1
0.0632455532033676,0.9973144977817339,0.04566454028640432,0.48886419210432736,0.001765623371411349,0.414,0.48889090228123094,gp_A.10_l.30_ok,0.02,0.48525641025641025,0.014743589743589743,-1
0.2,0.9841431569808575,0.1835407085590855,0.4678530702666302,0.016133561176401138,0.496,0.467787039475923,gp_A.10_l.30_ok,0.02,0.48525641025641025,0.014743589743589743,-1
0.02,0.9936285772808012,0.024411951501267987,0.15723600850777023,0.020117653256458624,0.237,0.15727975532536748,gp_A.10_l.30_ok,0.02,0.5147435897435897,0.014743589743589743,1
0.0632455532033676,0.9842058164861368,0.05319456985833626,0.3376194218486656,0.026497921384936327,0.41800000000000004,0.33777169949937197,gp_A.10_l.30_ok,0.02,0.5147435897435897,0.014743589743589743,1
0.2,0.9900437876968987,0.15468923498047848,0.5773843480698099,-0.03904129663363585,0.44599999999999995,0.4226803241728059,gp_A.10_l.30_ok,0.02,0.5147435897435897,0.014743589743589743,1
0.02,0.9613735877238239,0.027713696256590092,0.5058848261698748,-0.00029503213334347236,0.198,0.49427889264358377,gp_A.10_l.30_ok,0.02,0.4828205128205128,0.01717948717948718,-1
0.0632455532033676,0.9136741927558912,0.05912640003423042,0.38733415957843087,0.01810555345276582,0.389,0.38720711887839787,gp_A.10_l.30_ok,0.02,0.4828205128205128,0.01717948717948718,-1
0.2,0.9557724652829199,0.18141666973938447,0.43425947277658583,0.03310800587193937,0.464,0.43431300557819386,gp_A.10_l.30_ok,0.02,0.4828205128205128,0.01717948717948718,-1
0.02,0.7760874598333273,0.010560281035989771,0.5521086388584875,-0.0026198125350212955,0.20499999999999996,0.44805212746967904,gp_A.10_l.30_ok,0.02,0.5171794871794871,0.01717948717948718,1
0.0632455532033676,0.9751140432913905,0.04920179544744396,0.19579683050386787,0.05418441525937588,0.388,0.19602722858280894,gp_A.10_l.30_ok,0.02,0.5171794871794871,0.01717948717948718,1
0.2,0.9930145007277718,0.1621516823086096,0.4213755286310501,0.03967515814061097,0.491,0.4214354488764044,gp_A.10_l.30_ok,0.02,0.5171794871794871,0.01717948717948718,1
0.02,0.981341393486092,0.02689573026208336,0.5203953365644833,-0.001022916344685052,0.149,0.479647878824375,gp_A.10_l.30_ok,0.02,0.4803846153846154,0.019615384615384618,-1
0.0632455532033676,0.9675661336155423,0.05284723729063867,0.4503211094866076,0.007896214010791101,0.418,0.4504914998669428,gp_A.10_l.30_ok,0.02,0.4803846153846154,0.019615384615384618,-1
0.2,0.9900074318626153,0.1789050840152105,0.4803208520275763,0.009869666146281353,0.475,0.48038737130243087,gp_A.10_l.30_ok,0.02,0.4803846153846154,0.019615384615384618,-1
0.02,0.828291226299439,0.007534668119034776,0.4921964779870506,0.0003912355288550222,0.16800000000000004,0.49226611025165523,gp_A.10_l.30_ok,0.02,0.5196153846153846,0.019615384615384618,1
0.0632455532033676,0.9888903655771852,0.03950720795634058,0.45100500607316024,0.0077869571947148195,0.38,0.4511845809816308,gp_A.10_l.30_ok,0.02,0.5196153846153846,0.019615384615384618,1
0.2,0.9359723507778076,0.17640017421608847,0.46212811478725757,0.0190147546586038,0.45699999999999996,0.46206473536341996,gp_A.10_l.30_ok,0.02,0.5196153846153846,0.019615384615384618,1
0.02,0.8579753841700658,0.016652460416129583,0.1412086133427702,0.021498101630792892,0.148,0.1416159442486132,gp_A.10_l.30_ok,0.02,0.47794871794871796,0.022051282051282053,-1
0.0632455532033676,1.0,0.052056545216036226,0.3177261098450221,0.02998262172265208,0.364,0.3178820616173983,gp_A.10_l.30_ok,0.02,0.47794871794871796,0.022051282051282053,-1
0.2,0.9940674511791746,0.1822755237841592,0.5281521642423854,-0.014125136060957916,0.459,0.4719070610072693,gp_A.10_l.30_ok,0.02,0.47794871794871796,0.022051282051282053,-1
0.02,0.9825784122249491,0.01675792677214724,0.43980515057513275,0.003029264935165116,0.14400000000000002,0.4397976197120251,gp_A.10_l.30_ok,0.02,0.522051282051282,0.022051282051282053,1
0.0632455532033676,0.9959641929149844,0.053047391430108864,0.34057824506768825,0.025986681188069738,0.385,0.3407302787879414,gp_A.10_l.30_ok,0.02,0.522051282051282,0.022051282051282053,1
0.2,0.994267226173062,0.15416632807993208,0.5265879862751656,-0.013339122450892422,0.44399999999999995,0.4734756803620113,gp_A.10_l.30_ok,0.02,0.522051282051282,0.022051282051282053,1
0.02,0.9706826344306245,0.019601385328567256,0.18917813087359037,0.017618579566869522,0.128,0.18920020274655508,gp_A.10_l.30_ok,0.02,0.4755128205128205,0.02448717948717949,-1
0.0632455532033676,0.9928012221688307,0.053797572171011776,0.5426745773944875,-0.006778286603502392,0.346,0.4572167704665265,gp_A.10_l.30_ok,0.02,0.4755128205128205,0.02448717948717949,-1
0.2,0.9960595319334355,0.17502292424236626,0.4046997590777521,0.048240152964155576,0.44,0.4047609688591436,gp_A.10_l.30_ok,0.02,0.4755128205128205,0.02448717948717949,-1
0.02,0.8487343694298493,0.019940784833786196,0.500947126575227,-4.748192966633395e-05,0.10699999999999998,0.49905944674713776,gp_A.10_l.30_ok,0.02,0.5244871794871795,0.02448717948717949,1
0.0632455532033676,0.9946165210246917,0.04771580885592985,0.3904950974470377,0.017584089867423935,0.34199999999999997,0.39065630057472595,gp_A.10_l.30_ok,0.02,0.5244871794871795,0.02448717948717949,1
0.2,0.9972705600862471,0.16620020442067157,0.46202077161734145,0.019068813001686953,0.46399999999999997,0.4620762012989404,gp_A.10_l.30_ok,0.02,0.5244871794871795,0.02448717948717949,1
0.02,0.997642140088015,0.02774184985573583,0.49650565189911905,0.00017518287507656863,0.094,0.49664756809814964,gp_A.10_l.30_ok,0.02,0.47307692307692306,0.026923076923076925,-1
0.0632455532033676,0.43892120812678614,0.04678354563503176,0.49736693655111375,0.0004174307204054184,0.328,0.49745697726559523,gp_A.10_l.30_ok,0.02,0.47307692307692306,0.026923076923076925,-1
0.2,0.9727107370513024,0.17954076315097844,0.6310748226089608,-0.06694027747529484,0.439,0.36898184948349977,gp_A.10_l.30_ok,0.02,0.47307692307692306,0.026923076923076925,-1
0.02,0.9869600440981086,0.024209484994643926,0.5046211956147774,-0.00023167757303166125,0.08999999999999997,0.4954460243668968,gp_A.10_l.30_ok,0.02,0.5269230769230769,0.026923076923076925,1
0.0632455532033676,0.8319600586984204,0.041062439158483455,0.4406861023430782,0.009438129397256642,0.346,0.4408599600667364,gp_A.10_l.30_ok,0.02,0.5269230769230769,0.026923076923076925,1
0.2,0.5286416330364846,0.16969866433411837,0.49416536021973917,0.0029251588944251127,0.45199999999999996,0.49410913866543554,gp_A.10_l.30_ok,0.02,0.5269230769230769,0.026923076923076925,1
0.02,0.997616396751373,0.027889064111139922,0.3975148514600455,0.005195697904078742,0.064,0.39757543293016256,gp_A.10_l.30_ok,0.02,0.4706410256410256,0.02935897435897436,-1
0.0632455532033676,0.9911058727265284,0.04598834255726428,0.4995211661442998,7.59110298790814e-05,0.336,0.49947405340153106,gp_A.10_l.30_ok,0.02,0.4706410256410256,0.02935897435897436,-1
0.2,0.9968081548825721,0.1776355224056334,0.4218124718426384,0.039451779168088875,0.453,0.42187038823915485,gp_A.10_l.30_ok,0.02,0.4706410256410256,0.02935897435897436,-1
0.02,0.9592106588957394,0.02936849305869768,0.5128916668469583,-0.0006464048537616727,0.08799999999999997,0.48728124820143864,gp_A.10_l.30_ok,0.02,0.5293589743589744,0.02935897435897436,1
0.0632455532033676,0.9944566178190745,0.04465732148685855,0.38871932497752,0.017876891684042193,0.31599999999999995,0.38898920330921843,gp_A.10_l.30_ok,0.02,0.5293589743589744,0.02935897435897436,1
0.2,0.9983269582185014,0.1622221913509495,0.5098957754173156,-0.004961514944198697,0.44099999999999995,0.4901665881904003,gp_A.10_l.30_ok,0.02,0.5293589743589744,0.02935897435897436,1
0.02,0.9938594487801737,0.017125067436165486,0.3131952701531902,0.00973626893339286,0.039,0.31318368484816694,gp_A.10_l.30_ok,0.02,0.4682051282051282,0.031794871794871796,-1
0.0632455532033676,0.6580052797386504,0.056733367220145575,0.3245961012946185,0.02876943344510318,0.301,0.32479812835145855,gp_A.10_l.30_ok,0.02,0.4682051282051282,0.031794871794871796,-1
0.2,0.9978189776687013,0.1766367842265747,0.4087892716468407,0.04613210493767164,0.433,0.40884892413425905,gp_A.10_l.30_ok,0.02,0.4682051282051282,0.031794871794871796,-1
0.02,0.9902331618465211,0.020657422688233368,0.4263260916158115,0.00371471011419373,0.04700000000000004,0.4264105311694356,gp_A.10_l.30_ok,0.02,0.5317948717948718,0.031794871794871796,1
0.0632455532033676,0.9987722362916306,0.043723370896533276,0.4584441937951906,0.006599929519145383,0.31000000000000005,0.45843166034340366,gp_A.10_l.30_ok,0.02,0.5317948717948718,0.031794871794871796,1
0.2,0.9967309891820562,0.15805601917605744,0.46315274658865396,0.01849881634191635,0.45299999999999996,0.46308112718900196,gp_A.10_l.30_ok,0.02,0.5317948717948718,0.031794871794871796,1
0.02,0.9937861487955023,0.01014651272412373,0.5005071091215414,-2.5422688093833758e-05,0.042,0.49968306315636035,gp_A.10_l.30_ok,0.02,0.46576923076923077,0.03423076923076923,-1
0.0632455532033676,0.9253795013292818,0.058636509566083156,0.2849586286235747,0.03593443860099674,0.288,0.2854118701055121,gp_A.10_l.30_ok,0.02,0.46576923076923077,0.03423076923076923,-1
0.2,0.9935182610801401,0.18635900293512048,0.5409431770679514,-0.020562030896276274,0.415,0.4591216647488511,gp_A.10_l.30_ok,0.02,0.46576923076923077,0.03423076923076923,-1
0.02,0.9649149768504011,0.0133254087682039,0.13812829729691709,0.02177534239711175,0.04800000000000004,0.13867726253189921,gp_A.10_l.30_ok,0.02,0.5342307692307693,0.03423076923076923,1
0.0632455532033676,0.9906080408888223,0.04524394732835302,0.4826141842411628,0.002757100144306642,0.281,0.48267162832448623,gp_A.10_l.30_ok,0.02,0.5342307692307693,0.03423076923076923,1
0.2,0.8999419033664435,0.15082999034544425,0.5383778727622124,-0.01926958373556982,0.44499999999999995,0.4616858922376102,gp_A.10_l.30_ok,0.02,0.5342307692307693,0.03423076923076923,1
0.02,0.9864678365021426,0.025257825759204378,0.557701247266755,-0.0029028717328796814,0.038,0.4425901425076001,gp_A.10_l.30_ok,0.02,0.4633333333333333,0.03666666666666667,-1
0.0632455532033676,0.8974435958004133,0.055028537758480794,0.42345919616230093,0.012209668548620475,0.265,0.4235206359958581,gp_A.10_l.30_ok,0.02,0.4633333333333333,0.03666666666666667,-1
0.2,0.96552564418885,0.17646294558453396,0.3574533414378393,0.07305485403025135,0.445,0.3575076380042014,gp_A.10_l.30_ok,0.02,0.4633333333333333,0.03666666666666667,-1
0.02,0.988341499713952,0.010490790602479705,0.35627107880162917,0.007368880979117904,0.02100000000000002,0.3565222948184589,gp_A.10_l.30_ok,0.02,0.5366666666666666,0.03666666666666667,1
0.0632455532033676,0.9207152493516839,0.044275952662407386,0.5071362298905638,-0.0011313889288654567,0.28400000000000003,0.49303077943264684,gp_A.10_l.30_ok,0.02,0.5366666666666666,0.03666666666666667,1
0.2,0.815429383558754,0.164322110291166,0.4622186692469117,0.01896915224087572,0.43999999999999995,0.46215584495677514,gp_A.10_l.30_ok,0.02,0.5366666666666666,0.03666666666666667,1
0.02,0.9408795695917317,0.025053787698878643,0.3215029612126301,0.009270002579410354,0.018,0.3215357015218236,gp_A.10_l.30_ok,0.02,0.4608974358974359,0.0391025641025641,-1
0.0632455532033676,0.8936395792249772,0.060702844389741634,0.48716906448875774,0.0020344786957509826,0.28,0.4873013923764179,gp_A.10_l.30_ok,0.02,0.4608974358974359,0.0391025641025641,-1
0.2,0.9961931352115752,0.18836921268154214,0.4079052900484887,0.04658733474678411,0.446,0.40796691858977335,gp_A.10_l.30_ok,0.02,0.4608974358974359,0.0391025641025641,-1
0.02,0.9965485098595217,0.014196555731782773,0.44700991508449023,0.0026643889722907646,0.027000000000000024,0.4470050083022069,gp_A.10_l.30_ok,0.02,0.5391025641025641,0.0391025641025641,1
0.0632455532033676,0.9912032018987196,0.050448924253569005,0.4095582936281786,0.014463078813643887,0.262,0.4097143142284312,gp_A.10_l.30_ok,0.02,0.5391025641025641,0.0391025641025641,1
0.2,0.9919517507203844,0.15492535397773563,0.5171663886967326,-0.008608608517418454,0.43600000000000005,0.4828969990152336,gp_A.10_l.30_ok,0.02,0.5391025641025641,0.0391025641025641,1
0.02,0.9865681948925757,0.036525143449281094,0.06873955252838831,0.02970488719188459,0.017,0.06914372533800353,gp_A.10_l.30_ok,0.02,0.4584615384615385,0.04153846153846154,-1
0.0632455532033676,0.9911426298146255,0.06756980462324164,0.5476291634059877,-0.007568826308500354,0.227,0.4524624540326654,gp_A.10_l.30_ok,0.02,0.4584615384615385,0.04153846153846154,-1
0.2,0.9946877145315747,0.19031863560817583,0.36375327662596124,0.06968885591256777,0.417,0.36381421496274496,gp_A.10_l.30_ok,0.02,0.4584615384615385,0.04153846153846154,-1
0.02,0.9950127125125312,0.020065018406780433,0.10703511005744601,0.024849019383031266,0.020000000000000018,0.10706729810606831,gp_A.10_l.30_ok,0.02,0.5415384615384615,0.04153846153846154,1
0.0632455532033676,0.9679690269731966,0.046652195309802386,0.6191803896233311,-0.01918420435269338,0.256,0.38100476893730456,gp_A.10_l.30_ok,0.02,0.5415384615384615,0.04153846153846154,1
0.2,0.9932372766469734,0.15479431868540244,0.48918627638754314,0.005421861099676811,0.401,0.48912474044172577,gp_A.10_l.30_ok,0.02,0.5415384615384615,0.04153846153846154,1
0.02,0.9717002766087688,0.012853280788949178,0.4942369643782968,0.000288925810003628,0.016,0.49423035475017685,gp_A.10_l.30_ok,0.02,0.456025641025641,0.043974358974358974,-1
0.0632455532033676,0.9926697580807781,0.03970886685763267,0.24955350794902798,0.04274738272448073,0.242,0.25039200737992984,gp_A.10_l.30_ok,0.02,0.456025641025641,0.043974358974358974,-1
0.2,0.8389805330497583,0.19194066682856037,0.47726692584450414,0.011402848006176993,0.406,0.4771946523884081,gp_A.10_l.30_ok,0.02,0.456025641025641,0.043974358974358974,-1
