n_scales,p_min,flag,delta_med,delta_cv,pi_hat,z_hat,delta_at_pmin,pi_true_max,detectable,abstain,model,idx,x1,x2,gated_side,dist
2,0.0002,True,0.1334173825551579,0.9699929356179816,0.7170714416172286,0,0.2628313011232729,0.1099999999999999,True,False,gated,16,0.8548638078860228,0.7542765788907833,True,0.2586087996708773
2,0.317,False,0.1450437461779248,0.8719584211693944,0.6938449176103632,0,0.0185716302592551,0.042,False,False,gated,17,0.4391000879026694,0.8430824900037203,True,0.3094506422273786
2,0.0008,True,0.144187937192207,0.8584315719735275,0.5673696505804388,0,0.2679634147765921,0.0849999999999999,True,False,gated,18,0.5099994863421139,0.7797141091608861,True,0.2221788707992381
2,0.0002,True,0.1363786579278108,0.9564523114955288,0.6076717702795458,0,0.26681834054248,0.151,True,False,gated,19,0.866816755401604,0.7062210952874678,True,0.2295183859652905
3,0.3436,False,0.0233994198017251,1.2079922956064175,0.5866966705577533,0,0.2652477888705928,0.048,False,False,gated,20,0.0996458610256096,0.850048247907064,True,0.2709671022072389
2,0.471,False,0.1418369995490249,0.8729337272824157,0.2363026692129007,1,0.2656513002327825,0.047,False,False,gated,21,0.1659620079857082,0.1572305205851162,False,0.3203080741748443
3,0.0064,True,0.0273452273394861,1.1125039040606504,0.6807891007095266,0,0.2617881993521227,0.0719999999999999,True,False,gated,22,0.1172786272909827,0.8067870417286753,True,0.2268844632086402
2,0.0002,True,0.1415661422410106,0.8605105501884461,0.3054176129894076,1,0.263385301189739,0.106,True,False,gated,23,0.6673404939052903,0.245373230391625,False,0.2455453523963836
2,0.003,True,0.1349838443285647,0.9448638966318856,0.6183160560668157,0,0.2625252054641491,0.0929999999999999,True,False,gated,24,0.1287059784181536,0.7914860560601525,True,0.2115096864024419
3,0.0002,True,0.2949853152710618,0.0339700236199717,0.523,1,0.3000586458161339,0.491,True,False,gated,25,0.5440904112936962,0.533945374068014,False,0.0061534660435011
2,0.0058,True,0.1448706206093268,0.8539077005134255,0.7186465675831072,0,0.2685767591266438,0.0819999999999999,True,False,gated,26,0.3022811819255123,0.8003555061271027,True,0.2677423130016289
2,0.002,True,0.1373226679364622,0.8977170677949983,0.2959250990738438,0,0.260599570739067,0.08,True,False,gated,27,0.2203238757230311,0.2240731492615749,False,0.2354771433327776
1,0.5378,False,0.2661555845624883,,0.0549999720865616,1,0.2661555845624883,0.043,False,False,gated,28,0.5371125159244622,0.1579168447065065,False,0.298097563317113
3,0.9508,False,0.023884603643717,0.0238215264117838,0.5288325643381402,0,0.0244535713602747,0.005,False,False,gated,29,0.2338488756320564,0.0288261037902903,False,0.4118000563513432
2,0.0002,True,0.2790784916296701,0.0275869457662537,0.1875000000534055,1,0.2713795684165269,0.293,True,False,gated,30,0.7032903893042347,0.389668922762712,False,0.1114700900322307
2,0.0002,True,0.2647755931694532,,0.8610000012832547,0,0.2647755931694532,0.156,True,False,gated,31,0.817237060434691,0.7171929397620084,True,0.2062757194007209
3,0.0002,True,0.2903067172964184,0.03960506673286,0.6549999916729946,0,0.2972555938098449,0.359,True,False,gated,32,0.640216944908674,0.5858204220067196,True,0.0071597880414067
2,0.261,False,0.1349996765455941,0.9229693734757006,0.5675676487729557,0,0.2596002434272264,0.045,False,False,gated,33,0.8321795722377727,0.8424688039132727,True,0.3191200152839915
2,0.0002,True,0.2869679302019129,0.0458450414908226,0.1545000384116621,1,0.2738118735352249,0.324,True,False,gated,34,0.0572061191210257,0.3931957848821229,False,0.1211597310653781
1,0.9998,False,,,,-1,,0.008,False,False,gated,35,0.1873907189892382,0.953451835193294,True,0.3777272165820766
2,0.2286,False,0.1400205506737126,0.8397458896091309,0.2434430629294558,0,0.2576022325636096,0.047,False,False,gated,36,0.8381725385998877,0.1409979336663839,False,0.2808891055342165
2,0.0002,True,0.1411458875380755,0.841730794006458,0.7019362826388518,0,0.2599527275270877,0.0989999999999999,True,False,gated,37,0.8099037248158285,0.7865430994206656,True,0.2596148881065963
2,0.0002,True,0.2697769830593799,,0.2900000000731547,1,0.2697769830593799,0.287,True,False,gated,38,0.6720457626092105,0.3881637968552846,False,0.1342249017349625
