manifold,method,model,x1,x2,gated_side,pi_true_max,n_tests,flag,p_min,abstain
clumpy,raw,honest,0.4888768952547648,0.492375460353174,False,0.196,3,False,0.2834,False
clumpy,raw,honest,0.2289026735155879,0.1902593379456039,False,0.034,3,True,0.0002,False
clumpy,raw,honest,0.5434347053840691,0.8598424137551408,False,0.3,3,False,0.1326,False
clumpy,resid,gated,0.1267994651148849,0.2495262381788289,False,0.016,3,False,0.939,False
clumpy,resid,gated,0.8041452696775802,0.2090226011185259,True,0.1089999999999999,3,False,0.9996,False
clumpy,resid,gated,0.8180613495715553,0.2107310656315504,True,0.118,3,False,0.417,False
clumpy,resid,gated,0.7876552623305384,0.2573072342534906,True,0.166,3,False,0.5344,False
clumpy,resid,gated,0.8177640467417956,0.2439565759954953,True,0.124,3,False,0.9696,False
clumpy,resid,gated,0.8721134428227293,0.1697241705431636,True,0.061,3,False,0.9196,False
clumpy,resid,gated,0.6223013703535629,0.429299796928889,True,0.425,3,True,0.0004,False
clumpy,resid,gated,0.2423583490531413,0.1881461485153606,False,0.045,3,False,0.945,False
clumpy,resid,gated,0.7736259080588759,0.2175185638813074,True,0.158,3,False,0.9844,False
clumpy,resid,gated,0.2509950587876349,0.1805220017471347,False,0.046,3,False,0.9048,False
clumpy,resid,gated,0.5303154494372629,0.5282046514255521,False,0.239,3,False,0.2758,False
clumpy,resid,gated,0.2727252471740103,0.7319047692580862,False,0.044,3,False,0.4304,False
clumpy,resid,gated,0.8031163835991045,0.7579532611702381,True,0.2319999999999999,3,False,0.8546,False
clumpy,resid,gated,0.5868829019884972,0.4661202283197556,True,0.38,3,False,0.017,False
clumpy,resid,gated,0.2672880027295909,0.1505357802791468,False,0.05,3,False,0.9502,False
clumpy,resid,gated,0.2384339511724555,0.1305358633462719,False,0.038,3,False,0.9994,False
clumpy,resid,gated,0.1745011055871277,0.262292659841028,False,0.016,3,False,0.9858,False
clumpy,resid,gated,0.5387802094143587,0.4233013288579903,False,0.301,3,False,0.441,False
clumpy,resid,gated,0.826854231226577,0.691691531698121,True,0.2189999999999999,3,False,0.9452,False
clumpy,resid,gated,0.1417497255946902,0.7151834667820686,False,0.009,3,False,0.9794,False
clumpy,resid,gated,0.4903864318783463,0.3448634242312585,False,0.255,3,False,0.04,False
clumpy,resid,gated,0.2246547752357934,0.1585374975723159,False,0.036,3,False,0.9968,False
clumpy,resid,gated,0.1407163328585475,0.2471624243966447,False,0.015,3,False,0.972,False
clumpy,resid,gated,0.8461852857204697,0.2146129017907853,True,0.1079999999999999,3,False,0.8506,False
clumpy,resid,gated,0.3530151068709555,0.8223800530052096,False,0.069,3,False,0.7484,False
clumpy,resid,gated,0.7333239124771901,0.8701934497401231,True,0.3409999999999999,3,False,0.8282,False
clumpy,resid,gated,0.7443762729003781,0.0936023026991245,True,0.1169999999999999,3,False,0.6382,False
clumpy,resid,gated,0.8254812481936453,0.7805005369283129,True,0.1959999999999999,3,False,0.734,False
clumpy,resid,gated,0.555870673379165,0.7986960752603874,True,0.317,3,False,0.1902,False
clumpy,resid,gated,0.7899844090065414,0.1441217556765576,True,0.126,3,False,0.8484,False
clumpy,resid,gated,0.4892107962059428,0.8990700564637373,False,0.202,3,True,0.0002,False
clumpy,resid,gated,0.5039221688639716,0.853493331575317,False,0.224,3,False,0.1118,False
clumpy,resid,gated,0.7729357298157379,0.1920686015541571,True,0.151,3,False,0.9848,False
clumpy,resid,gated,0.7210867776284302,0.1412320729123573,True,0.2049999999999999,3,False,0.651,False
clumpy,resid,gated,0.4376961943554091,0.8648536930151285,False,0.132,3,False,0.0762,False
