dt_ratio,pi_target,delta,tau,d_true,pi_emp,pi_hat,dhat_gap,w_min,err_oracle,err_soft,err_hard,err_soft_inlier,signed_oracle,signed_soft,anchor
1.0,0.05,0.02,0.02,0.3289707253902946,0.059,0.5738677477275382,0.01648265230691294,0.4261812783971121,4.633453213222079,64.40948906655842,50.66457399271558,69.91529966089996,-4.633453213222077,64.40948906655842,21
1.0,0.05,0.02,0.02,0.3289707253902946,0.055,0.4982859532315036,0.017425251994224587,0.49829177158563864,1.0382236306527282,84.99362489185344,2.0892891158018414,69.31267946548982,-1.0382236306529034,84.99362489185346,22
1.0,0.05,0.02,0.02,0.3289707253902946,0.044,0.5131330437870256,0.017927941131215402,0.4870006097582893,2.6735957371538666,24.66008561053515,81.64358756367058,54.17522432729796,-2.6735957371540167,-24.660085610535166,23
1.0,0.05,0.02,0.02,0.3289707253902946,0.056,0.1990328875966265,0.01710723326537372,0.1991186638707083,5.144934150869528,1.5947737133507798,12.618426109389093,17.98159556338291,-5.144934150869617,-1.594773713350885,24
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.5549193863600774,0.01248833504753714,0.4452023922761048,1.852588931628041,78.829836548214,81.10083956829317,64.32417242930501,1.8525889316281954,78.829836548214,25
1.0,0.05,0.02,0.02,0.3289707253902946,0.055,0.06051801528401909,0.03667201741826245,0.060604827587394855,6.894213750431681,89.21550406222197,31.447128364630768,15.983061344792562,6.894213750431726,-89.21550406222197,26
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.6490608910917622,0.0091213216343514,0.3509785256881085,2.3750094952063248,3.6642725883224867,23.97682423558106,55.22257607294561,-2.375009495206457,3.6642725883227008,27
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.4241679456793936,0.010301164398176039,0.4241799531540671,3.1986653792559783,72.85518134797637,28.795521252933003,12.809734029163481,3.1986653792559547,-72.85518134797637,28
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.5030717168345022,0.018104139920999195,0.49690395516239,4.041658159088585,78.93225774827546,4.844002794392733,50.903933426860796,-4.041658159088673,-78.93225774827546,29
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.6729893703019109,0.010821621740496827,0.32705792447500015,7.223640860919075,32.979225608168626,63.829542465004266,87.26446912361666,-7.223640860919082,32.97922560816863,30
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.5167746285922041,0.018478993033958974,0.48333447429486065,4.8770719666085816,81.74760167521806,30.225305157207234,29.55367601271141,4.877071966608622,81.74760167521806,31
1.0,0.05,0.02,0.02,0.3289707253902946,0.058,0.5249489825432726,0.012185739046432852,0.4750525461678764,2.900988259929158,4.053465872980551,39.79746915569141,16.636468508040192,-2.900988259929309,-4.053465872980722,32
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.5203723393167413,0.009058201267424614,0.47962910912288165,0.2491514776958297,0.43092242063218994,6.480456093665795,8.516584516183622,-0.2491514776963837,-0.43092242063255376,33
1.0,0.05,0.02,0.02,0.3289707253902946,0.043,0.2930491202262095,0.0038599378790525364,0.2931351067678459,3.1144451997024665,27.79230952255647,,38.809604726408956,-3.114445199702598,27.792309522556476,34
1.0,0.05,0.02,0.02,0.3289707253902946,0.038,0.8860712408536906,0.01900443203077856,0.11394276919102193,0.9925945594604407,35.2500446044076,,70.33489321968787,-0.9925945594608455,-35.25004460440761,35
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.4988170344759585,0.019510643587645395,0.4987422959265479,4.584327227220787,4.780369750893152,76.14080691987779,80.33624964294586,-4.58432722722074,4.780369750893125,36
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.5990873332587895,0.022791025287962716,0.40089950439625294,1.3876554966616088,46.45426498326036,16.070808301434557,37.92056848808551,1.38765549666153,46.454264983260366,37
1.0,0.05,0.02,0.02,0.3289707253902946,0.044,0.493231951351137,0.020664161860498534,0.49320359902535266,1.9666252955252035,73.96882717327321,11.923827686338253,89.65159278824876,1.9666252955256318,-73.96882717327321,38
1.0,0.05,0.02,0.02,0.3289707253902946,0.055,0.1508098131146326,0.008842029445291045,0.15127644106693242,4.390669764844125,29.74984125588955,,44.72479721558106,-4.390669764844179,29.74984125588957,39
1.0,0.05,0.02,0.02,0.3289707253902946,0.038,0.4934513258517868,0.013958694331919458,0.49349835304490824,6.688364847806361,2.6078935046721985,47.789921684875736,66.89659609601024,-6.688364847806376,2.607893504672414,40
1.0,0.05,0.02,0.02,0.3289707253902946,0.049,0.757864886364848,0.0055068334974231635,0.2422487455501938,3.5009482817928133,76.79950761761522,63.907689301336006,15.1880865655859,3.5009482817928963,76.79950761761522,41
1.0,0.05,0.02,0.02,0.3289707253902946,0.044,0.5004337527386056,0.022158830391279978,0.49954378059967813,1.1916302365388747,34.82585236043042,89.27173175048188,56.60466849680162,-1.1916302365391969,-34.82585236043044,42
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.5147211447104778,0.0068247193895635255,0.4853097211122855,3.035575919735898,72.21634229785249,83.53459708983534,67.73005627237934,-3.035575919735911,-72.21634229785249,43
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.49163403200613404,0.018366527307455166,0.491670654341734,0.5616364746228185,50.29014050911729,0.41365636235956843,42.3103342091557,0.5616364746227975,-50.2901405091173,44
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.47572199678301397,0.007447935410153748,0.4757359414479315,2.323653238417492,52.57230088375979,28.786098244133246,5.081713913208968,-2.3236532384175677,52.572300883759794,45
1.0,0.05,0.02,0.02,0.3289707253902946,0.057,0.281617719898805,0.004558865592773884,0.2819062240338619,1.885145674407148,9.963462227526577,,16.714981002465436,1.8851456744071453,-9.963462227526616,46
1.0,0.05,0.02,0.02,0.3289707253902946,0.054,0.48841512365464435,0.014192519845246167,0.488441795468808,1.0376655410074604,48.855807140351665,2.503725050256389,52.85065317305525,-1.037665541007653,-48.85580714035167,47
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.5485181991100663,0.0002556310501183629,0.45172984381223513,1.1655344547205502,46.2900028540392,47.4025563431635,41.02439879129761,1.1655344547205824,46.2900028540392,48
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.17347796136886837,0.005241839234057132,0.1735663992002402,1.9895424705175488,35.02161384866868,,46.06751326241319,1.9895424705176312,-35.021613848668686,49
1.0,0.05,0.02,0.02,0.3289707253902946,0.054,0.6796483345452193,0.0030038807332843347,0.3203877948939302,1.152246936954213,4.632440006057753,,39.878947453795924,1.1522469369542592,-4.6324400060578075,50
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.8462338431919366,0.004267988541396877,0.15421169861077116,4.566758178256202,22.34941918475316,22.308545608939614,71.53929703995244,4.566758178256319,-22.349419184753177,51
1.0,0.05,0.02,0.02,0.3289707253902946,0.046,0.3394911071289781,0.02213638546711364,0.33966332299991114,1.6388999931570394,87.76066607168336,3.10915654499524,38.16019447619139,1.638899993157159,-87.76066607168336,52
1.0,0.05,0.02,0.02,0.3289707253902946,0.059,0.5983527106466006,0.021106026569004774,0.40180092554224367,0.2682074425860626,14.324972194381337,72.26842466269979,5.116453490710696,-0.2682074425869241,-14.324972194381358,53
1.0,0.05,0.02,0.02,0.3289707253902946,0.057,0.39438489036888474,0.013750665789650708,0.3944065358138595,7.0217570084227265,32.610218421827916,75.57505348550168,31.141456574041943,7.021757008422725,-32.61021842182793,54
1.0,0.05,0.02,0.02,0.3289707253902946,0.064,0.34192105097229025,0.009533816550635468,0.3419233778323367,3.5490765604247727,5.719151843703326,4.875493414233547,82.15537896407653,3.549076560424787,-5.719151843703398,55
1.0,0.05,0.02,0.02,0.3289707253902946,0.057,0.7011447306941879,0.023971688044921176,0.2989393309633648,2.9131547080835722,47.92032180313087,42.53618226707136,12.017170775246562,2.91315470808374,-47.920321803130875,56
1.0,0.05,0.02,0.02,0.3289707253902946,0.046,0.4111903429334809,0.004946861565602669,0.411286381435105,2.3545908376159557,1.7021509383329925,12.647864602609735,0.15166973014365948,2.35459083761609,-1.7021509383331952,57
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.4932418914112088,0.019694906044815764,0.49331392567297583,2.432949775694957,64.4638975504543,10.321037225691759,22.343794483678074,-2.432949775695003,64.4638975504543,58
1.0,0.05,0.02,0.02,0.3289707253902946,0.049,0.6554905638379296,0.019977547722728306,0.34457528715090907,1.5172306983444408,63.33697989114652,77.9111455510768,10.03627937402148,-1.5172306983446864,-63.33697989114652,59
1.0,0.05,0.02,0.02,0.3289707253902946,0.056,0.5627263634593809,0.023745666987070917,0.43762404342080957,1.6500640057786071,59.79550640392603,48.939731866848625,33.21906247973621,-1.6500640057787532,-59.79550640392603,60
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.4680588303553246,0.021577005775612487,0.4682174417269034,4.5569115499608115,38.871377770621805,56.69963983693637,84.73259531493835,4.556911549960891,38.87137777062182,61
1.0,0.05,0.02,0.02,0.3289707253902946,0.064,0.49693167838082936,0.021062781929356504,0.49692085396615254,4.489564782792943,85.59791450807735,30.452465451141578,56.66555084190356,-4.489564782793053,85.59791450807735,62
1.0,0.05,0.02,0.02,0.3289707253902946,0.037,0.6717524473171375,0.014334508150451813,0.32832114330170337,1.9627273389160134,67.97688522989223,85.8895272113714,19.680817032269182,-1.9627273389161854,-67.97688522989225,63
1.0,0.05,0.02,0.02,0.3289707253902946,0.042,0.5803195697769777,0.006616907765540128,0.41971544239046527,1.7165177623780596,28.161162740630317,25.897280320978616,33.39690679275044,-1.716517762378302,28.16116274063033,64
1.0,0.05,0.02,0.02,0.3289707253902946,0.051,0.5032549585860301,0.013872088482613343,0.49675685783071066,3.0008269298052377,22.183244711740777,4.192151688761652,11.639365900204012,3.0008269298054464,-22.183244711740777,65
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.4427776590108309,0.0020179383084185975,0.44302581167710114,4.407915467259593,9.208492414744237,6.866726271047273,86.17671791512907,-4.40791546725972,-9.20849241474431,66
1.0,0.05,0.02,0.02,0.3289707253902946,0.041,0.4971519695639876,0.020377164087608812,0.4971073759810141,5.597496760535599,32.285758550276405,60.59091811447216,21.5383851185479,5.597496760535632,-32.28575855027643,67
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.5363849971186913,0.0040312966302839415,0.4636190518686826,6.495924356503604,16.853196453124173,12.836160744504603,14.30489932452351,-6.495924356503638,-16.853196453124173,68
1.0,0.05,0.02,0.02,0.3289707253902946,0.044,0.45023096958420095,0.017686422273590713,0.45029870444289244,1.5044181637465532,60.65731287399154,33.75138394654678,56.007599076090486,1.504418163746725,60.65731287399156,69
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.487761425794551,0.018898809261903,0.4878841752861408,0.06802374306915483,74.80053656345355,40.78446519387539,2.0310499518415117,0.06802374307303478,74.80053656345355,70
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.8229574125393424,0.017774406024599832,0.17710104659175477,1.93693318918524,59.892508434818374,78.87325543406742,88.86007395411053,-1.9369331891855464,-59.89250843481838,71
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.2957414703360412,0.007193919009239978,0.29574814858930815,3.458939535562626,56.99113752196191,,25.64549555689485,-3.458939535562735,-56.99113752196191,72
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.38033846692784734,0.001539484653940425,0.38053246957905046,5.396898622755984,42.97150398914122,15.44318297004265,60.56257981760949,-5.3968986227560345,-42.97150398914122,73
1.0,0.05,0.02,0.02,0.3289707253902946,0.04,0.4120413409876832,0.021609227576577218,0.4121193946468384,1.5245992218514681,87.92346251836832,30.335311049484154,62.18366507787812,-1.524599221851527,-87.92346251836832,74
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.17226817597507005,0.025407890749663237,0.17219322247023258,3.064364113763168,53.439390712163544,58.70392906010228,38.09279706323017,3.064364113763156,-53.43939071216355,75
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.3816827406480403,0.014028854343078134,0.3816542135277669,1.0281452986278816,52.46759160264556,2.482341771422463,59.3140400268647,-1.0281452986278756,-52.46759160264557,76
1.0,0.05,0.02,0.02,0.3289707253902946,0.043,0.21342267659533865,0.017726881609269857,0.2134635097300186,0.10982578143563558,10.088073260013347,79.38401076656973,20.46853921407319,0.10982578143981364,-10.0880732600134,77
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.5732493852078727,0.021406701580994003,0.4269065747322346,2.4240552470934067,45.277753556361496,38.18086058739521,42.64324465972356,-2.424055247093432,-45.27775355636151,78
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.41319065402872546,0.022462143619017383,0.41340373233257094,0.7905616887173884,89.3340790839519,85.09223578446534,11.918599751415439,0.7905616887175362,89.3340790839519,79
1.0,0.05,0.02,0.02,0.3289707253902946,0.049,0.7056029451725326,0.010158091429849175,0.29439229455387633,0.8733461201376449,29.834131249543784,39.46628796539071,43.75540750885348,0.8733461201382253,-29.834131249543795,80
1.0,0.05,0.02,0.02,0.3289707253902946,0.056,0.49170125997735603,0.021234575390832615,0.49187636361857406,0.5781768567271459,64.01707182777257,28.908080876948247,48.870684126632554,0.5781768567274725,64.01707182777257,81
1.0,0.05,0.02,0.02,0.3289707253902946,0.056,0.2769118304631203,0.0187621765854279,0.2769515430795256,2.1096480373272484,46.45446920167476,35.51664729894725,76.13331612075449,-2.1096480373273314,-46.45446920167477,82
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.5046728512891858,0.00856585188478038,0.4953566067377408,5.769207740333284,47.12135654345222,6.139859210791688,88.81295736457342,-5.769207740333351,-47.12135654345222,83
1.0,0.05,0.02,0.02,0.3289707253902946,0.048,0.5262079557262439,0.013230595132429428,0.4737852801276584,0.6818413238641158,43.89659259187657,89.38396408081267,76.97147276636848,0.6818413238647671,-43.896592591876576,84
1.0,0.05,0.02,0.02,0.3289707253902946,0.043,0.4931135381831384,0.020441035778872456,0.49328852621867675,3.796902169835662,43.124417048671596,42.33995477878642,42.092536129145884,3.7969021698357053,-43.12441704867161,85
1.0,0.05,0.02,0.02,0.3289707253902946,0.061,0.49986192638057003,0.02183966514567423,0.49982056184568757,0.9614815125301045,59.06127247838428,32.57197814626981,69.60031366451277,-0.961481512530148,-59.06127247838428,86
1.0,0.05,0.02,0.02,0.3289707253902946,0.06,0.2964423159674022,0.019278960055441288,0.2965152444651308,0.1271902005997045,53.103434001087216,29.590310719660778,67.37530830728525,0.12719020060172945,53.10343400108722,87
1.0,0.05,0.02,0.02,0.3289707253902946,0.043,0.5732943732066385,0.021110482104621017,0.4267233831275551,2.342023304012312,35.79275370326516,53.35385896044223,32.50270912884129,2.3420233040123595,-35.79275370326516,88
1.0,0.05,0.02,0.02,0.3289707253902946,0.054,0.45892382966769263,0.0194847056405451,0.45901622224904576,0.011403282037914414,87.24295684529099,77.2364978101448,71.69731145391656,-0.011403282076120666,87.242956845291,89
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.27362397439768965,0.003313439892429382,0.27403239719459227,1.6764075360050572,27.982546257331023,29.808034856977574,27.59583371736971,-1.676407536005262,-27.982546257331034,90
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.543948248424112,0.020896983753868413,0.4561626439466377,1.800300125945213,57.11411652807123,54.234013856223214,87.46149361878334,1.8003001259454272,57.114116528071236,91
1.0,0.05,0.02,0.02,0.3289707253902946,0.041,0.5117930499480383,0.017665524833432273,0.48834797078283787,2.774241021394226,64.75564258812341,63.07282131801326,3.157685873905662,-2.7742410213942166,64.75564258812341,92
1.0,0.05,0.02,0.02,0.3289707253902946,0.059,0.34513142626175464,0.011999181561013247,0.3451130860672762,1.395397649146844,30.367579336913558,40.85002550564112,76.7558037026598,-1.395397649147102,30.367579336913565,93
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.5335286346779319,0.0163679831981473,0.466467425724199,4.248797068984059,86.99233978556292,46.88395828367518,37.826010429610115,4.248797068984122,86.99233978556292,94
1.0,0.05,0.02,0.02,0.3289707253902946,0.043,0.5057174255794683,0.019263059765527665,0.49438852393070015,2.5653287127195825,14.787300151921949,60.371902499450414,13.139269666465026,-2.5653287127196296,-14.787300151921968,95
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.29371536257432107,0.009617300256170741,0.2940728370901211,1.039525721930927,34.95684573659481,,31.16237581584206,1.039525721930864,34.95684573659481,96
1.0,0.05,0.02,0.02,0.3289707253902946,0.056,0.32930026735783885,0.0011593420806386965,0.32926676390768056,5.599333019255817,58.342493265275316,6.510476699742892,43.63871600872253,5.599333019255869,-58.34249326527533,97
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.5000988791491886,0.022171252985512733,0.49988750526753906,4.040602345668387,82.84272859756489,40.68832698650426,65.62608088009338,-4.04060234566848,82.84272859756489,98
1.0,0.05,0.02,0.02,0.3289707253902946,0.055,0.39122754125062437,0.01290848603088631,0.3912608650669837,3.0833893294300774,8.749143702821094,39.78392596684316,42.032261455204086,3.08338932943018,8.749143702821122,99
1.0,0.05,0.02,0.02,0.3289707253902946,0.054,0.5235765411534589,0.003256159692774023,0.47642240669766234,3.522003102042422,18.827497232222086,67.77693763297204,71.3504625680513,-3.5220031020426315,-18.82749723222211,100
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.3999514431962343,0.018426207860128326,0.4000219855010677,0.6740277597749379,73.77588416259584,2.6863169019715363,27.16537513634977,0.6740277597763304,-73.77588416259584,101
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.7871741752182079,0.02147034905185193,0.21290090831619074,2.87495245644668,54.7464731769409,40.868357238236435,64.27705488510823,-2.874952456446785,54.74647317694091,102
1.0,0.05,0.02,0.02,0.3289707253902946,0.046,0.50025194823532,0.017098072866533323,0.49975405170922194,3.8640844114396806,56.0111962442889,3.420422310839647,57.83564982523992,-3.8640844114397432,-56.0111962442889,103
1.0,0.05,0.02,0.02,0.3289707253902946,0.057,0.48517857848756535,0.005396217849543759,0.4851943910634489,2.032224119189007,64.62698788720199,28.0059770440737,30.4918285075613,-2.0322241191890336,-64.62698788720199,104
1.0,0.05,0.02,0.02,0.3289707253902946,0.051,0.5341703845101812,0.01923287064448099,0.4658900842318828,3.6896992343363606,66.87479227485542,80.73824868008711,6.8344904571421825,3.689699234336431,-66.87479227485542,105
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.23768254681047243,0.024427093001653737,0.23770250231431514,0.5674835370125393,18.883583675730478,16.334072641333677,33.89609475173854,-0.5674835370128837,18.88358367573048,106
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.49510459446744154,0.011199481746586241,0.4950839686469136,1.6238614002860068,75.65631457567252,57.3718101584675,71.76818881749867,-1.623861400286345,-75.65631457567252,107
1.0,0.05,0.02,0.02,0.3289707253902946,0.036,0.38712893877455495,0.0037375868745147234,0.3872728741111787,2.451986237954771,85.84138244605543,63.35452132647864,27.84164368480504,-2.4519862379550226,85.84138244605543,108
1.0,0.05,0.02,0.02,0.3289707253902946,0.057,0.527643744028479,0.02021341686551294,0.4724765793280625,4.453097066165565,59.739970975706335,29.76988088352501,5.794750538065404,4.453097066165609,59.739970975706335,109
1.0,0.05,0.02,0.02,0.3289707253902946,0.055,0.47221902351934936,0.0012124247789730052,0.47150383201446944,2.7228959727036353,48.09831898423242,79.25339664343356,29.117076371657717,2.7228959727037587,-48.09831898423243,110
1.0,0.05,0.02,0.02,0.3289707253902946,0.055,0.4768323515310351,0.021447222870309757,0.4768697092898269,3.388587386333281,39.15711850416375,86.96918470746829,89.42684362421791,-3.3885873863332856,-39.15711850416376,111
1.0,0.05,0.02,0.02,0.3289707253902946,0.045,0.60130207389585,0.004115889144015233,0.3986851840360263,5.5187310102489056,32.15674078202035,,27.801444677766852,-5.518731010248915,32.156740782020364,112
1.0,0.05,0.02,0.02,0.3289707253902946,0.044,0.12029910506802988,0.021870469826816313,0.12034628042760584,3.821914016503713,76.36810354876964,57.44191237336471,21.264117061990913,-3.8219140165037504,76.36810354876964,113
1.0,0.05,0.02,0.02,0.3289707253902946,0.054,0.4623111177014259,0.005206065004304277,0.4625126632462051,2.3525416927083804,57.139615818195566,70.68833783081256,60.62236696110597,-2.3525416927086438,57.139615818195566,114
1.0,0.05,0.02,0.02,0.3289707253902946,0.046,0.7802871244367725,0.021532851901959072,0.21970641442312183,0.29944484373891705,1.4613397075978227,31.8771988881433,47.027146104768725,-0.2994448437400156,-1.461339707597875,115
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.5196162451753764,0.02240097057007306,0.4804057829907486,4.53951415213639,50.20680922394171,74.77006462706203,58.91831450246377,4.539514152136469,50.20680922394171,116
1.0,0.05,0.02,0.02,0.3289707253902946,0.058,0.6313126696359481,0.008115826608582219,0.36881979060086467,7.6877434693751825,51.251306466139916,42.00991046768584,40.800152720446626,7.6877434693751905,51.251306466139916,117
1.0,0.05,0.02,0.02,0.3289707253902946,0.04,0.36316290126315526,0.005891369263443606,0.3639283273845878,5.26194881661,38.64031284194975,6.479842625631644,63.174601745566626,-5.261948816610054,-38.64031284194976,118
1.0,0.05,0.02,0.02,0.3289707253902946,0.05,0.6067573670218906,0.019699949706558036,0.39330890366398363,3.3499137473866227,27.234074797055854,34.538363300728086,27.022408867093176,3.349913747386687,-27.234074797055868,119
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.5008633426608147,0.00028729709255792687,0.4991366566878588,1.3734217306647498,1.164726725421005,8.8360380224123,17.795510974714052,-1.373421730664907,1.1647267254209603,120
1.0,0.05,0.02,0.02,0.3289707253902946,0.049,0.5695833526094344,0.021934060696956543,0.4305767705226494,4.8226369889611185,42.18577076524385,54.849680533730215,6.927872660593644,-4.822636988961102,-42.18577076524385,121
1.0,0.05,0.02,0.02,0.3289707253902946,0.047,0.17584825405112162,0.021984823206011177,0.17594882432647488,0.279377168022273,0.9614518443451198,24.58421141825436,17.510888959652323,-0.2793771680234208,-0.9614518443452273,122
1.0,0.05,0.02,0.02,0.3289707253902946,0.052,0.5052203588606565,0.007348897897573821,0.4950158701252048,0.45781229655874406,43.02495622103238,58.11259197460974,84.14456350703563,0.4578122965588284,43.02495622103238,123
1.0,0.05,0.02,0.02,0.3289707253902946,0.06,0.08578716543428203,0.012424695589875363,0.085719269538745,6.32452146559866,46.6724418682013,,18.472261189312903,-6.324521465598707,-46.67244186820131,124
1.0,0.05,0.02,0.02,0.3289707253902946,0.04,0.5009587812665296,0.015739423122831466,0.4990306612131698,1.607937643122632,41.40505342803611,61.64529344122574,43.62342256349632,-1.6079376431228207,-41.40505342803611,125
1.0,0.05,0.02,0.02,0.3289707253902946,0.044,0.3909184650819677,0.0016621814021339774,0.3913328115815422,3.9364051840237044,44.37945018456324,51.23404534799021,0.6366092441073777,3.936405184023845,44.37945018456324,126
1.0,0.05,0.02,0.02,0.3289707253902946,0.053,0.36994820246240867,0.009786951334187815,0.370127258679486,3.0900795606633764,42.89533035857006,31.013860589552007,0.7577334552951549,-3.0900795606634683,-42.895330358570064,127
